GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
1400000US25021400500,25021400500,"Census Tract 4005, Norfolk County, Massachusetts",1509,170,0,17,141,82,165,84,193,126,132,70,145,75,28,31,135,83,378,145,192,118
1400000US25021400600,25021400600,"Census Tract 4006, Norfolk County, Massachusetts",784,199,16,26,87,73,87,59,34,40,57,66,68,56,41,50,113,102,192,125,89,86
1400000US25021400700,25021400700,"Census Tract 4007, Norfolk County, Massachusetts",539,123,0,12,85,45,126,89,80,33,42,30,0,12,63,52,15,17,111,55,17,20
1400000US25021400800,25021400800,"Census Tract 4008, Norfolk County, Massachusetts",1437,187,104,73,107,71,230,93,140,85,142,89,135,84,171,91,104,65,211,97,93,76
1400000US25021400900,25021400900,"Census Tract 4009, Norfolk County, Massachusetts",1212,149,58,65,77,59,154,78,86,51,189,61,115,72,66,74,58,42,383,133,26,30
1400000US25021401000,25021401000,"Census Tract 4010, Norfolk County, Massachusetts",646,105,8,13,21,22,47,31,104,53,73,42,96,56,6,12,38,48,218,89,35,35
1400000US25021401100,25021401100,"Census Tract 4011, Norfolk County, Massachusetts",285,104,12,15,0,12,49,40,76,73,8,13,0,12,16,24,0,12,108,85,16,20
1400000US25021401200,25021401200,"Census Tract 4012, Norfolk County, Massachusetts",999,162,119,99,26,35,98,63,219,112,81,61,59,70,124,96,48,62,211,89,14,22
1400000US25021402101,25021402101,"Census Tract 4021.01, Norfolk County, Massachusetts",519,139,18,22,31,38,105,65,43,37,15,17,32,28,54,49,32,29,107,66,82,93
1400000US25021402102,25021402102,"Census Tract 4021.02, Norfolk County, Massachusetts",561,105,24,26,32,37,61,39,82,60,153,104,31,36,41,34,7,10,88,53,42,31
1400000US25021402200,25021402200,"Census Tract 4022, Norfolk County, Massachusetts",135,57,0,12,14,13,25,22,19,19,23,33,27,33,8,9,5,7,11,12,3,7
1400000US25021402300,25021402300,"Census Tract 4023, Norfolk County, Massachusetts",88,51,0,12,0,12,32,38,30,37,7,11,0,12,0,12,0,12,0,12,19,22
1400000US25021402400,25021402400,"Census Tract 4024, Norfolk County, Massachusetts",1154,136,71,89,105,71,168,107,70,52,109,58,133,110,207,127,15,24,204,124,72,52
1400000US25021402500,25021402500,"Census Tract 4025, Norfolk County, Massachusetts",564,122,52,48,57,39,41,30,21,24,33,40,15,17,27,30,54,32,220,107,44,33
1400000US25021403100,25021403100,"Census Tract 4031, Norfolk County, Massachusetts",36,35,14,22,0,17,0,17,0,17,12,20,0,17,0,17,0,17,10,16,0,17
1400000US25021403300,25021403300,"Census Tract 4033, Norfolk County, Massachusetts",136,55,0,12,0,12,17,19,40,32,22,26,0,12,0,12,0,12,49,32,8,12
1400000US25021403400,25021403400,"Census Tract 4034, Norfolk County, Massachusetts",551,118,73,48,47,45,17,28,30,40,91,62,116,58,0,17,25,39,103,63,49,45
1400000US25021403500,25021403500,"Census Tract 4035, Norfolk County, Massachusetts",782,144,32,50,58,48,83,48,126,95,170,106,32,48,0,17,45,38,122,59,114,111
1400000US25021404100,25021404100,"Census Tract 4041, Norfolk County, Massachusetts",334,80,22,23,10,15,13,16,58,47,66,54,0,12,25,23,0,12,130,59,10,15
1400000US25021404201,25021404201,"Census Tract 4042.01, Norfolk County, Massachusetts",83,54,46,54,9,14,0,12,0,12,10,14,0,12,9,14,9,15,0,12,0,12
1400000US25021404202,25021404202,"Census Tract 4042.02, Norfolk County, Massachusetts",219,69,0,12,28,24,17,19,21,23,52,53,8,13,10,14,7,11,60,48,16,19
1400000US25021404301,25021404301,"Census Tract 4043.01, Norfolk County, Massachusetts",35,29,0,17,11,18,0,17,0,17,11,16,0,17,0,17,0,17,7,12,6,10
1400000US25021404302,25021404302,"Census Tract 4043.02, Norfolk County, Massachusetts",272,68,10,16,46,37,16,17,44,36,48,35,0,12,16,17,10,16,74,59,8,14
1400000US25021404400,25021404400,"Census Tract 4044, Norfolk County, Massachusetts",550,90,25,39,91,51,135,74,76,58,96,58,29,25,0,17,31,32,31,19,36,28
1400000US25021405100,25021405100,"Census Tract 4051, Norfolk County, Massachusetts",143,80,11,16,32,51,17,20,13,20,9,15,0,17,0,17,27,40,26,25,8,14
1400000US25021406101,25021406101,"Census Tract 4061.01, Norfolk County, Massachusetts",240,79,12,18,23,27,18,22,32,30,11,18,29,28,28,32,14,22,66,48,7,11
1400000US25021406102,25021406102,"Census Tract 4061.02, Norfolk County, Massachusetts",142,66,13,22,15,23,0,17,12,19,38,25,0,17,30,34,0,17,19,31,15,24
1400000US25021407100,25021407100,"Census Tract 4071, Norfolk County, Massachusetts",665,135,55,72,68,73,28,31,38,37,154,95,43,43,43,42,18,26,150,84,68,80
1400000US25021408101,25021408101,"Census Tract 4081.01, Norfolk County, Massachusetts",393,128,41,63,0,17,59,71,16,24,119,113,80,86,14,23,31,35,33,39,0,17
1400000US25021408102,25021408102,"Census Tract 4081.02, Norfolk County, Massachusetts",332,97,5,9,20,17,38,48,69,48,55,39,24,21,8,12,10,15,87,66,16,20
1400000US25021409101,25021409101,"Census Tract 4091.01, Norfolk County, Massachusetts",88,55,0,17,0,17,0,17,41,41,19,27,0,17,10,16,0,17,0,17,18,19
1400000US25021409102,25021409102,"Census Tract 4091.02, Norfolk County, Massachusetts",92,41,0,17,0,17,20,22,21,20,16,17,17,19,0,17,10,17,8,13,0,17
1400000US25021410100,25021410100,"Census Tract 4101, Norfolk County, Massachusetts",630,149,12,20,0,17,117,73,56,38,100,63,32,45,135,102,29,32,131,85,18,30
1400000US25021410300,25021410300,"Census Tract 4103, Norfolk County, Massachusetts",478,78,41,65,25,27,24,27,23,34,70,47,22,34,43,40,100,76,91,58,39,62
1400000US25021410400,25021410400,"Census Tract 4104, Norfolk County, Massachusetts",818,151,16,25,26,30,222,90,109,77,56,45,77,76,42,40,26,30,231,107,13,21
1400000US25021411100,25021411100,"Census Tract 4111, Norfolk County, Massachusetts",643,203,45,72,74,59,18,28,88,82,117,111,45,45,43,65,0,17,152,88,61,73
1400000US25021411200,25021411200,"Census Tract 4112, Norfolk County, Massachusetts",506,150,0,17,39,46,42,64,70,59,40,50,57,76,48,74,37,36,104,91,69,76
1400000US25021411301,25021411301,"Census Tract 4113.01, Norfolk County, Massachusetts",274,113,18,28,0,17,41,65,15,24,16,25,0,17,0,17,18,27,151,89,15,23
1400000US25021411302,25021411302,"Census Tract 4113.02, Norfolk County, Massachusetts",119,74,9,14,0,12,0,12,8,13,0,12,0,12,51,60,0,12,18,20,33,50
1400000US25021412100,25021412100,"Census Tract 4121, Norfolk County, Massachusetts",373,98,10,18,50,46,37,43,47,44,57,37,53,50,16,26,12,20,79,50,12,19
1400000US25021412200,25021412200,"Census Tract 4122, Norfolk County, Massachusetts",216,59,0,12,10,15,29,26,8,14,34,27,20,23,34,27,8,13,43,33,30,28
1400000US25021412300,25021412300,"Census Tract 4123, Norfolk County, Massachusetts",126,60,0,12,20,21,8,12,0,12,0,12,0,12,51,56,0,12,16,20,31,46
1400000US25021413100,25021413100,"Census Tract 4131, Norfolk County, Massachusetts",653,117,0,17,75,62,133,92,162,120,41,49,37,40,0,17,135,100,70,60,0,17
1400000US25021413200,25021413200,"Census Tract 4132, Norfolk County, Massachusetts",1090,149,99,67,60,52,116,79,111,64,127,71,164,81,94,91,26,30,213,109,80,65
1400000US25021413300,25021413300,"Census Tract 4133, Norfolk County, Massachusetts",522,91,80,61,89,71,36,29,77,36,34,26,41,45,0,17,23,21,118,73,24,22
1400000US25021413401,25021413401,"Census Tract 4134.01, Norfolk County, Massachusetts",707,108,42,32,59,43,108,65,64,57,130,95,16,20,64,81,71,45,132,77,21,24
1400000US25021413402,25021413402,"Census Tract 4134.02, Norfolk County, Massachusetts",1017,112,52,48,208,105,299,116,120,58,75,58,51,47,46,39,32,32,83,51,51,50
1400000US25021413500,25021413500,"Census Tract 4135, Norfolk County, Massachusetts",986,125,41,36,113,74,173,88,129,79,115,57,32,27,116,91,107,89,160,82,0,12
1400000US25021414100,25021414100,"Census Tract 4141, Norfolk County, Massachusetts",275,62,12,21,13,23,8,15,24,27,0,17,26,30,0,17,42,50,140,58,10,16
1400000US25021414200,25021414200,"Census Tract 4142, Norfolk County, Massachusetts",79,67,0,17,0,17,0,17,10,16,14,22,0,17,0,17,55,63,0,17,0,17
1400000US25021414300,25021414300,"Census Tract 4143, Norfolk County, Massachusetts",487,95,12,19,60,36,55,38,105,59,111,68,15,21,0,17,10,15,107,74,12,20
1400000US25021415101,25021415101,"Census Tract 4151.01, Norfolk County, Massachusetts",289,85,0,12,18,20,23,26,53,44,33,30,26,30,29,32,47,59,49,36,11,17
1400000US25021415102,25021415102,"Census Tract 4151.02, Norfolk County, Massachusetts",1025,161,69,56,137,69,61,55,49,57,58,46,111,70,102,81,277,137,161,75,0,17
1400000US25021415200,25021415200,"Census Tract 4152, Norfolk County, Massachusetts",716,171,18,28,91,71,0,17,80,78,116,85,47,44,145,144,17,28,170,102,32,37
1400000US25021415300,25021415300,"Census Tract 4153, Norfolk County, Massachusetts",77,50,0,12,0,12,0,12,8,12,0,12,0,12,0,12,6,11,35,42,28,30
1400000US25021416101,25021416101,"Census Tract 4161.01, Norfolk County, Massachusetts",491,123,19,33,43,49,8,15,18,28,149,109,12,21,30,35,20,36,86,56,106,66
1400000US25021416102,25021416102,"Census Tract 4161.02, Norfolk County, Massachusetts",176,64,6,10,22,29,5,9,4,6,4,7,13,15,5,9,17,21,86,49,14,21
1400000US25021416200,25021416200,"Census Tract 4162, Norfolk County, Massachusetts",426,172,0,17,86,87,20,33,6,24,0,17,60,66,37,40,0,17,167,126,50,47
1400000US25021416300,25021416300,"Census Tract 4163, Norfolk County, Massachusetts",487,115,31,51,36,33,15,23,77,65,68,65,40,49,77,65,8,13,126,84,9,14
1400000US25021416400,25021416400,"Census Tract 4164, Norfolk County, Massachusetts",290,156,0,17,33,38,103,104,44,45,52,79,0,17,20,32,27,40,11,19,0,17
1400000US25021417100,25021417100,"Census Tract 4171, Norfolk County, Massachusetts",612,120,41,34,60,45,81,54,97,74,168,88,34,44,11,20,35,42,85,60,0,12
1400000US25021417200,25021417200,"Census Tract 4172, Norfolk County, Massachusetts",1595,189,0,17,184,128,204,115,283,159,118,91,125,94,128,121,64,61,324,143,165,125
1400000US25021417300,25021417300,"Census Tract 4173, Norfolk County, Massachusetts",669,111,6,12,72,51,131,64,45,32,92,45,16,19,24,31,46,54,170,69,67,66
1400000US25021417400,25021417400,"Census Tract 4174, Norfolk County, Massachusetts",204,78,0,12,39,47,22,31,0,12,18,21,21,34,40,44,10,15,35,32,19,27
1400000US25021417501,25021417501,"Census Tract 4175.01, Norfolk County, Massachusetts",763,169,6,15,94,90,142,105,106,71,10,16,82,91,40,40,28,27,210,95,45,71
1400000US25021417502,25021417502,"Census Tract 4175.02, Norfolk County, Massachusetts",1009,133,26,25,118,72,124,66,181,89,75,62,71,49,67,48,135,96,176,88,36,30
1400000US25021417601,25021417601,"Census Tract 4176.01, Norfolk County, Massachusetts",680,159,48,36,52,53,89,74,33,44,171,108,28,32,63,63,11,19,134,84,51,45
1400000US25021417602,25021417602,"Census Tract 4176.02, Norfolk County, Massachusetts",1277,161,68,79,181,97,144,88,122,61,149,106,239,118,33,40,108,92,150,84,83,67
1400000US25021417701,25021417701,"Census Tract 4177.01, Norfolk County, Massachusetts",2110,220,48,46,223,141,142,99,489,216,324,150,143,101,80,86,70,75,532,170,59,56
1400000US25021417702,25021417702,"Census Tract 4177.02, Norfolk County, Massachusetts",299,65,0,12,61,45,29,30,23,26,97,65,25,39,9,15,14,22,31,25,10,17
1400000US25021417801,25021417801,"Census Tract 4178.01, Norfolk County, Massachusetts",485,131,17,28,0,12,58,54,38,44,64,83,17,27,35,38,53,49,128,75,75,54
1400000US25021417802,25021417802,"Census Tract 4178.02, Norfolk County, Massachusetts",941,79,27,23,126,61,43,35,120,56,195,58,132,73,42,35,73,57,148,66,35,30
1400000US25021417901,25021417901,"Census Tract 4179.01, Norfolk County, Massachusetts",2269,193,124,75,90,91,219,107,336,136,226,115,233,94,123,67,224,125,614,174,80,61
1400000US25021417902,25021417902,"Census Tract 4179.02, Norfolk County, Massachusetts",757,106,0,12,29,28,175,92,101,75,48,30,73,59,24,38,102,65,192,88,13,16
1400000US25021418002,25021418002,"Census Tract 4180.02, Norfolk County, Massachusetts",1939,200,66,66,142,94,305,114,283,150,199,102,138,76,149,86,154,94,443,166,60,48
1400000US25021418003,25021418003,"Census Tract 4180.03, Norfolk County, Massachusetts",780,105,15,17,66,64,92,84,83,63,152,77,60,42,49,54,36,28,202,76,25,30
1400000US25021418004,25021418004,"Census Tract 4180.04, Norfolk County, Massachusetts",1129,111,28,43,118,80,122,74,115,52,101,54,78,65,35,41,67,52,377,140,88,60
1400000US25021418101,25021418101,"Census Tract 4181.01, Norfolk County, Massachusetts",1243,192,29,35,61,51,184,101,174,78,177,88,80,57,29,32,88,57,412,185,9,15
1400000US25021418102,25021418102,"Census Tract 4181.02, Norfolk County, Massachusetts",890,152,13,15,43,33,74,49,136,70,84,51,222,99,63,50,149,97,100,51,6,10
1400000US25021418200,25021418200,"Census Tract 4182, Norfolk County, Massachusetts",1140,208,5,9,185,132,66,49,129,73,260,105,158,121,49,58,86,63,186,104,16,27
1400000US25021419100,25021419100,"Census Tract 4191, Norfolk County, Massachusetts",729,134,55,58,0,17,172,89,150,89,59,48,0,17,64,76,51,61,178,99,0,17
1400000US25021419200,25021419200,"Census Tract 4192, Norfolk County, Massachusetts",465,120,33,49,56,56,0,17,33,22,46,57,19,21,102,66,31,38,137,77,8,14
1400000US25021419300,25021419300,"Census Tract 4193, Norfolk County, Massachusetts",565,77,7,11,71,59,48,34,7,14,46,36,20,21,85,65,29,31,252,86,0,12
1400000US25021419400,25021419400,"Census Tract 4194, Norfolk County, Massachusetts",299,84,0,12,37,48,14,17,27,24,17,18,60,50,26,24,8,12,94,61,16,13
1400000US25021419500,25021419500,"Census Tract 4195, Norfolk County, Massachusetts",143,67,0,12,35,40,10,15,27,30,0,12,7,13,24,39,0,12,30,46,10,16
1400000US25021419600,25021419600,"Census Tract 4196, Norfolk County, Massachusetts",765,149,26,24,13,21,86,60,43,50,46,53,172,125,93,77,0,17,221,138,65,52
1400000US25021419700,25021419700,"Census Tract 4197, Norfolk County, Massachusetts",262,70,37,47,7,13,43,43,37,36,65,48,19,20,10,16,16,19,18,20,10,15
1400000US25021419800,25021419800,"Census Tract 4198, Norfolk County, Massachusetts",584,96,18,23,132,72,137,68,58,47,41,30,36,31,66,57,35,32,49,39,12,18
1400000US25021420100,25021420100,"Census Tract 4201, Norfolk County, Massachusetts",832,179,26,43,28,34,60,57,55,48,56,49,55,53,64,74,54,68,322,142,112,98
1400000US25021420201,25021420201,"Census Tract 4202.01, Norfolk County, Massachusetts",413,111,9,16,17,19,0,12,16,20,31,52,18,20,30,28,34,33,240,110,18,20
1400000US25021420202,25021420202,"Census Tract 4202.02, Norfolk County, Massachusetts",910,170,19,30,0,17,140,99,146,114,148,101,69,67,0,17,0,17,321,156,67,76
1400000US25021420301,25021420301,"Census Tract 4203.01, Norfolk County, Massachusetts",650,179,0,17,78,85,66,80,113,120,36,56,37,59,115,98,6,11,147,110,52,40
1400000US25021420302,25021420302,"Census Tract 4203.02, Norfolk County, Massachusetts",861,183,0,17,39,45,83,60,119,93,116,79,92,77,16,25,17,26,317,157,62,51
1400000US25021421100,25021421100,"Census Tract 4211, Norfolk County, Massachusetts",751,174,10,18,32,33,73,73,28,33,143,113,136,87,8,20,139,129,126,79,56,69
1400000US25021421200,25021421200,"Census Tract 4212, Norfolk County, Massachusetts",155,76,0,17,21,33,13,21,11,18,0,17,0,17,33,35,19,31,16,25,42,39
1400000US25021422100,25021422100,"Census Tract 4221, Norfolk County, Massachusetts",358,93,37,45,0,17,0,17,56,49,84,61,17,15,0,17,80,73,75,50,9,13
1400000US25021422200,25021422200,"Census Tract 4222, Norfolk County, Massachusetts",1160,189,0,17,69,52,122,119,316,156,93,57,69,81,0,17,164,101,247,140,80,74
1400000US25021422301,25021422301,"Census Tract 4223.01, Norfolk County, Massachusetts",94,63,0,12,0,12,34,50,0,12,27,42,0,12,6,11,9,13,10,15,8,12
1400000US25021422302,25021422302,"Census Tract 4223.02, Norfolk County, Massachusetts",1262,182,55,70,145,83,192,101,259,181,139,81,120,71,100,73,41,48,179,96,32,36
1400000US25021422400,25021422400,"Census Tract 4224, Norfolk County, Massachusetts",1514,185,61,68,101,56,100,82,134,81,166,83,232,93,98,89,120,76,408,157,94,62
1400000US25021422501,25021422501,"Census Tract 4225.01, Norfolk County, Massachusetts",809,162,65,69,0,12,146,109,96,78,101,110,131,102,37,46,124,85,78,56,31,38
1400000US25021422502,25021422502,"Census Tract 4225.02, Norfolk County, Massachusetts",1292,204,133,106,193,155,192,109,58,57,103,78,135,115,41,46,67,55,307,146,63,59
1400000US25021422600,25021422600,"Census Tract 4226, Norfolk County, Massachusetts",331,120,0,17,16,27,0,17,15,23,18,28,149,119,8,13,39,48,58,60,28,32
1400000US25021422700,25021422700,"Census Tract 4227, Norfolk County, Massachusetts",236,78,0,12,11,18,19,22,23,25,54,41,20,23,7,13,20,21,74,60,8,11
1400000US25021422800,25021422800,"Census Tract 4228, Norfolk County, Massachusetts",401,96,14,18,9,16,9,15,29,24,46,53,69,51,78,52,31,26,72,56,44,35
1400000US25021423100,25021423100,"Census Tract 4231, Norfolk County, Massachusetts",557,164,81,59,15,23,52,61,101,66,44,42,28,23,85,93,7,16,111,95,33,37
1400000US25021440100,25021440100,"Census Tract 4401, Norfolk County, Massachusetts",863,167,7,12,92,67,81,59,195,100,147,115,107,96,46,44,16,25,72,59,100,87
1400000US25021441202,25021441202,"Census Tract 4412.02, Norfolk County, Massachusetts",65,37,12,16,0,12,7,10,29,27,0,12,0,12,0,12,0,12,12,12,5,8
1400000US25021441203,25021441203,"Census Tract 4412.03, Norfolk County, Massachusetts",285,89,28,45,19,22,18,22,49,38,38,35,21,25,14,21,0,12,75,58,23,26
1400000US25021441204,25021441204,"Census Tract 4412.04, Norfolk County, Massachusetts",277,89,0,12,17,28,48,38,9,16,9,15,16,26,38,36,30,27,93,78,17,27
1400000US25021442101,25021442101,"Census Tract 4421.01, Norfolk County, Massachusetts",331,77,11,16,16,18,79,44,88,61,30,23,57,56,21,24,0,17,19,21,10,15
1400000US25021442102,25021442102,"Census Tract 4421.02, Norfolk County, Massachusetts",245,82,0,17,17,27,35,39,55,69,51,49,0,17,49,74,13,21,25,37,0,17
1400000US25021442103,25021442103,"Census Tract 4421.03, Norfolk County, Massachusetts",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25021442201,25021442201,"Census Tract 4422.01, Norfolk County, Massachusetts",296,86,0,12,53,52,77,48,10,16,11,17,12,19,30,48,0,12,103,73,0,12
1400000US25021442202,25021442202,"Census Tract 4422.02, Norfolk County, Massachusetts",1398,157,58,53,132,74,207,121,288,138,222,113,54,51,56,70,52,48,277,104,52,79
1400000US25021443101,25021443101,"Census Tract 4431.01, Norfolk County, Massachusetts",587,150,0,17,52,63,90,90,141,100,65,47,117,66,69,83,19,30,0,17,34,37
1400000US25021443102,25021443102,"Census Tract 4431.02, Norfolk County, Massachusetts",607,180,0,17,106,88,136,114,30,27,25,27,16,26,29,47,118,100,116,81,31,50
1400000US25021456101,25021456101,"Census Tract 4561.01, Norfolk County, Massachusetts",113,52,13,18,12,17,9,14,0,12,13,22,11,19,9,15,8,13,18,20,20,22
1400000US25021456102,25021456102,"Census Tract 4561.02, Norfolk County, Massachusetts",755,119,48,60,71,52,85,72,104,71,50,37,16,19,31,42,159,104,152,96,39,39
1400000US25021456200,25021456200,"Census Tract 4562, Norfolk County, Massachusetts",222,62,0,12,8,13,58,53,27,27,29,33,8,14,21,33,21,24,43,31,7,11
1400000US25021456301,25021456301,"Census Tract 4563.01, Norfolk County, Massachusetts",419,92,8,14,6,9,103,81,31,27,42,37,35,46,17,20,37,46,117,56,23,36
1400000US25021456302,25021456302,"Census Tract 4563.02, Norfolk County, Massachusetts",803,195,15,26,39,47,63,51,70,52,37,46,63,56,38,41,88,91,373,133,17,28
1400000US25021456401,25021456401,"Census Tract 4564.01, Norfolk County, Massachusetts",228,85,21,29,41,52,39,34,0,12,17,25,9,15,27,42,42,39,10,17,22,27
1400000US25021456402,25021456402,"Census Tract 4564.02, Norfolk County, Massachusetts",151,94,0,17,29,28,46,57,0,17,0,17,0,17,0,17,14,22,47,45,15,17
1400000US25021457100,25021457100,"Census Tract 4571, Norfolk County, Massachusetts",275,84,20,22,0,12,0,12,41,31,64,55,56,57,20,21,17,19,0,12,57,48
1400000US25021457200,25021457200,"Census Tract 4572, Norfolk County, Massachusetts",343,104,21,22,12,19,20,29,66,74,25,30,24,38,31,36,24,27,84,47,36,30
1400000US25025000100,25025000100,"Census Tract 1, Suffolk County, Massachusetts",1017,128,23,37,157,82,106,79,65,41,69,51,154,80,34,37,36,39,358,130,15,18
1400000US25025000201,25025000201,"Census Tract 2.01, Suffolk County, Massachusetts",878,130,5,7,71,62,122,50,120,62,81,52,40,28,54,42,69,50,260,103,56,50
1400000US25025000202,25025000202,"Census Tract 2.02, Suffolk County, Massachusetts",909,111,31,31,36,34,59,40,142,78,147,76,88,59,93,56,49,53,198,81,66,45
1400000US25025000301,25025000301,"Census Tract 3.01, Suffolk County, Massachusetts",543,98,0,12,102,85,95,47,121,57,40,33,19,22,22,23,0,12,133,68,11,17
1400000US25025000302,25025000302,"Census Tract 3.02, Suffolk County, Massachusetts",571,121,0,12,23,26,77,44,68,77,84,46,36,27,13,20,90,76,134,53,46,52
1400000US25025000401,25025000401,"Census Tract 4.01, Suffolk County, Massachusetts",2156,155,101,90,80,70,191,91,208,83,502,135,257,107,71,56,120,94,445,147,181,112
1400000US25025000402,25025000402,"Census Tract 4.02, Suffolk County, Massachusetts",879,99,0,12,14,16,63,54,75,44,96,61,8,13,51,42,119,59,373,99,80,60
1400000US25025000502,25025000502,"Census Tract 5.02, Suffolk County, Massachusetts",1305,131,9,13,38,29,105,45,123,54,102,53,166,84,40,30,45,31,540,110,137,66
1400000US25025000503,25025000503,"Census Tract 5.03, Suffolk County, Massachusetts",933,99,0,12,19,24,129,68,77,44,35,29,78,37,50,42,53,40,360,90,132,81
1400000US25025000504,25025000504,"Census Tract 5.04, Suffolk County, Massachusetts",2130,157,10,15,68,51,151,80,176,82,552,142,182,87,124,67,75,60,692,165,100,71
1400000US25025000601,25025000601,"Census Tract 6.01, Suffolk County, Massachusetts",835,103,18,21,54,38,70,40,93,42,116,54,59,50,27,32,34,28,307,99,57,45
1400000US25025000602,25025000602,"Census Tract 6.02, Suffolk County, Massachusetts",1536,107,40,30,23,26,115,49,188,75,292,92,136,57,105,52,149,73,378,86,110,51
1400000US25025000701,25025000701,"Census Tract 7.01, Suffolk County, Massachusetts",1650,162,7,13,24,31,90,55,241,105,194,71,151,81,161,96,134,75,512,133,136,74
1400000US25025000703,25025000703,"Census Tract 7.03, Suffolk County, Massachusetts",1020,86,6,9,33,35,72,32,103,45,68,46,58,26,23,19,52,40,521,91,84,43
1400000US25025000704,25025000704,"Census Tract 7.04, Suffolk County, Massachusetts",1906,154,11,18,224,111,137,86,77,60,278,125,285,116,152,103,128,74,486,149,128,73
1400000US25025000802,25025000802,"Census Tract 8.02, Suffolk County, Massachusetts",2158,149,14,22,52,41,137,83,170,86,212,78,127,68,81,70,135,74,1011,165,219,99
1400000US25025000803,25025000803,"Census Tract 8.03, Suffolk County, Massachusetts",681,76,0,17,14,14,40,32,58,58,42,34,54,32,76,40,78,49,296,77,23,20
1400000US25025010103,25025010103,"Census Tract 101.03, Suffolk County, Massachusetts",385,42,0,12,0,12,17,15,23,16,25,25,7,8,12,14,0,12,167,61,134,49
1400000US25025010104,25025010104,"Census Tract 101.04, Suffolk County, Massachusetts",1251,122,79,58,22,25,69,42,190,76,117,48,124,74,82,66,70,40,379,99,119,57
1400000US25025010203,25025010203,"Census Tract 102.03, Suffolk County, Massachusetts",2839,207,31,30,42,32,148,70,312,162,205,86,261,111,210,110,197,132,977,233,456,170
1400000US25025010204,25025010204,"Census Tract 102.04, Suffolk County, Massachusetts",853,109,21,26,6,9,45,45,26,26,29,28,107,72,63,58,19,19,460,93,77,48
1400000US25025010300,25025010300,"Census Tract 103, Suffolk County, Massachusetts",216,36,0,17,3,5,16,12,28,22,14,12,18,14,19,15,20,19,78,33,20,22
1400000US25025010403,25025010403,"Census Tract 104.03, Suffolk County, Massachusetts",1696,147,17,28,103,74,168,98,77,57,291,119,180,97,54,48,102,64,450,156,254,147
1400000US25025010404,25025010404,"Census Tract 104.04, Suffolk County, Massachusetts",1383,113,0,17,9,14,16,21,49,40,87,75,66,39,60,48,159,110,757,119,180,88
1400000US25025010405,25025010405,"Census Tract 104.05, Suffolk County, Massachusetts",816,58,11,13,37,24,68,41,57,33,123,47,128,43,23,22,40,34,228,69,101,31
1400000US25025010408,25025010408,"Census Tract 104.08, Suffolk County, Massachusetts",794,65,27,36,50,43,63,55,151,61,98,44,36,27,85,57,67,44,185,68,32,34
1400000US25025010500,25025010500,"Census Tract 105, Suffolk County, Massachusetts",1456,99,26,30,36,29,75,45,165,86,194,73,203,80,70,44,33,25,486,111,168,81
1400000US25025010600,25025010600,"Census Tract 106, Suffolk County, Massachusetts",1570,149,230,94,126,56,118,56,199,79,120,75,127,68,102,99,91,54,364,102,93,64
1400000US25025010701,25025010701,"Census Tract 107.01, Suffolk County, Massachusetts",1023,132,57,42,124,64,161,64,118,65,104,80,46,37,36,36,47,55,223,104,107,78
1400000US25025010702,25025010702,"Census Tract 107.02, Suffolk County, Massachusetts",724,137,74,51,12,15,90,62,103,61,75,49,154,77,53,37,64,52,67,45,32,29
1400000US25025010801,25025010801,"Census Tract 108.01, Suffolk County, Massachusetts",662,126,43,46,21,24,107,58,221,102,36,30,56,45,8,14,22,18,105,50,43,40
1400000US25025010802,25025010802,"Census Tract 108.02, Suffolk County, Massachusetts",997,135,87,74,102,64,183,90,129,63,64,40,61,39,42,47,77,58,101,61,151,89
1400000US25025020101,25025020101,"Census Tract 201.01, Suffolk County, Massachusetts",1545,237,83,91,134,80,435,189,259,170,179,121,34,41,60,58,74,62,221,114,66,51
1400000US25025020200,25025020200,"Census Tract 202, Suffolk County, Massachusetts",1798,140,25,29,108,72,201,94,229,110,312,113,163,77,220,98,142,88,310,114,88,64
