GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
1400000US25017311500,25017311500,"Census Tract 3115, Middlesex County, Massachusetts",31.7,7.9,40.1,16.1,15.4,3.5
1400000US25017311600,25017311600,"Census Tract 3116, Middlesex County, Massachusetts",22.2,2.9,24.4,3.2,15.2,4.3
1400000US25017311700,25017311700,"Census Tract 3117, Middlesex County, Massachusetts",30.1,4.8,30.5,4.1,17.6,19.1
1400000US25017311800,25017311800,"Census Tract 3118, Middlesex County, Massachusetts",40.4,14.7,41.3,13.0,19.4,52.7
1400000US25017311900,25017311900,"Census Tract 3119, Middlesex County, Massachusetts",25.1,10.9,27.9,10.0,20.8,15.0
1400000US25017312000,25017312000,"Census Tract 3120, Middlesex County, Massachusetts",22.5,14.7,32.5,5.4,12.9,5.9
1400000US25017312100,25017312100,"Census Tract 3121, Middlesex County, Massachusetts",28.3,4.5,28.7,10.8,27.9,7.1
1400000US25017312200,25017312200,"Census Tract 3122, Middlesex County, Massachusetts",24.3,2.0,25.4,2.7,14.0,14.7
1400000US25017312300,25017312300,"Census Tract 3123, Middlesex County, Massachusetts",22.9,1.3,23.9,1.2,16.0,2.8
1400000US25017312400,25017312400,"Census Tract 3124, Middlesex County, Massachusetts",32.1,12.4,38.2,14.4,13.1,9.1
1400000US25017312501,25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",23.9,2.4,26.4,1.9,13.8,3.1
1400000US25017312502,25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",23.6,4.5,27.3,3.3,16.4,2.5
1400000US25017313101,25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",20.0,1.6,22.2,1.8,11.2,3.6
1400000US25017313102,25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",22.9,1.6,23.6,1.7,12.6,13.2
1400000US25017314101,25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",24.4,3.2,26.6,2.3,15.0,3.5
1400000US25017314102,25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",25.5,2.0,28.1,2.2,20.5,5.5
1400000US25017314200,25017314200,"Census Tract 3142, Middlesex County, Massachusetts",24.6,2.3,27.6,4.1,20.9,2.3
1400000US25017314301,25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",23.5,2.1,25.5,2.0,13.5,2.5
1400000US25017314302,25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",19.8,2.2,21.4,2.3,8.7,4.0
1400000US25017315100,25017315100,"Census Tract 3151, Middlesex County, Massachusetts",23.2,1.7,24.3,1.9,15.4,5.3
1400000US25017315200,25017315200,"Census Tract 3152, Middlesex County, Massachusetts",23.5,1.4,24.8,2.0,19.1,3.7
1400000US25017315401,25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",26.8,3.7,30.1,3.7,18.8,2.6
1400000US25017315402,25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",24.6,3.0,27.8,4.0,12.8,4.3
1400000US25017315403,25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",19.3,4.1,22.1,5.6,13.6,2.9
1400000US25017315500,25017315500,"Census Tract 3155, Middlesex County, Massachusetts",23.8,1.9,26.7,3.3,11.9,2.3
1400000US25017316101,25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",20.4,1.3,22.5,1.2,13.0,1.9
1400000US25017316102,25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",24.2,1.9,24.9,2.5,13.7,3.7
1400000US25017316201,25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",23.4,2.6,25.2,5.1,16.8,4.6
1400000US25017316202,25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",26.2,2.0,28.9,2.0,12.7,2.0
1400000US25017316300,25017316300,"Census Tract 3163, Middlesex County, Massachusetts",26.4,2.9,29.1,3.1,11.2,6.5
1400000US25017316400,25017316400,"Census Tract 3164, Middlesex County, Massachusetts",22.8,2.0,25.8,1.7,9.4,2.9
1400000US25017316500,25017316500,"Census Tract 3165, Middlesex County, Massachusetts",26.5,2.5,27.9,2.4,19.7,9.5
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",23.4,2.0,24.3,2.1,17.9,7.4
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",23.3,2.7,26.0,2.3,15.9,4.2
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",20.8,2.0,23.4,1.9,9.8,3.5
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",20.3,3.1,23.8,3.9,13.0,2.1
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",21.7,1.6,22.5,1.8,18.4,3.8
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",22.6,2.4,24.1,3.0,16.0,7.2
1400000US25017317300,25017317300,"Census Tract 3173, Middlesex County, Massachusetts",26.5,1.7,28.2,1.6,21.2,2.2
1400000US25017318100,25017318100,"Census Tract 3181, Middlesex County, Massachusetts",24.3,2.3,26.1,2.8,15.9,6.8
1400000US25017318200,25017318200,"Census Tract 3182, Middlesex County, Massachusetts",23.6,3.9,24.9,3.2,13.6,9.2
1400000US25017318300,25017318300,"Census Tract 3183, Middlesex County, Massachusetts",21.0,2.5,23.5,2.5,12.2,2.6
1400000US25017318400,25017318400,"Census Tract 3184, Middlesex County, Massachusetts",18.4,1.5,20.5,2.7,11.0,3.7
1400000US25017320101,25017320101,"Census Tract 3201.01, Middlesex County, Massachusetts",22.8,1.7,25.4,1.8,13.0,2.5
1400000US25017320102,25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",22.9,2.8,26.0,2.4,13.3,2.1
1400000US25017321100,25017321100,"Census Tract 3211, Middlesex County, Massachusetts",25.0,3.0,25.8,2.2,14.9,15.1
1400000US25017321200,25017321200,"Census Tract 3212, Middlesex County, Massachusetts",22.0,2.9,24.5,3.6,17.5,2.8
1400000US25017321300,25017321300,"Census Tract 3213, Middlesex County, Massachusetts",23.8,2.9,25.3,3.6,19.6,4.9
1400000US25017321400,25017321400,"Census Tract 3214, Middlesex County, Massachusetts",24.7,2.5,25.2,2.3,18.9,10.9
1400000US25017321500,25017321500,"Census Tract 3215, Middlesex County, Massachusetts",26.1,2.2,27.3,2.1,12.0,3.9
1400000US25017321600,25017321600,"Census Tract 3216, Middlesex County, Massachusetts",21.7,2.1,23.0,1.9,13.4,4.2
1400000US25017322100,25017322100,"Census Tract 3221, Middlesex County, Massachusetts",21.5,2.2,23.7,1.6,12.4,1.1
1400000US25017322200,25017322200,"Census Tract 3222, Middlesex County, Massachusetts",23.3,2.8,26.3,4.0,11.8,6.9
1400000US25017322300,25017322300,"Census Tract 3223, Middlesex County, Massachusetts",23.2,2.1,26.6,5.3,15.1,4.9
1400000US25017322400,25017322400,"Census Tract 3224, Middlesex County, Massachusetts",27.6,2.6,30.9,4.0,15.1,4.1
1400000US25017323100,25017323100,"Census Tract 3231, Middlesex County, Massachusetts",23.8,2.3,24.7,2.2,14.5,4.6
1400000US25017324100,25017324100,"Census Tract 3241, Middlesex County, Massachusetts",23.1,1.4,24.2,1.5,16.3,3.4
1400000US25017325100,25017325100,"Census Tract 3251, Middlesex County, Massachusetts",24.8,3.3,26.8,3.1,13.4,7.1
1400000US25017326100,25017326100,"Census Tract 3261, Middlesex County, Massachusetts",22.3,1.6,23.9,1.8,15.0,4.2
1400000US25017327101,25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",25.1,3.3,26.5,3.5,12.5,8.9
1400000US25017327102,25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",23.6,2.1,25.8,2.1,14.3,5.4
1400000US25017327103,25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",23.7,3.9,25.0,3.6,19.7,6.8
1400000US25017328100,25017328100,"Census Tract 3281, Middlesex County, Massachusetts",25.2,2.3,26.3,1.6,14.1,3.1
1400000US25017330100,25017330100,"Census Tract 3301, Middlesex County, Massachusetts",25.4,2.1,27.1,2.2,15.8,5.6
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",26.7,2.2,27.6,2.5,19.8,8.3
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",21.8,2.5,21.9,3.0,21.5,5.4
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",23.3,2.8,26.8,2.3,13.2,1.9
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",24.7,2.2,27.3,2.8,9.7,3.0
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",21.3,2.7,22.9,2.7,12.9,4.4
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",23.2,2.5,25.5,2.5,15.9,3.4
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",23.3,2.2,24.6,2.8,15.4,6.7
1400000US25017332300,25017332300,"Census Tract 3323, Middlesex County, Massachusetts",23.2,2.0,27.9,6.2,16.2,3.8
1400000US25017332400,25017332400,"Census Tract 3324, Middlesex County, Massachusetts",21.8,3.9,25.4,4.4,14.2,5.8
1400000US25017333100,25017333100,"Census Tract 3331, Middlesex County, Massachusetts",23.7,2.7,26.6,3.6,14.7,3.0
1400000US25017333200,25017333200,"Census Tract 3332, Middlesex County, Massachusetts",26.0,2.8,28.0,2.4,15.9,4.5
1400000US25017333300,25017333300,"Census Tract 3333, Middlesex County, Massachusetts",23.8,2.9,24.1,3.8,22.9,5.4
1400000US25017333400,25017333400,"Census Tract 3334, Middlesex County, Massachusetts",24.9,3.5,30.4,3.3,15.2,2.7
1400000US25017333501,25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",24.2,2.4,27.4,2.8,16.2,6.0
1400000US25017333502,25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",26.4,3.4,26.8,3.6,24.9,12.5
1400000US25017333600,25017333600,"Census Tract 3336, Middlesex County, Massachusetts",26.1,3.4,28.6,4.6,12.9,2.9
1400000US25017334100,25017334100,"Census Tract 3341, Middlesex County, Massachusetts",22.8,1.8,24.3,2.1,16.7,2.9
1400000US25017334200,25017334200,"Census Tract 3342, Middlesex County, Massachusetts",23.3,2.9,24.7,3.2,17.0,7.3
1400000US25017334300,25017334300,"Census Tract 3343, Middlesex County, Massachusetts",21.8,1.9,23.9,2.0,16.2,3.1
1400000US25017334400,25017334400,"Census Tract 3344, Middlesex County, Massachusetts",24.2,2.7,26.5,5.8,16.7,3.8
1400000US25017335100,25017335100,"Census Tract 3351, Middlesex County, Massachusetts",22.2,2.1,24.8,2.5,12.6,2.3
1400000US25017335200,25017335200,"Census Tract 3352, Middlesex County, Massachusetts",22.5,3.2,25.2,3.7,17.7,4.4
1400000US25017335300,25017335300,"Census Tract 3353, Middlesex County, Massachusetts",24.0,2.0,24.8,2.4,16.5,8.8
1400000US25017335400,25017335400,"Census Tract 3354, Middlesex County, Massachusetts",22.9,2.6,25.1,2.4,16.0,4.4
1400000US25017336100,25017336100,"Census Tract 3361, Middlesex County, Massachusetts",23.0,4.2,26.4,2.6,12.0,2.7
1400000US25017336200,25017336200,"Census Tract 3362, Middlesex County, Massachusetts",22.2,2.2,24.0,2.2,16.9,3.5
1400000US25017336300,25017336300,"Census Tract 3363, Middlesex County, Massachusetts",22.2,2.2,24.1,2.1,14.8,3.4
1400000US25017336401,25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",25.1,4.0,26.7,5.7,18.2,10.5
1400000US25017336402,25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",23.5,3.3,24.8,4.5,17.5,4.7
1400000US25017337101,25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",25.5,3.0,27.7,2.3,13.3,5.2
1400000US25017337102,25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",26.1,2.6,27.5,2.7,17.8,3.0
1400000US25017337201,25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",24.8,2.6,25.8,3.5,20.0,5.9
1400000US25017337202,25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",22.8,1.9,24.9,2.8,15.5,4.7
1400000US25017337300,25017337300,"Census Tract 3373, Middlesex County, Massachusetts",29.3,4.8,32.3,5.3,17.3,4.7
1400000US25017338100,25017338100,"Census Tract 3381, Middlesex County, Massachusetts",22.3,3.2,23.5,4.4,20.0,4.5
1400000US25017338200,25017338200,"Census Tract 3382, Middlesex County, Massachusetts",24.1,2.3,23.4,2.0,26.3,5.6
1400000US25017338300,25017338300,"Census Tract 3383, Middlesex County, Massachusetts",20.0,2.6,23.0,3.1,13.2,2.0
1400000US25017338400,25017338400,"Census Tract 3384, Middlesex County, Massachusetts",19.6,2.0,23.6,3.6,14.3,2.4
1400000US25017338500,25017338500,"Census Tract 3385, Middlesex County, Massachusetts",20.7,2.5,22.7,3.1,16.6,3.6
1400000US25017339100,25017339100,"Census Tract 3391, Middlesex County, Massachusetts",23.0,2.9,24.7,3.4,19.5,4.8
1400000US25017339200,25017339200,"Census Tract 3392, Middlesex County, Massachusetts",23.5,1.8,24.7,2.8,19.4,5.2
1400000US25017339300,25017339300,"Census Tract 3393, Middlesex County, Massachusetts",24.5,11.4,40.3,7.3,14.8,3.3
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",28.6,6.3,29.4,17.4,22.4,10.6
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",22.2,2.5,24.1,2.5,17.1,3.7
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",31.3,4.2,30.9,4.9,32.0,11.6
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",29.3,3.9,33.2,2.3,20.9,4.3
1400000US25017339800,25017339800,"Census Tract 3398, Middlesex County, Massachusetts",28.6,5.3,30.8,4.3,19.8,8.1
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",23.9,3.6,27.8,7.1,14.8,4.9
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",26.8,6.4,31.4,5.3,17.9,2.1
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",26.4,3.5,29.0,3.5,18.0,8.2
1400000US25017341100,25017341100,"Census Tract 3411, Middlesex County, Massachusetts",24.6,2.4,26.6,1.7,15.1,3.3
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",31.8,5.7,37.9,4.2,14.8,4.1
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",26.5,3.5,29.6,7.7,25.4,3.6
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",38.5,3.0,44.5,7.3,12.3,5.5
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",33.0,3.0,33.9,3.5,17.6,11.8
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",26.4,4.4,32.9,5.9,17.4,9.6
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",30.0,3.7,32.6,3.2,15.0,3.8
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",25.7,5.0,33.2,4.2,16.3,5.3
1400000US25017341900,25017341900,"Census Tract 3419, Middlesex County, Massachusetts",29.6,5.5,32.9,4.7,13.7,7.7
1400000US25017342100,25017342100,"Census Tract 3421, Middlesex County, Massachusetts",29.0,2.8,29.6,7.0,27.7,7.0
1400000US25017342200,25017342200,"Census Tract 3422, Middlesex County, Massachusetts",24.8,4.6,34.7,9.3,10.5,3.0
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",28.8,3.5,34.0,7.7,26.5,7.7
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",34.6,13.6,47.7,15.4,23.8,14.5
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",28.5,6.7,33.5,9.9,16.6,5.0
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",28.4,5.4,31.9,5.5,21.4,4.0
1400000US25017350100,25017350100,"Census Tract 3501, Middlesex County, Massachusetts",30.9,3.2,33.2,2.0,14.8,4.4
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",28.1,3.4,30.1,4.4,20.8,9.1
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",27.6,7.2,28.6,7.2,21.3,14.1
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",24.1,5.3,27.9,8.6,14.0,8.4
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",26.3,17.4,19.8,17.8,28.1,33.4
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",22.0,2.3,22.7,2.0,9.0,18.8
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",26.5,3.5,27.4,4.2,24.2,5.1
1400000US25017350800,25017350800,"Census Tract 3508, Middlesex County, Massachusetts",32.7,11.4,40.0,15.5,16.8,13.5
1400000US25017350900,25017350900,"Census Tract 3509, Middlesex County, Massachusetts",23.2,5.4,27.7,5.9,15.3,3.5
1400000US25017351000,25017351000,"Census Tract 3510, Middlesex County, Massachusetts",22.4,4.3,25.1,4.0,16.9,4.5
1400000US25017351100,25017351100,"Census Tract 3511, Middlesex County, Massachusetts",23.2,5.6,26.6,7.1,16.3,8.5
1400000US25017351200,25017351200,"Census Tract 3512, Middlesex County, Massachusetts",25.1,3.5,28.0,3.4,16.6,6.1
1400000US25017351300,25017351300,"Census Tract 3513, Middlesex County, Massachusetts",21.3,3.5,23.8,6.6,15.3,3.3
1400000US25017351400,25017351400,"Census Tract 3514, Middlesex County, Massachusetts",29.6,6.0,38.4,11.1,16.0,8.3
1400000US25017351500,25017351500,"Census Tract 3515, Middlesex County, Massachusetts",28.1,2.8,31.5,4.4,22.6,5.7
1400000US25017352100,25017352100,"Census Tract 3521, Middlesex County, Massachusetts",23.0,7.5,27.0,6.8,13.5,7.7
1400000US25017352200,25017352200,"Census Tract 3522, Middlesex County, Massachusetts",26.4,9.9,26.4,19.0,27.5,16.2
1400000US25017352300,25017352300,"Census Tract 3523, Middlesex County, Massachusetts",21.7,9.4,32.5,9.2,10.3,3.3
1400000US25017352400,25017352400,"Census Tract 3524, Middlesex County, Massachusetts",30.1,9.1,30.1,9.1,-,**
1400000US25017352500,25017352500,"Census Tract 3525, Middlesex County, Massachusetts",21.2,2.5,20.6,2.5,26.0,14.8
1400000US25017352600,25017352600,"Census Tract 3526, Middlesex County, Massachusetts",21.8,5.1,24.2,13.6,15.9,15.5
1400000US25017352700,25017352700,"Census Tract 3527, Middlesex County, Massachusetts",28.8,6.3,24.0,7.2,30.9,4.1
1400000US25017352800,25017352800,"Census Tract 3528, Middlesex County, Massachusetts",29.8,9.1,30.3,13.0,14.1,39.8
1400000US25017352900,25017352900,"Census Tract 3529, Middlesex County, Massachusetts",17.6,1.8,21.0,6.1,14.3,8.7
1400000US25017353000,25017353000,"Census Tract 3530, Middlesex County, Massachusetts",22.4,3.1,23.9,3.1,15.2,9.6
1400000US25017353100,25017353100,"Census Tract 3531, Middlesex County, Massachusetts",30.5,7.5,50.0+,***,28.1,8.8
1400000US25017353200,25017353200,"Census Tract 3532, Middlesex County, Massachusetts",29.6,3.2,30.1,3.2,26.3,31.6
1400000US25017353300,25017353300,"Census Tract 3533, Middlesex County, Massachusetts",24.3,4.1,26.5,4.2,14.5,10.5
1400000US25017353400,25017353400,"Census Tract 3534, Middlesex County, Massachusetts",22.2,5.5,25.6,7.0,11.7,5.1
1400000US25017353500,25017353500,"Census Tract 3535, Middlesex County, Massachusetts",27.4,7.0,28.8,7.1,13.7,30.1
1400000US25017353600,25017353600,"Census Tract 3536, Middlesex County, Massachusetts",21.5,2.5,23.0,4.0,14.2,12.8
1400000US25017353700,25017353700,"Census Tract 3537, Middlesex County, Massachusetts",23.9,2.7,26.5,2.8,12.5,6.2
1400000US25017353800,25017353800,"Census Tract 3538, Middlesex County, Massachusetts",22.0,2.7,24.4,2.9,13.2,4.2
1400000US25017353900,25017353900,"Census Tract 3539, Middlesex County, Massachusetts",28.2,11.7,25.0,8.5,46.7,20.8
1400000US25017354000,25017354000,"Census Tract 3540, Middlesex County, Massachusetts",23.8,7.7,28.3,4.4,7.7,2.6
1400000US25017354100,25017354100,"Census Tract 3541, Middlesex County, Massachusetts",20.8,3.4,25.6,8.2,11.3,3.1
1400000US25017354200,25017354200,"Census Tract 3542, Middlesex County, Massachusetts",20.0,2.6,22.8,2.2,12.7,9.6
1400000US25017354300,25017354300,"Census Tract 3543, Middlesex County, Massachusetts",22.9,4.1,29.1,4.5,13.3,1.8
1400000US25017354400,25017354400,"Census Tract 3544, Middlesex County, Massachusetts",18.3,3.7,25.4,12.4,9.4,3.9
1400000US25017354500,25017354500,"Census Tract 3545, Middlesex County, Massachusetts",18.5,4.4,23.9,4.8,10.9,2.6
1400000US25017354600,25017354600,"Census Tract 3546, Middlesex County, Massachusetts",27.5,3.7,27.6,2.3,19.1,24.5
1400000US25017354700,25017354700,"Census Tract 3547, Middlesex County, Massachusetts",22.5,2.7,22.6,2.7,21.1,10.9
1400000US25017354800,25017354800,"Census Tract 3548, Middlesex County, Massachusetts",19.6,3.3,19.8,3.4,14.2,16.3
1400000US25017354900,25017354900,"Census Tract 3549, Middlesex County, Massachusetts",22.7,2.9,23.7,3.1,16.0,9.0
1400000US25017355000,25017355000,"Census Tract 3550, Middlesex County, Massachusetts",24.2,3.8,28.5,4.0,12.1,3.7
1400000US25017356100,25017356100,"Census Tract 3561, Middlesex County, Massachusetts",33.1,5.1,34.4,4.8,29.3,12.3
1400000US25017356200,25017356200,"Census Tract 3562, Middlesex County, Massachusetts",23.0,3.4,24.1,3.4,17.6,9.2
1400000US25017356300,25017356300,"Census Tract 3563, Middlesex County, Massachusetts",23.7,2.5,24.5,3.1,21.0,9.2
1400000US25017356400,25017356400,"Census Tract 3564, Middlesex County, Massachusetts",23.5,1.6,25.1,2.2,16.6,2.8
1400000US25017356500,25017356500,"Census Tract 3565, Middlesex County, Massachusetts",21.8,2.2,23.8,2.4,14.8,3.2
1400000US25017356601,25017356601,"Census Tract 3566.01, Middlesex County, Massachusetts",20.2,2.5,22.8,1.8,12.3,4.3
1400000US25017356602,25017356602,"Census Tract 3566.02, Middlesex County, Massachusetts",23.0,2.1,24.9,3.2,16.3,4.2
1400000US25017356700,25017356700,"Census Tract 3567, Middlesex County, Massachusetts",22.1,1.6,24.0,1.9,16.7,3.4
1400000US25017357100,25017357100,"Census Tract 3571, Middlesex County, Massachusetts",22.8,2.2,25.2,2.6,16.3,2.9
1400000US25017357200,25017357200,"Census Tract 3572, Middlesex County, Massachusetts",18.3,2.2,21.4,3.5,13.8,2.9
1400000US25017357300,25017357300,"Census Tract 3573, Middlesex County, Massachusetts",23.2,2.0,23.9,2.2,20.5,9.8
1400000US25017357400,25017357400,"Census Tract 3574, Middlesex County, Massachusetts",21.6,2.4,23.6,2.5,8.9,9.8
1400000US25017357500,25017357500,"Census Tract 3575, Middlesex County, Massachusetts",24.9,4.9,28.8,11.2,15.2,8.5
1400000US25017357600,25017357600,"Census Tract 3576, Middlesex County, Massachusetts",21.6,3.6,26.3,4.2,11.6,3.1
1400000US25017357700,25017357700,"Census Tract 3577, Middlesex County, Massachusetts",28.0,3.9,32.6,6.4,13.1,6.1
1400000US25017357800,25017357800,"Census Tract 3578, Middlesex County, Massachusetts",22.9,4.9,28.5,4.4,13.9,3.3
1400000US25017358100,25017358100,"Census Tract 3581, Middlesex County, Massachusetts",21.2,2.6,24.5,2.7,15.2,2.4
1400000US25017358300,25017358300,"Census Tract 3583, Middlesex County, Massachusetts",18.8,1.6,23.0,3.5,14.3,2.9
1400000US25017358400,25017358400,"Census Tract 3584, Middlesex County, Massachusetts",19.8,1.9,21.1,2.3,14.3,4.2
1400000US25017358500,25017358500,"Census Tract 3585, Middlesex County, Massachusetts",20.9,2.2,22.4,2.3,17.1,3.5
1400000US25017358600,25017358600,"Census Tract 3586, Middlesex County, Massachusetts",21.7,2.5,23.9,2.6,13.3,2.6
1400000US25017358700,25017358700,"Census Tract 3587, Middlesex County, Massachusetts",19.7,2.3,24.6,2.4,11.1,2.9
1400000US25017359100,25017359100,"Census Tract 3591, Middlesex County, Massachusetts",21.5,3.2,25.9,3.9,14.5,5.9
1400000US25017359300,25017359300,"Census Tract 3593, Middlesex County, Massachusetts",22.5,1.8,23.7,2.1,17.4,3.6
1400000US25017360100,25017360100,"Census Tract 3601, Middlesex County, Massachusetts",-,**,-,**,-,**
1400000US25017360200,25017360200,"Census Tract 3602, Middlesex County, Massachusetts",18.5,3.2,26.7,3.1,9.5,2.2
1400000US25017361100,25017361100,"Census Tract 3611, Middlesex County, Massachusetts",24.2,2.6,26.9,4.4,17.1,5.8
