GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied (dollars),Margin of Error; Owner occupied (dollars),Estimate; Renter occupied (dollars),Margin of Error; Renter occupied (dollars)
1400000US25025000302,25025000302,"Census Tract 3.02, Suffolk County, Massachusetts",84400,16046,72868,17004,106146,35092
1400000US25025000401,25025000401,"Census Tract 4.01, Suffolk County, Massachusetts",45155,7789,66740,24171,40920,11928
1400000US25025000402,25025000402,"Census Tract 4.02, Suffolk County, Massachusetts",79757,20844,85893,35103,64441,37793
1400000US25025000501,25025000501,"Census Tract 5.01, Suffolk County, Massachusetts",45821,4224,57730,17609,43321,7583
1400000US25025000502,25025000502,"Census Tract 5.02, Suffolk County, Massachusetts",53663,6053,81016,9513,48258,13938
1400000US25025000601,25025000601,"Census Tract 6.01, Suffolk County, Massachusetts",62198,6314,66071,9155,58935,8664
1400000US25025000602,25025000602,"Census Tract 6.02, Suffolk County, Massachusetts",36458,16301,53563,21271,25775,10759
1400000US25025000701,25025000701,"Census Tract 7.01, Suffolk County, Massachusetts",55773,11272,95667,35025,46583,13539
1400000US25025000702,25025000702,"Census Tract 7.02, Suffolk County, Massachusetts",41463,5038,72250,7990,38646,4371
1400000US25025000801,25025000801,"Census Tract 8.01, Suffolk County, Massachusetts",23171,4088,170357,174196,22805,3780
1400000US25025000802,25025000802,"Census Tract 8.02, Suffolk County, Massachusetts",40991,7533,68500,22904,37147,10546
1400000US25025010101,25025010101,"Census Tract 101.01, Suffolk County, Massachusetts",52222,19552,145112,64572,26840,18618
1400000US25025010102,25025010102,"Census Tract 101.02, Suffolk County, Massachusetts",19583,24199,83333,117700,16136,14225
1400000US25025010201,25025010201,"Census Tract 102.01, Suffolk County, Massachusetts",43957,3951,68864,26908,39842,7506
1400000US25025010202,25025010202,"Census Tract 102.02, Suffolk County, Massachusetts",36927,12212,54444,119842,34432,13176
1400000US25025010300,25025010300,"Census Tract 103, Suffolk County, Massachusetts",15956,5899,58083,9336,14848,5595
1400000US25025010401,25025010401,"Census Tract 104.01, Suffolk County, Massachusetts",28235,9290,58478,25543,24216,6269
1400000US25025010402,25025010402,"Census Tract 104.02, Suffolk County, Massachusetts",14722,3511,61944,44322,12976,2759
1400000US25025010500,25025010500,"Census Tract 105, Suffolk County, Massachusetts",39538,7831,"250,000+",***,36091,8496
1400000US25025010600,25025010600,"Census Tract 106, Suffolk County, Massachusetts",78523,27263,172400,68815,65332,10711
1400000US25025010700,25025010700,"Census Tract 107, Suffolk County, Massachusetts",87464,12306,146111,82865,76452,19941
