GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US25017320103,25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",2773,154,2459,204,14,21,0,12,247,133,0,12,9,10,44,49,0,12,44,49
1400000US25017320104,25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",7462,264,7243,277,71,84,0,17,31,40,0,17,23,36,94,77,19,29,75,85
1400000US25017321100,25017321100,"Census Tract 3211, Middlesex County, Massachusetts",7043,545,5514,505,187,176,0,17,429,224,0,17,153,120,760,444,112,93,648,452
1400000US25017321200,25017321200,"Census Tract 3212, Middlesex County, Massachusetts",6566,565,5463,510,59,87,27,41,173,156,0,17,55,70,789,535,0,17,789,535
1400000US25017321300,25017321300,"Census Tract 3213, Middlesex County, Massachusetts",7887,626,5986,537,189,116,5,11,197,155,0,17,112,135,1398,677,34,41,1364,677
1400000US25017321400,25017321400,"Census Tract 3214, Middlesex County, Massachusetts",3038,268,2583,281,52,48,0,12,211,126,0,12,37,41,155,157,5,10,150,157
1400000US25017321500,25017321500,"Census Tract 3215, Middlesex County, Massachusetts",7446,603,5946,652,63,55,0,17,51,46,0,17,374,293,1012,510,237,297,775,491
1400000US25017321600,25017321600,"Census Tract 3216, Middlesex County, Massachusetts",7161,538,5730,528,254,215,9,17,725,275,0,17,195,160,248,204,62,81,186,187
1400000US25017322100,25017322100,"Census Tract 3221, Middlesex County, Massachusetts",4764,255,4412,296,0,12,6,9,185,111,0,12,57,66,104,75,0,12,104,75
1400000US25017322200,25017322200,"Census Tract 3222, Middlesex County, Massachusetts",3885,241,3479,308,51,47,6,10,59,69,0,12,15,17,275,211,61,67,214,194
1400000US25017322300,25017322300,"Census Tract 3223, Middlesex County, Massachusetts",6128,373,5408,381,78,97,0,17,179,139,0,17,9,14,454,357,7,12,447,356
1400000US25017322400,25017322400,"Census Tract 3224, Middlesex County, Massachusetts",4687,257,4353,276,53,48,8,14,43,40,0,12,0,12,230,150,0,12,230,150
1400000US25017323100,25017323100,"Census Tract 3231, Middlesex County, Massachusetts",6841,23,6463,190,0,17,14,23,152,112,0,17,78,105,134,118,0,17,134,118
1400000US25017324101,25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",4633,217,4448,270,20,32,0,12,132,105,0,12,0,12,33,39,0,12,33,39
1400000US25017324102,25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",4524,215,3966,278,4,6,0,12,300,178,0,12,15,21,239,147,31,41,208,155
1400000US25017325100,25017325100,"Census Tract 3251, Middlesex County, Massachusetts",7716,21,6864,281,251,156,5,9,228,178,0,17,25,38,343,220,22,32,321,206
1400000US25017326101,25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",4084,200,3890,210,33,42,3,7,105,69,0,12,3,6,50,42,0,12,50,42
1400000US25017326102,25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",6913,203,6412,289,82,100,18,27,295,195,0,17,0,17,106,110,0,17,106,110
1400000US25017327101,25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",4026,263,3819,256,19,30,0,12,85,75,0,12,0,12,103,145,0,12,103,145
1400000US25017327102,25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",4188,274,4027,319,59,74,0,12,49,77,0,12,27,39,26,27,17,22,9,14
1400000US25017327103,25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",3568,243,3407,258,0,12,0,12,60,36,0,12,0,12,101,66,0,12,101,66
1400000US25017328100,25017328100,"Census Tract 3281, Middlesex County, Massachusetts",3299,19,3131,72,0,12,0,12,108,60,0,12,10,15,50,38,0,12,50,38
1400000US25017330100,25017330100,"Census Tract 3301, Middlesex County, Massachusetts",8112,353,7357,483,24,37,40,41,556,343,0,17,32,53,103,104,0,17,103,104
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",7137,357,6423,463,115,91,0,17,398,234,0,17,23,38,178,127,0,17,178,127
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",3413,246,3086,283,68,86,0,12,126,97,0,12,0,12,133,129,15,19,118,126
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",7062,320,6523,422,64,93,0,17,386,294,0,17,16,34,73,78,1,3,72,78
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",5235,321,4846,321,15,20,0,17,312,163,0,17,0,17,62,49,9,13,53,46
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",7197,300,6734,266,53,45,0,17,227,94,0,17,39,50,144,95,38,56,106,73
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",5992,353,5118,370,43,66,0,17,594,85,20,32,0,17,217,168,0,17,217,168
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",8409,391,6493,391,468,285,0,17,1448,400,0,17,0,17,0,17,0,17,0,17
1400000US25017332300,25017332300,"Census Tract 3323, Middlesex County, Massachusetts",6808,361,5239,384,336,270,0,17,991,245,0,17,32,46,210,151,69,110,141,104
1400000US25017332400,25017332400,"Census Tract 3324, Middlesex County, Massachusetts",3981,223,3287,228,86,89,0,12,520,235,0,12,11,17,77,70,32,48,45,41
1400000US25017333100,25017333100,"Census Tract 3331, Middlesex County, Massachusetts",8017,524,6631,501,629,580,0,17,567,187,0,17,142,220,48,53,0,17,48,53
1400000US25017333200,25017333200,"Census Tract 3332, Middlesex County, Massachusetts",5014,411,4754,439,147,155,0,17,18,29,0,17,63,66,32,46,32,46,0,17
1400000US25017333300,25017333300,"Census Tract 3333, Middlesex County, Massachusetts",4034,287,3359,301,251,194,0,12,183,92,0,12,90,88,151,119,0,12,151,119
1400000US25017333400,25017333400,"Census Tract 3334, Middlesex County, Massachusetts",6192,401,5473,408,117,112,0,17,405,98,0,17,100,108,97,92,15,23,82,90
1400000US25017333501,25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",5098,339,4651,393,49,51,8,14,167,116,0,17,101,118,122,119,0,17,122,119
1400000US25017333502,25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",3329,248,3078,260,94,93,0,12,12,13,0,12,114,77,31,30,31,30,0,12
1400000US25017333600,25017333600,"Census Tract 3336, Middlesex County, Massachusetts",7142,635,5346,662,549,435,0,17,1154,296,0,17,0,17,93,88,12,21,81,82
1400000US25017334100,25017334100,"Census Tract 3341, Middlesex County, Massachusetts",7078,355,6525,447,106,88,23,38,271,181,0,17,58,97,95,88,14,22,81,85
1400000US25017334200,25017334200,"Census Tract 3342, Middlesex County, Massachusetts",3883,270,3582,295,0,12,0,12,236,159,0,12,51,61,14,19,0,12,14,19
1400000US25017334300,25017334300,"Census Tract 3343, Middlesex County, Massachusetts",7779,254,7438,335,107,167,0,17,166,142,0,17,5,10,63,74,0,17,63,74
1400000US25017334400,25017334400,"Census Tract 3344, Middlesex County, Massachusetts",6436,362,5907,360,66,84,0,17,406,85,0,17,0,17,57,50,20,30,37,41
1400000US25017335100,25017335100,"Census Tract 3351, Middlesex County, Massachusetts",5595,327,5370,339,41,50,0,17,145,176,0,17,0,17,39,42,15,25,24,35
1400000US25017335200,25017335200,"Census Tract 3352, Middlesex County, Massachusetts",6046,392,5704,412,0,17,0,17,186,146,0,17,143,169,13,22,13,22,0,17
1400000US25017335301,25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",4166,378,3707,401,61,51,0,12,325,305,0,12,0,12,73,68,0,12,73,68
1400000US25017335302,25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",5149,319,4962,318,14,22,17,26,74,101,0,12,0,12,82,88,0,12,82,88
1400000US25017335400,25017335400,"Census Tract 3354, Middlesex County, Massachusetts",4879,320,4652,338,39,56,0,12,72,50,0,12,64,71,52,33,0,12,52,33
1400000US25017336100,25017336100,"Census Tract 3361, Middlesex County, Massachusetts",5578,361,4926,396,406,292,0,17,217,145,0,17,0,17,29,28,0,17,29,28
1400000US25017336200,25017336200,"Census Tract 3362, Middlesex County, Massachusetts",6068,337,5930,353,17,23,4,8,54,48,0,17,35,56,28,30,0,17,28,30
1400000US25017336300,25017336300,"Census Tract 3363, Middlesex County, Massachusetts",6671,281,6117,326,49,48,0,17,390,245,0,17,0,17,115,106,0,17,115,106
1400000US25017336401,25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",4282,304,3757,305,100,98,0,12,308,136,0,12,0,12,117,76,0,12,117,76
1400000US25017336402,25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",4910,446,4576,482,151,166,0,12,166,114,0,12,17,27,0,12,0,12,0,12
1400000US25017337101,25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",3317,166,3046,221,76,77,0,12,156,149,0,12,14,25,25,33,6,10,19,30
1400000US25017337102,25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",4889,202,4641,264,85,113,0,17,140,96,0,17,9,14,14,15,0,17,14,15
1400000US25017337201,25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",3059,192,2821,234,13,17,6,9,94,122,0,12,42,70,83,75,9,16,74,74
1400000US25017337202,25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",4912,241,4850,251,30,34,0,12,0,12,0,12,0,12,32,53,0,12,32,53
1400000US25017337300,25017337300,"Census Tract 3373, Middlesex County, Massachusetts",5434,260,4804,338,111,148,0,17,313,197,0,17,119,134,87,125,87,125,0,17
1400000US25017338100,25017338100,"Census Tract 3381, Middlesex County, Massachusetts",3032,183,2246,199,36,59,6,12,670,210,0,12,0,12,74,58,10,16,64,49
1400000US25017338200,25017338200,"Census Tract 3382, Middlesex County, Massachusetts",3982,235,3055,216,44,38,0,12,809,194,0,12,15,18,59,46,0,12,59,46
1400000US25017338300,25017338300,"Census Tract 3383, Middlesex County, Massachusetts",3127,182,2898,196,26,37,0,12,188,108,0,12,1,3,14,21,0,12,14,21
1400000US25017338400,25017338400,"Census Tract 3384, Middlesex County, Massachusetts",5734,229,5065,242,41,63,0,17,581,77,9,15,7,12,31,50,0,17,31,50
1400000US25017338500,25017338500,"Census Tract 3385, Middlesex County, Massachusetts",5988,256,5539,261,24,38,0,17,296,175,0,17,38,44,91,66,17,19,74,61
1400000US25017339100,25017339100,"Census Tract 3391, Middlesex County, Massachusetts",6067,461,5516,475,163,136,0,17,200,131,0,17,52,57,136,111,17,26,119,105
1400000US25017339200,25017339200,"Census Tract 3392, Middlesex County, Massachusetts",5532,323,5245,301,5,11,0,17,48,45,17,28,28,33,189,199,0,17,189,199
1400000US25017339300,25017339300,"Census Tract 3393, Middlesex County, Massachusetts",2951,316,1776,294,912,196,0,12,108,94,0,12,80,99,75,52,0,12,75,52
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",3228,255,2803,294,101,70,0,12,168,90,0,12,134,127,22,24,12,18,10,16
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",5800,561,4412,393,556,284,0,17,628,386,0,17,23,27,181,112,20,23,161,106
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",5580,436,4293,443,880,450,0,17,317,176,0,17,0,17,90,97,66,109,24,39
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",4217,326,3159,303,526,101,0,12,348,91,0,12,66,61,118,76,0,12,118,76
1400000US25017339801,25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",4763,382,3287,363,335,259,31,40,895,229,0,12,15,23,200,249,0,12,200,249
1400000US25017339802,25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",4201,274,2874,311,540,193,68,91,473,112,0,12,12,19,234,147,13,21,221,145
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",5228,504,4522,555,445,139,0,17,182,169,0,17,11,20,68,68,10,20,58,62
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",2642,265,1984,274,145,108,12,16,310,167,0,12,0,12,191,153,0,12,191,153
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",6772,503,5376,625,610,318,0,17,563,160,0,17,62,42,161,116,64,80,97,86
1400000US25017341101,25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",3489,346,1988,223,111,73,26,40,1202,297,0,12,104,112,58,53,0,12,58,53
1400000US25017341102,25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",4577,506,2534,458,405,185,0,12,1372,491,0,12,24,27,242,219,125,189,117,108
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",7535,692,3712,650,609,177,0,17,2675,565,0,17,281,353,258,218,15,23,243,216
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",5518,509,2380,438,371,112,0,17,2426,414,0,17,56,72,285,192,54,89,231,187
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",5936,656,3417,485,1112,451,0,17,1134,307,0,17,184,211,89,98,6,12,83,92
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",5762,469,2348,407,1575,546,0,17,1010,316,0,17,265,150,564,287,139,101,425,284
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",6523,490,4102,541,693,427,0,17,1305,284,0,17,242,187,181,134,17,27,164,132
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",4959,421,3056,533,684,217,87,91,774,494,0,17,79,111,279,306,0,17,279,306
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",6414,477,3874,522,916,411,0,17,1146,242,0,17,65,68,413,220,0,17,413,220
1400000US25017341901,25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",1520,230,1217,288,136,100,0,12,146,122,0,12,0,12,21,20,0,12,21,20
1400000US25017341902,25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",8076,554,5129,654,1356,525,30,31,1148,356,0,17,159,143,254,151,51,73,203,132
1400000US25017342101,25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",4515,465,2947,526,650,269,0,12,251,221,0,12,414,304,253,226,21,35,232,226
1400000US25017342102,25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",3685,393,2855,447,415,187,27,32,114,105,0,12,115,154,159,129,34,53,125,101
1400000US25017342201,25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",4879,454,3390,639,577,179,0,12,157,222,0,12,319,268,436,233,124,132,312,198
1400000US25017342202,25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",4238,492,3013,539,731,603,6,12,126,85,0,12,27,44,335,411,43,77,292,400
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",7310,626,4361,588,1376,573,0,17,601,397,0,17,458,309,514,334,34,35,480,331
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",6803,744,4207,677,1549,452,44,63,279,216,0,17,266,227,458,335,155,128,303,315
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",6848,658,4960,657,1191,578,0,17,62,54,0,17,427,459,208,145,12,18,196,145
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",4480,431,2488,446,723,230,0,12,120,85,0,12,785,362,364,204,84,75,280,185
1400000US25017350103,25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",1313,177,1128,154,151,191,8,15,26,37,0,12,0,12,0,12,0,12,0,12
1400000US25017350104,25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",7528,763,3734,571,2214,879,129,204,821,454,0,17,249,182,381,227,149,165,232,153
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",6082,557,4735,452,480,328,0,17,499,314,0,17,146,119,222,198,0,17,222,198
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",2492,246,1954,238,197,190,6,10,204,162,0,12,50,52,81,63,0,12,81,63
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",5455,380,4893,348,173,157,0,17,173,107,0,17,136,130,80,55,27,32,53,43
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",1536,146,1362,147,30,26,3,5,82,37,0,12,0,12,59,43,0,12,59,43
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",4765,596,3807,544,109,46,0,12,658,244,8,16,66,60,117,57,4,8,113,56
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",6841,523,4997,474,873,437,0,17,441,174,0,17,236,303,294,218,11,17,283,217
