GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US25017310601,25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts",6304,512,5492,548,3736,520,472,414,0,17,1092,433,0,17,3,35,189,184,171,179,18,28,812,219,373,296,0,17,0,17,0,17,0,17,307,299,132,117,30,48,102,106
1400000US25017310602,25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",5504,598,4560,500,3741,457,102,77,14,22,656,251,8,19,16,25,23,31,6,13,17,28,944,413,209,140,0,17,0,17,0,17,0,17,688,441,47,48,47,48,0,17
1400000US25017310700,25017310700,"Census Tract 3107, Middlesex County, Massachusetts",4812,489,3835,421,1950,362,298,254,0,17,1488,291,0,17,11,17,88,75,7,12,81,73,977,429,273,197,19,30,33,58,0,17,0,17,631,368,21,32,15,29,6,12
1400000US25017311100,25017311100,"Census Tract 3111, Middlesex County, Massachusetts",2501,286,1755,279,673,179,114,85,0,12,874,204,0,12,43,65,51,35,0,12,51,35,746,251,277,132,10,16,0,12,0,12,0,12,429,223,30,31,30,31,0,12
1400000US25017311200,25017311200,"Census Tract 3112, Middlesex County, Massachusetts",3427,439,2770,502,769,202,478,334,0,12,1468,463,0,12,0,12,55,78,0,12,55,78,657,276,245,211,13,20,0,12,42,67,8,12,349,191,0,12,0,12,0,12
1400000US25017311300,25017311300,"Census Tract 3113, Middlesex County, Massachusetts",3788,323,3382,335,1514,237,265,129,22,35,1527,260,0,12,0,12,54,53,0,12,54,53,406,191,266,167,9,16,0,12,0,12,0,12,131,130,0,12,0,12,0,12
1400000US25017311400,25017311400,"Census Tract 3114, Middlesex County, Massachusetts",6314,639,5659,608,2595,472,1007,554,1,2,1804,703,0,17,151,151,101,93,63,71,38,62,655,322,160,119,0,17,52,86,0,17,0,17,443,368,0,17,0,17,0,17
1400000US25017311500,25017311500,"Census Tract 3115, Middlesex County, Massachusetts",3384,295,2909,425,1118,255,153,112,0,12,1582,331,0,12,0,12,56,43,10,17,46,46,475,412,14,23,0,12,0,12,11,20,0,12,450,418,0,12,0,12,0,12
1400000US25017311600,25017311600,"Census Tract 3116, Middlesex County, Massachusetts",5278,396,4635,360,3026,270,274,157,38,58,1206,317,0,17,18,22,73,53,16,30,57,42,643,278,194,149,0,17,47,72,51,65,0,17,351,226,0,17,0,17,0,17
1400000US25017311700,25017311700,"Census Tract 3117, Middlesex County, Massachusetts",4906,392,4198,430,1682,328,104,91,25,29,2140,468,0,12,179,195,68,53,11,17,57,50,708,277,254,161,21,32,32,57,0,12,0,12,372,246,29,45,0,12,29,45
1400000US25017311800,25017311800,"Census Tract 3118, Middlesex County, Massachusetts",3282,407,2777,381,1108,260,64,50,0,12,1478,438,0,12,0,12,127,118,91,103,36,48,505,257,242,147,16,26,0,12,0,12,0,12,196,195,51,68,10,17,41,66
1400000US25017311900,25017311900,"Census Tract 3119, Middlesex County, Massachusetts",2286,250,1760,251,1183,212,257,159,0,12,266,170,0,12,1,3,53,37,9,15,44,40,526,215,323,210,4,9,0,12,8,13,0,12,191,64,0,12,0,12,0,12
1400000US25017312000,25017312000,"Census Tract 3120, Middlesex County, Massachusetts",3021,308,2252,235,1156,266,179,128,0,12,559,242,0,12,340,199,18,24,0,12,18,24,769,189,237,126,6,10,28,29,0,12,0,12,476,184,22,25,9,16,13,20
1400000US25017312100,25017312100,"Census Tract 3121, Middlesex County, Massachusetts",2728,404,1993,304,1084,172,152,111,0,12,633,277,0,12,36,48,88,79,0,12,88,79,735,252,234,197,0,12,0,12,0,12,0,12,358,208,143,157,36,64,107,133
1400000US25017312200,25017312200,"Census Tract 3122, Middlesex County, Massachusetts",4536,456,3866,455,2058,320,615,416,0,12,825,340,5,8,248,288,115,85,74,68,41,51,670,176,198,113,0,12,0,12,0,12,0,12,303,103,169,129,94,106,75,75
1400000US25017312300,25017312300,"Census Tract 3123, Middlesex County, Massachusetts",4862,515,4382,634,3186,475,7,14,0,17,893,576,0,17,170,272,126,118,79,84,47,49,480,283,258,210,0,17,0,17,0,17,0,17,150,131,72,92,71,91,1,10
1400000US25017312400,25017312400,"Census Tract 3124, Middlesex County, Massachusetts",2613,341,1474,312,875,236,253,179,0,12,213,155,0,12,83,92,50,33,0,12,50,33,1139,281,499,244,7,10,0,12,0,12,0,12,584,261,49,46,31,35,18,30
1400000US25017312501,25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",4094,348,3710,360,3362,338,122,123,30,53,131,57,0,12,0,12,65,80,0,12,65,80,384,167,145,84,0,12,0,12,0,12,0,12,195,154,44,56,0,12,44,56
1400000US25017312502,25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",3764,354,3634,367,3137,349,114,104,0,12,287,149,0,12,0,12,96,83,0,12,96,83,130,78,69,53,21,23,0,12,0,12,0,12,31,51,9,15,0,12,9,15
1400000US25017313101,25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",5845,194,5656,247,5116,240,30,49,0,17,441,139,0,17,0,17,69,69,0,17,69,69,189,143,178,132,0,17,0,17,0,17,0,17,11,17,0,17,0,17,0,17
1400000US25017313102,25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",6022,193,5881,247,5518,287,32,51,26,43,209,186,0,17,0,17,96,97,0,17,96,97,141,138,44,71,0,17,0,17,0,17,0,17,0,17,97,115,0,17,97,115
1400000US25017314101,25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",5806,369,5718,367,5066,478,92,86,15,23,384,304,0,17,0,17,161,185,0,17,161,185,88,75,71,70,0,17,0,17,0,17,0,17,17,27,0,17,0,17,0,17
1400000US25017314102,25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",7362,481,6940,521,5980,438,128,123,0,17,639,290,0,17,18,28,175,187,0,17,175,187,422,198,186,87,0,17,0,17,16,26,0,17,125,116,95,110,95,110,0,17
1400000US25017314200,25017314200,"Census Tract 3142, Middlesex County, Massachusetts",5594,462,5408,430,5279,417,117,180,0,17,0,17,0,17,0,17,12,21,0,17,12,21,186,128,117,93,32,48,0,17,0,17,0,17,37,44,0,17,0,17,0,17
1400000US25017314301,25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",8508,364,7847,607,7076,640,436,344,0,17,322,82,0,17,0,17,13,21,0,17,13,21,661,530,344,364,0,17,0,17,0,17,0,17,317,202,0,17,0,17,0,17
1400000US25017314302,25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",3080,155,2860,194,2633,228,72,66,5,8,150,117,0,12,0,12,0,12,0,12,0,12,220,155,95,80,0,12,0,12,0,12,0,12,45,49,80,114,80,114,0,12
1400000US25017315100,25017315100,"Census Tract 3151, Middlesex County, Massachusetts",6267,314,6030,342,5595,341,120,117,0,17,206,123,0,17,0,17,109,129,0,17,109,129,237,121,220,115,0,17,0,17,0,17,0,17,17,29,0,17,0,17,0,17
1400000US25017315200,25017315200,"Census Tract 3152, Middlesex County, Massachusetts",7646,330,7578,329,6845,554,334,419,37,39,220,159,0,17,0,17,142,107,1,2,141,106,68,50,61,48,0,17,0,17,0,17,0,17,7,16,0,17,0,17,0,17
1400000US25017315401,25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",3734,246,3654,254,3297,230,38,48,10,21,180,121,0,12,0,12,129,92,19,27,110,90,80,90,80,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017315402,25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",2927,173,2847,169,2742,186,37,41,25,33,36,38,0,12,0,12,7,12,0,12,7,12,80,63,76,60,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12
1400000US25017315403,25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",1645,147,1634,147,1591,150,5,9,0,12,25,42,0,12,13,19,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12
1400000US25017315500,25017315500,"Census Tract 3155, Middlesex County, Massachusetts",7499,415,7454,413,7286,416,0,17,0,17,77,66,0,17,50,84,41,46,0,17,41,46,45,76,45,76,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017316101,25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",4866,274,4640,303,4452,283,27,32,0,17,131,121,0,17,5,8,25,27,15,25,10,12,226,172,145,124,0,17,0,17,0,17,0,17,81,121,0,17,0,17,0,17
1400000US25017316102,25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",6953,448,6828,429,6619,466,0,17,0,17,138,160,0,17,13,22,58,92,58,92,0,17,125,130,125,130,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017316201,25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",4150,218,4114,211,3971,221,26,40,0,12,79,81,0,12,34,51,4,7,0,12,4,7,36,55,36,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017316202,25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",4434,239,4353,244,3800,238,92,97,0,12,442,102,0,12,0,12,19,21,0,12,19,21,81,49,52,43,0,12,0,12,0,12,0,12,14,16,15,23,15,23,0,12
1400000US25017316300,25017316300,"Census Tract 3163, Middlesex County, Massachusetts",8093,512,8077,515,6997,616,234,186,0,17,657,288,0,17,51,78,138,130,100,122,38,42,16,25,16,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017316400,25017316400,"Census Tract 3164, Middlesex County, Massachusetts",6403,453,5962,395,5317,342,205,108,0,17,267,93,0,17,0,17,173,129,18,28,155,121,441,167,184,84,36,44,0,17,0,17,0,17,176,145,45,62,0,17,45,62
1400000US25017316500,25017316500,"Census Tract 3165, Middlesex County, Massachusetts",6547,412,6292,445,5847,470,90,119,12,21,264,144,0,17,14,21,65,54,23,34,42,42,255,196,147,158,0,17,0,17,0,17,0,17,4,8,104,128,104,128,0,17
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",6081,343,5769,374,5253,358,0,17,79,62,401,343,0,17,0,17,36,49,24,40,12,21,312,207,291,198,0,17,0,17,0,17,0,17,21,31,0,17,0,17,0,17
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",4434,225,4188,241,3594,250,0,12,0,12,503,105,0,12,65,86,26,27,0,12,26,27,246,146,192,140,0,12,0,12,0,12,0,12,24,37,30,45,10,15,20,30
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",5104,267,5096,270,4708,272,17,21,0,12,286,73,0,12,0,12,85,54,33,41,52,42,8,14,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,8,14
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",2754,136,2717,139,2526,175,0,12,0,12,191,124,0,12,0,12,0,12,0,12,0,12,37,45,37,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",3617,165,3550,180,3284,197,64,93,0,12,201,92,0,12,0,12,1,6,0,12,1,6,67,53,43,41,0,12,0,12,0,12,0,12,24,36,0,12,0,12,0,12
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",4217,177,4186,179,3699,223,11,16,0,12,438,159,0,12,9,14,29,26,12,18,17,19,31,28,31,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017317301,25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",2823,293,2635,257,2224,256,9,14,0,12,324,66,0,12,74,118,4,9,4,9,0,12,188,143,150,131,1,6,0,12,0,12,0,12,37,37,0,12,0,12,0,12
1400000US25017317302,25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",5465,298,5406,294,4858,265,50,70,0,17,454,318,0,17,0,17,44,49,0,17,44,49,59,53,59,53,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017318100,25017318100,"Census Tract 3181, Middlesex County, Massachusetts",6745,305,6642,290,5249,242,0,17,0,17,1184,195,0,17,66,93,143,116,0,17,143,116,103,115,103,115,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017318200,25017318200,"Census Tract 3182, Middlesex County, Massachusetts",4013,255,3814,286,3213,261,27,32,0,12,534,149,0,12,0,12,40,31,0,12,40,31,199,133,120,100,0,12,0,12,0,12,0,12,70,78,9,15,0,12,9,15
1400000US25017318300,25017318300,"Census Tract 3183, Middlesex County, Massachusetts",8000,264,7836,300,6590,353,18,30,0,17,1028,246,0,17,0,17,200,140,0,17,200,140,164,107,164,107,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017318400,25017318400,"Census Tract 3184, Middlesex County, Massachusetts",4096,188,3957,228,3221,221,83,115,0,12,632,158,0,12,7,10,14,26,0,12,14,26,139,100,104,83,0,12,0,12,0,12,0,12,35,56,0,12,0,12,0,12
1400000US25017320102,25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",5369,231,5265,236,4612,304,29,35,0,17,511,232,0,17,19,25,94,69,15,30,79,59,104,74,104,74,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017320103,25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",2773,154,2731,163,2422,210,14,21,0,12,247,133,0,12,6,9,42,48,0,12,42,48,42,43,37,43,0,12,0,12,0,12,0,12,3,6,2,6,0,12,2,6
1400000US25017320104,25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",7462,264,7352,276,7160,287,71,84,0,17,31,40,0,17,0,17,90,76,19,29,71,85,110,112,83,100,0,17,0,17,0,17,0,17,23,36,4,7,0,17,4,7
1400000US25017321100,25017321100,"Census Tract 3211, Middlesex County, Massachusetts",7043,545,6573,541,5285,481,158,174,0,17,429,224,0,17,22,27,679,420,112,93,567,429,470,154,229,145,29,40,0,17,0,17,0,17,131,117,81,76,0,17,81,76
1400000US25017321200,25017321200,"Census Tract 3212, Middlesex County, Massachusetts",6566,565,5705,480,5084,500,59,87,27,41,173,156,0,17,0,17,362,243,0,17,362,243,861,609,379,332,0,17,0,17,0,17,0,17,55,70,427,422,0,17,427,422
1400000US25017321300,25017321300,"Census Tract 3213, Middlesex County, Massachusetts",7887,626,5749,505,5095,431,156,104,5,11,197,155,0,17,0,17,296,249,20,34,276,248,2138,833,891,441,33,51,0,17,0,17,0,17,112,135,1102,703,14,24,1088,701
1400000US25017321400,25017321400,"Census Tract 3214, Middlesex County, Massachusetts",3038,268,2761,338,2442,292,52,48,0,12,211,126,0,12,8,13,48,52,5,10,43,51,277,208,141,160,0,12,0,12,0,12,0,12,29,40,107,143,0,12,107,143
1400000US25017321500,25017321500,"Census Tract 3215, Middlesex County, Massachusetts",7446,603,6640,587,5741,565,63,55,0,17,33,44,0,17,15,24,788,492,14,24,774,490,806,510,205,252,0,17,0,17,18,19,0,17,359,292,224,299,223,299,1,3
1400000US25017321600,25017321600,"Census Tract 3216, Middlesex County, Massachusetts",7161,538,6721,499,5427,476,254,215,9,17,725,275,0,17,58,92,248,204,62,81,186,187,440,265,303,315,0,17,0,17,0,17,0,17,137,140,0,17,0,17,0,17
1400000US25017322100,25017322100,"Census Tract 3221, Middlesex County, Massachusetts",4764,255,4686,263,4342,300,0,12,6,9,185,111,0,12,49,66,104,75,0,12,104,75,78,42,70,42,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12
1400000US25017322200,25017322200,"Census Tract 3222, Middlesex County, Massachusetts",3885,241,3822,240,3447,307,51,47,6,10,59,69,0,12,8,14,251,209,37,55,214,194,63,51,32,25,0,12,0,12,0,12,0,12,7,11,24,38,24,38,0,12
1400000US25017322300,25017322300,"Census Tract 3223, Middlesex County, Massachusetts",6128,373,5755,378,5239,383,78,97,0,17,179,139,0,17,9,14,250,281,7,12,243,281,373,249,169,153,0,17,0,17,0,17,0,17,0,17,204,226,0,17,204,226
1400000US25017322400,25017322400,"Census Tract 3224, Middlesex County, Massachusetts",4687,257,4493,242,4198,271,53,48,8,14,43,40,0,12,0,12,191,142,0,12,191,142,194,187,155,137,0,12,0,12,0,12,0,12,0,12,39,60,0,12,39,60
1400000US25017323100,25017323100,"Census Tract 3231, Middlesex County, Massachusetts",6841,23,6609,163,6308,231,0,17,0,17,152,112,0,17,15,24,134,118,0,17,134,118,232,164,155,127,0,17,14,23,0,17,0,17,63,99,0,17,0,17,0,17
1400000US25017324101,25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",4633,217,4623,218,4438,270,20,32,0,12,132,105,0,12,0,12,33,39,0,12,33,39,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017324102,25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",4524,215,4437,243,3880,286,4,6,0,12,300,178,0,12,15,21,238,147,31,41,207,155,87,89,86,90,0,12,0,12,0,12,0,12,0,12,1,3,0,12,1,3
1400000US25017325100,25017325100,"Census Tract 3251, Middlesex County, Massachusetts",7716,21,7292,222,6512,353,216,123,5,9,228,178,0,17,21,37,310,196,0,17,310,196,424,225,352,213,35,55,0,17,0,17,0,17,4,9,33,54,22,32,11,25
1400000US25017326101,25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",4084,200,4038,209,3866,215,26,40,3,7,105,69,0,12,3,6,35,33,0,12,35,33,46,50,24,37,7,12,0,12,0,12,0,12,0,12,15,25,0,12,15,25
1400000US25017326102,25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",6913,203,6770,232,6312,291,82,100,18,27,295,195,0,17,0,17,63,94,0,17,63,94,143,82,100,70,0,17,0,17,0,17,0,17,0,17,43,60,0,17,43,60
1400000US25017327101,25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",4026,263,3947,240,3740,231,19,30,0,12,85,75,0,12,0,12,103,145,0,12,103,145,79,96,79,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017327102,25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",4188,274,3957,308,3811,342,59,74,0,12,49,77,0,12,23,38,15,18,6,10,9,14,231,150,216,146,0,12,0,12,0,12,0,12,4,9,11,19,11,19,0,12
1400000US25017327103,25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",3568,243,3529,245,3368,260,0,12,0,12,60,36,0,12,0,12,101,66,0,12,101,66,39,38,39,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017328100,25017328100,"Census Tract 3281, Middlesex County, Massachusetts",3299,19,3290,18,3122,70,0,12,0,12,108,60,0,12,10,15,50,38,0,12,50,38,9,10,9,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017330100,25017330100,"Census Tract 3301, Middlesex County, Massachusetts",8112,353,8008,366,7300,473,24,37,40,41,556,343,0,17,0,17,88,99,0,17,88,99,104,69,57,51,0,17,0,17,0,17,0,17,32,53,15,26,0,17,15,26
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",7137,357,6983,362,6339,477,102,88,0,17,398,234,0,17,0,17,144,105,0,17,144,105,154,123,84,85,13,21,0,17,0,17,0,17,23,38,34,56,0,17,34,56
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",3413,246,3362,246,3050,280,68,86,0,12,126,97,0,12,0,12,118,126,0,12,118,126,51,51,36,41,0,12,0,12,0,12,0,12,0,12,15,19,15,19,0,12
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",7062,320,7001,326,6478,427,64,93,0,17,386,294,0,17,0,17,73,78,1,3,72,78,61,62,45,50,0,17,0,17,0,17,0,17,16,34,0,17,0,17,0,17
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",5235,321,5175,323,4786,329,15,20,0,17,312,163,0,17,0,17,62,49,9,13,53,46,60,51,60,51,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",7197,300,6975,302,6603,272,39,40,0,17,227,94,0,17,0,17,106,73,0,17,106,73,222,131,131,87,14,21,0,17,0,17,0,17,39,50,38,56,38,56,0,17
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",5992,353,5939,358,5065,365,43,66,0,17,594,85,20,32,0,17,217,168,0,17,217,168,53,70,53,70,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",8409,391,8060,432,6144,369,468,285,0,17,1448,400,0,17,0,17,0,17,0,17,0,17,349,312,349,312,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017332300,25017332300,"Census Tract 3323, Middlesex County, Massachusetts",6808,361,6764,365,5227,382,336,270,0,17,991,245,0,17,0,17,210,151,69,110,141,104,44,51,12,20,0,17,0,17,0,17,0,17,32,46,0,17,0,17,0,17
1400000US25017332400,25017332400,"Census Tract 3324, Middlesex County, Massachusetts",3981,223,3928,217,3234,225,86,89,0,12,520,235,0,12,11,17,77,70,32,48,45,41,53,55,53,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017333100,25017333100,"Census Tract 3331, Middlesex County, Massachusetts",8017,524,7663,596,6419,550,629,580,0,17,567,187,0,17,0,17,48,53,0,17,48,53,354,399,212,204,0,17,0,17,0,17,0,17,142,220,0,17,0,17,0,17
1400000US25017333200,25017333200,"Census Tract 3332, Middlesex County, Massachusetts",5014,411,4714,499,4454,501,147,155,0,17,18,29,0,17,63,66,32,46,32,46,0,17,300,328,300,328,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
