GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US25017333300,25017333300,"Census Tract 3333, Middlesex County, Massachusetts",4034,287,3800,288,3238,299,211,180,0,12,183,92,0,12,17,19,151,119,0,12,151,119,234,159,121,109,40,68,0,12,0,12,0,12,73,85,0,12,0,12,0,12
1400000US25017333400,25017333400,"Census Tract 3334, Middlesex County, Massachusetts",6192,401,5984,375,5402,399,117,112,0,17,405,98,0,17,0,17,60,72,15,23,45,69,208,115,71,61,0,17,0,17,0,17,0,17,100,108,37,59,0,17,37,59
1400000US25017333501,25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",5098,339,4987,366,4616,395,49,51,8,14,167,116,0,17,25,32,122,119,0,17,122,119,111,122,35,44,0,17,0,17,0,17,0,17,76,115,0,17,0,17,0,17
1400000US25017333502,25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",3329,248,3082,278,2928,286,94,93,0,12,12,13,0,12,32,41,16,17,16,17,0,12,247,163,150,138,0,12,0,12,0,12,0,12,82,66,15,24,15,24,0,12
1400000US25017333600,25017333600,"Census Tract 3336, Middlesex County, Massachusetts",7142,635,6940,637,5144,683,549,435,0,17,1154,296,0,17,0,17,93,88,12,21,81,82,202,156,202,156,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017334100,25017334100,"Census Tract 3341, Middlesex County, Massachusetts",7078,355,6677,320,6205,368,106,88,0,17,271,181,0,17,0,17,95,88,14,22,81,85,401,273,320,286,0,17,23,38,0,17,0,17,58,97,0,17,0,17,0,17
1400000US25017334200,25017334200,"Census Tract 3342, Middlesex County, Massachusetts",3883,270,3765,260,3521,290,0,12,0,12,236,159,0,12,0,12,8,14,0,12,8,14,118,79,61,38,0,12,0,12,0,12,0,12,51,61,6,13,0,12,6,13
1400000US25017334300,25017334300,"Census Tract 3343, Middlesex County, Massachusetts",7779,254,7702,260,7366,341,107,167,0,17,166,142,0,17,0,17,63,74,0,17,63,74,77,88,72,87,0,17,0,17,0,17,0,17,5,10,0,17,0,17,0,17
1400000US25017334400,25017334400,"Census Tract 3344, Middlesex County, Massachusetts",6436,362,6322,372,5813,368,66,84,0,17,406,85,0,17,0,17,37,41,0,17,37,41,114,82,94,65,0,17,0,17,0,17,0,17,0,17,20,30,20,30,0,17
1400000US25017335100,25017335100,"Census Tract 3351, Middlesex County, Massachusetts",5595,327,5525,334,5315,343,41,50,0,17,145,176,0,17,0,17,24,35,0,17,24,35,70,63,55,58,0,17,0,17,0,17,0,17,0,17,15,25,15,25,0,17
1400000US25017335200,25017335200,"Census Tract 3352, Middlesex County, Massachusetts",6046,392,5827,410,5641,428,0,17,0,17,186,146,0,17,0,17,0,17,0,17,0,17,219,185,63,65,0,17,0,17,0,17,0,17,143,169,13,22,13,22,0,17
1400000US25017335301,25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",4166,378,4106,382,3647,405,61,51,0,12,325,305,0,12,0,12,73,68,0,12,73,68,60,66,60,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017335302,25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",5149,319,5017,333,4893,339,0,12,0,12,74,101,0,12,0,12,50,70,0,12,50,70,132,141,69,105,14,22,17,26,0,12,0,12,0,12,32,52,0,12,32,52
1400000US25017335400,25017335400,"Census Tract 3354, Middlesex County, Massachusetts",4879,320,4695,319,4539,337,39,56,0,12,72,50,0,12,0,12,45,31,0,12,45,31,184,114,113,88,0,12,0,12,0,12,0,12,64,71,7,11,0,12,7,11
1400000US25017336100,25017336100,"Census Tract 3361, Middlesex County, Massachusetts",5578,361,5372,365,4720,422,406,292,0,17,217,145,0,17,0,17,29,28,0,17,29,28,206,145,206,145,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017336200,25017336200,"Census Tract 3362, Middlesex County, Massachusetts",6068,337,5966,342,5863,345,17,23,4,8,54,48,0,17,0,17,28,30,0,17,28,30,102,108,67,93,0,17,0,17,0,17,0,17,35,56,0,17,0,17,0,17
1400000US25017336300,25017336300,"Census Tract 3363, Middlesex County, Massachusetts",6671,281,6357,419,5803,429,49,48,0,17,390,245,0,17,0,17,115,106,0,17,115,106,314,296,314,296,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017336401,25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",4282,304,3984,356,3459,320,100,98,0,12,308,136,0,12,0,12,117,76,0,12,117,76,298,222,298,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017336402,25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",4910,446,4766,464,4449,488,151,166,0,12,166,114,0,12,0,12,0,12,0,12,0,12,144,114,127,112,0,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12
1400000US25017337101,25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",3317,166,3257,173,3017,222,76,77,0,12,156,149,0,12,0,12,8,14,0,12,8,14,60,41,29,28,0,12,0,12,0,12,0,12,14,25,17,20,6,10,11,16
1400000US25017337102,25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",4889,202,4796,199,4548,250,85,113,0,17,140,96,0,17,9,14,14,15,0,17,14,15,93,68,93,68,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017337201,25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",3059,192,3017,214,2821,234,13,17,6,9,94,122,0,12,0,12,83,75,9,16,74,74,42,70,0,12,0,12,0,12,0,12,0,12,42,70,0,12,0,12,0,12
1400000US25017337202,25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",4912,241,4737,276,4688,284,17,28,0,12,0,12,0,12,0,12,32,53,0,12,32,53,175,121,162,119,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017337300,25017337300,"Census Tract 3373, Middlesex County, Massachusetts",5434,260,5183,317,4740,338,111,148,0,17,294,194,0,17,38,57,0,17,0,17,0,17,251,190,64,67,0,17,0,17,19,27,0,17,81,93,87,125,87,125,0,17
1400000US25017338100,25017338100,"Census Tract 3381, Middlesex County, Massachusetts",3032,183,3010,180,2246,199,36,59,6,12,670,210,0,12,0,12,52,44,0,12,52,44,22,35,0,12,0,12,0,12,0,12,0,12,0,12,22,35,10,16,12,20
1400000US25017338200,25017338200,"Census Tract 3382, Middlesex County, Massachusetts",3982,235,3933,235,3011,211,44,38,0,12,809,194,0,12,10,16,59,46,0,12,59,46,49,53,44,53,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12
1400000US25017338300,25017338300,"Census Tract 3383, Middlesex County, Massachusetts",3127,182,3070,194,2842,207,26,37,0,12,188,108,0,12,0,12,14,21,0,12,14,21,57,58,56,58,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12
1400000US25017338400,25017338400,"Census Tract 3384, Middlesex County, Massachusetts",5734,229,5692,230,5030,245,41,63,0,17,581,77,9,15,0,17,31,50,0,17,31,50,42,54,35,43,0,17,0,17,0,17,0,17,7,12,0,17,0,17,0,17
1400000US25017338500,25017338500,"Census Tract 3385, Middlesex County, Massachusetts",5988,256,5826,283,5397,284,24,38,0,17,296,175,0,17,18,30,91,66,17,19,74,61,162,128,142,125,0,17,0,17,0,17,0,17,20,31,0,17,0,17,0,17
1400000US25017339100,25017339100,"Census Tract 3391, Middlesex County, Massachusetts",6067,461,5998,454,5476,463,163,136,0,17,200,131,0,17,23,39,136,111,17,26,119,105,69,64,40,42,0,17,0,17,0,17,0,17,29,40,0,17,0,17,0,17
1400000US25017339200,25017339200,"Census Tract 3392, Middlesex County, Massachusetts",5532,323,5398,307,5140,314,5,11,0,17,48,45,0,17,16,27,189,199,0,17,189,199,134,103,105,96,0,17,0,17,0,17,17,28,12,20,0,17,0,17,0,17
1400000US25017339300,25017339300,"Census Tract 3393, Middlesex County, Massachusetts",2951,316,2907,301,1742,293,903,195,0,12,108,94,0,12,79,99,75,52,0,12,75,52,44,53,34,51,9,13,0,12,0,12,0,12,1,4,0,12,0,12,0,12
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",3228,255,2921,260,2536,266,101,70,0,12,168,90,0,12,94,122,22,24,12,18,10,16,307,182,267,179,0,12,0,12,0,12,0,12,40,42,0,12,0,12,0,12
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",5800,561,5627,561,4309,398,536,281,0,17,628,386,0,17,0,17,154,107,8,17,146,104,173,75,103,69,20,24,0,17,0,17,0,17,23,27,27,26,12,16,15,20
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",5580,436,5534,438,4247,433,880,450,0,17,317,176,0,17,0,17,90,97,66,109,24,39,46,76,46,76,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",4217,326,4003,345,3011,312,526,101,0,12,348,91,0,12,0,12,118,76,0,12,118,76,214,132,148,140,0,12,0,12,0,12,0,12,66,61,0,12,0,12,0,12
1400000US25017339801,25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",4763,382,4274,431,2975,364,158,162,31,40,895,229,0,12,15,23,200,249,0,12,200,249,489,300,312,200,177,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017339802,25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",4201,274,3923,317,2734,297,540,193,13,20,473,112,0,12,0,12,163,123,0,12,163,123,278,176,140,127,0,12,55,88,0,12,0,12,12,19,71,61,13,21,58,54
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",5228,504,4716,601,4010,609,445,139,0,17,182,169,0,17,11,20,68,68,10,20,58,62,512,531,512,531,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",2642,265,2584,263,1926,271,145,108,12,16,310,167,0,12,0,12,191,153,0,12,191,153,58,69,58,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",6772,503,6470,344,5167,472,578,317,0,17,563,160,0,17,41,33,121,92,24,35,97,86,302,301,209,289,32,50,0,17,0,17,0,17,21,28,40,48,40,48,0,17
1400000US25017341101,25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",3489,346,3302,319,1877,223,111,73,26,40,1202,297,0,12,28,46,58,53,0,12,58,53,187,153,111,107,0,12,0,12,0,12,0,12,76,109,0,12,0,12,0,12
1400000US25017341102,25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",4577,506,4224,537,2272,453,405,185,0,12,1372,491,0,12,13,20,162,150,89,130,73,79,353,163,262,168,0,12,0,12,0,12,0,12,11,18,80,96,36,59,44,71
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",7535,692,6648,646,3075,403,609,177,0,17,2675,565,0,17,46,73,243,216,0,17,243,216,887,728,637,648,0,17,0,17,0,17,0,17,235,348,15,23,15,23,0,17
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",5518,509,5241,533,2154,434,371,112,0,17,2426,414,0,17,45,70,245,183,54,89,191,176,277,189,226,153,0,17,0,17,0,17,0,17,11,19,40,64,0,17,40,64
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",5936,656,5370,680,2984,473,1090,451,0,17,1134,307,0,17,73,91,89,98,6,12,83,92,566,244,433,283,22,33,0,17,0,17,0,17,111,185,0,17,0,17,0,17
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",5762,469,4682,502,1847,302,1529,538,0,17,1010,316,0,17,126,100,170,113,22,29,148,112,1080,410,501,336,46,73,0,17,0,17,0,17,139,110,394,241,117,90,277,235
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",6523,490,6055,535,3734,523,693,427,0,17,1305,284,0,17,142,148,181,134,17,27,164,132,468,263,368,246,0,17,0,17,0,17,0,17,100,109,0,17,0,17,0,17
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",4959,421,4703,440,2815,488,684,217,87,91,774,494,0,17,64,111,279,306,0,17,279,306,256,214,241,209,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",6414,477,5099,607,2756,545,809,399,0,17,1146,242,0,17,18,30,370,208,0,17,370,208,1315,446,1118,424,107,110,0,17,0,17,0,17,47,61,43,70,0,17,43,70
1400000US25017341901,25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",1520,230,1193,257,890,297,136,100,0,12,146,122,0,12,0,12,21,20,0,12,21,20,327,270,327,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017341902,25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",8076,554,7083,527,4355,595,1338,523,30,31,1148,356,0,17,31,42,181,128,0,17,181,128,993,373,774,341,18,30,0,17,0,17,0,17,128,133,73,78,51,73,22,35
1400000US25017342101,25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",4515,465,3463,395,2426,388,650,269,0,12,251,221,0,12,46,50,90,94,21,35,69,89,1052,347,521,296,0,12,0,12,0,12,0,12,368,304,163,210,0,12,163,210
1400000US25017342102,25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",3685,393,2963,404,2417,412,308,165,9,15,114,105,0,12,11,19,104,88,34,53,70,76,722,284,438,293,107,92,18,28,0,12,0,12,104,154,55,84,0,12,55,84
1400000US25017342201,25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",4879,454,3875,432,2725,406,577,179,0,12,157,222,0,12,91,82,325,213,105,133,220,171,1004,311,665,426,0,12,0,12,0,12,0,12,228,249,111,151,19,30,92,149
1400000US25017342202,25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",4238,492,3572,496,2724,578,640,609,6,12,126,85,0,12,0,12,76,89,43,77,33,40,666,449,289,166,91,94,0,12,0,12,0,12,27,44,259,405,0,12,259,405
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",7310,626,5700,577,3519,455,1276,550,0,17,587,398,0,17,7,13,311,189,34,35,277,181,1610,470,842,481,100,121,0,17,14,23,0,17,451,308,203,290,0,17,203,290
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",6803,744,5201,623,3211,506,1509,454,6,12,279,216,0,17,53,100,143,116,89,99,54,76,1602,627,996,626,40,67,38,59,0,17,0,17,213,200,315,311,66,94,249,308
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",6848,658,5716,573,4239,638,1181,579,0,17,62,54,0,17,26,40,208,145,12,18,196,145,1132,519,721,346,10,18,0,17,0,17,0,17,401,437,0,17,0,17,0,17
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",4480,431,3355,382,2003,304,671,224,0,12,120,85,0,12,370,275,191,129,28,37,163,107,1125,357,485,274,52,82,0,12,0,12,0,12,415,254,173,149,56,64,117,132
1400000US25017350103,25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",1313,177,1313,177,1128,154,151,191,8,15,26,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017350104,25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",7528,763,6498,741,3372,554,2026,862,0,17,821,454,0,17,56,88,223,167,26,44,197,163,1030,458,362,270,188,251,129,204,0,17,0,17,193,141,158,169,123,156,35,57
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",6082,557,5742,534,4472,431,480,328,0,17,499,314,0,17,69,80,222,198,0,17,222,198,340,165,263,165,0,17,0,17,0,17,0,17,77,84,0,17,0,17,0,17
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",2492,246,2348,239,1830,263,188,189,6,10,204,162,0,12,39,45,81,63,0,12,81,63,144,99,124,95,9,13,0,12,0,12,0,12,11,17,0,12,0,12,0,12
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",5455,380,5082,374,4655,360,173,157,0,17,173,107,0,17,28,48,53,43,0,17,53,43,373,158,238,122,0,17,0,17,0,17,0,17,108,122,27,32,27,32,0,17
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",1536,146,1485,164,1317,162,30,26,3,5,76,36,0,12,0,12,59,43,0,12,59,43,51,54,45,53,0,12,0,12,6,12,0,12,0,12,0,12,0,12,0,12
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",4765,596,4553,597,3658,536,86,34,0,12,651,244,8,16,33,48,117,57,4,8,113,56,212,83,149,76,23,24,0,12,7,15,0,12,33,36,0,12,0,12,0,12
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",6841,523,6406,568,4861,471,873,437,0,17,441,174,0,17,0,17,231,204,0,17,231,204,435,323,136,108,0,17,0,17,0,17,0,17,236,303,63,85,11,17,52,83
1400000US25017350800,25017350800,"Census Tract 3508, Middlesex County, Massachusetts",2025,166,1875,164,1543,140,48,38,0,12,193,77,0,12,0,12,91,68,0,12,91,68,150,69,135,61,0,12,0,12,0,12,0,12,0,12,15,16,0,12,15,16
1400000US25017350900,25017350900,"Census Tract 3509, Middlesex County, Massachusetts",3381,204,3271,202,2887,209,54,60,0,12,242,100,8,14,0,12,80,41,0,12,80,41,110,67,71,49,14,21,0,12,0,12,0,12,10,16,15,24,0,12,15,24
1400000US25017351000,25017351000,"Census Tract 3510, Middlesex County, Massachusetts",7433,544,6863,556,5767,537,91,78,25,40,714,202,0,17,88,138,178,97,0,17,178,97,570,315,405,209,93,123,0,17,0,17,0,17,45,70,27,43,0,17,27,43
1400000US25017351100,25017351100,"Census Tract 3511, Middlesex County, Massachusetts",5821,445,5491,504,4593,513,42,45,15,24,668,272,0,17,80,114,93,74,11,18,82,72,330,177,96,86,0,17,10,17,19,30,0,17,205,160,0,17,0,17,0,17
1400000US25017351203,25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts",4181,314,3764,344,2949,271,58,47,0,12,581,243,0,12,0,12,176,80,0,12,176,80,417,202,224,143,0,12,15,23,20,32,0,12,158,151,0,12,0,12,0,12
1400000US25017351204,25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts",4164,427,3870,376,3052,261,119,119,4,7,481,335,0,12,97,185,117,76,6,13,111,73,294,193,213,154,0,12,0,12,0,12,0,12,76,115,5,21,0,12,5,21
1400000US25017351300,25017351300,"Census Tract 3513, Middlesex County, Massachusetts",4106,400,3840,420,3202,488,108,89,7,12,247,172,0,12,137,150,139,94,31,52,108,78,266,165,218,155,0,12,0,12,0,12,0,12,48,49,0,12,0,12,0,12
1400000US25017351403,25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts",3846,464,2746,377,2086,369,190,118,0,12,300,203,0,12,37,55,133,95,32,35,101,91,1100,499,719,374,315,366,0,12,0,12,0,12,23,25,43,67,0,12,43,67
1400000US25017351404,25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts",3973,346,3028,323,2027,332,231,182,0,12,654,206,0,12,14,21,102,95,0,12,102,95,945,351,643,351,9,21,0,12,0,12,0,12,218,251,75,104,10,15,65,103
1400000US25017351500,25017351500,"Census Tract 3515, Middlesex County, Massachusetts",2618,347,2048,272,1502,228,155,120,0,12,366,164,0,12,0,12,25,29,25,29,0,12,570,414,145,97,42,69,0,12,0,12,0,12,383,412,0,12,0,12,0,12
1400000US25017352101,25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts",1973,260,1670,280,708,170,155,198,0,12,684,217,0,12,6,9,117,84,15,23,102,83,303,133,216,101,0,12,0,12,0,12,0,12,72,83,15,25,15,25,0,12
1400000US25017352102,25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts",2584,288,2420,273,1806,222,109,117,0,12,463,193,0,12,7,12,35,42,0,12,35,42,164,84,114,72,4,8,0,12,0,12,0,12,46,47,0,12,0,12,0,12
1400000US25017352200,25017352200,"Census Tract 3522, Middlesex County, Massachusetts",1865,221,1758,208,1145,197,233,141,4,9,313,188,7,10,0,12,56,42,16,23,40,36,107,80,60,58,0,12,0,12,0,12,0,12,40,42,7,10,0,12,7,10
1400000US25017352300,25017352300,"Census Tract 3523, Middlesex County, Massachusetts",3413,370,3035,307,1936,288,147,85,0,12,741,157,0,12,0,12,211,119,15,17,196,118,378,244,254,164,40,77,0,12,0,12,0,12,50,70,34,54,34,54,0,12
1400000US25017352400,25017352400,"Census Tract 3524, Middlesex County, Massachusetts",1998,221,1729,226,749,133,601,180,0,12,277,138,0,12,19,29,83,52,24,30,59,43,269,111,79,48,0,12,35,43,0,12,0,12,72,74,83,53,40,34,43,36
1400000US25017352500,25017352500,"Census Tract 3525, Middlesex County, Massachusetts",2820,250,2710,238,1977,238,392,128,15,22,201,98,0,12,29,45,96,59,0,12,96,59,110,88,76,80,16,22,0,12,0,12,0,12,18,28,0,12,0,12,0,12
1400000US25017352600,25017352600,"Census Tract 3526, Middlesex County, Massachusetts",2648,255,2530,241,1567,216,358,204,0,12,516,196,0,12,0,12,89,82,46,51,43,63,118,107,70,78,0,12,0,12,0,12,0,12,12,19,36,48,36,48,0,12
1400000US25017352700,25017352700,"Census Tract 3527, Middlesex County, Massachusetts",2261,220,2025,247,1266,215,500,169,0,12,169,123,0,12,9,13,81,47,0,12,81,47,236,153,110,130,26,34,0,12,0,12,0,12,66,85,34,44,7,10,27,42
1400000US25017352800,25017352800,"Census Tract 3528, Middlesex County, Massachusetts",2328,212,2125,212,1619,191,83,63,4,6,322,135,0,12,0,12,97,55,14,21,83,51,203,108,99,58,0,12,0,12,0,12,0,12,60,80,44,38,18,19,26,33
1400000US25017352900,25017352900,"Census Tract 3529, Middlesex County, Massachusetts",2855,246,2775,240,2265,221,66,73,4,7,233,128,0,12,0,12,207,233,0,12,207,233,80,64,67,61,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12
1400000US25017353000,25017353000,"Census Tract 3530, Middlesex County, Massachusetts",3478,299,3207,308,2194,248,380,161,0,12,538,144,5,13,10,16,80,54,0,12,80,54,271,104,164,81,10,17,0,12,0,12,0,12,82,66,15,20,0,12,15,20
1400000US25017353101,25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts",2413,229,2107,249,1325,189,202,107,0,12,433,118,0,12,0,12,147,79,14,17,133,75,306,124,275,124,7,10,0,12,0,12,0,12,24,16,0,12,0,12,0,12
1400000US25017353102,25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",4712,712,4345,635,2505,464,261,97,2,3,1335,289,0,12,15,31,227,124,37,37,190,103,367,130,223,109,7,14,0,12,0,12,0,12,86,67,51,49,21,34,30,36
1400000US25017353200,25017353200,"Census Tract 3532, Middlesex County, Massachusetts",5017,517,4692,527,3170,340,474,174,15,23,789,426,0,12,0,12,244,138,0,12,244,138,325,120,231,97,34,43,0,12,0,12,0,12,51,60,9,15,0,12,9,15
1400000US25017353300,25017353300,"Census Tract 3533, Middlesex County, Massachusetts",3312,295,3176,282,2494,262,270,134,0,12,225,98,0,12,0,12,187,98,0,12,187,98,136,74,125,70,0,12,0,12,0,12,0,12,0,12,11,24,0,12,11,24
1400000US25017353400,25017353400,"Census Tract 3534, Middlesex County, Massachusetts",3048,276,2744,317,1344,300,752,336,5,11,547,187,0,12,7,11,89,63,0,12,89,63,304,118,108,69,54,63,11,17,0,12,0,12,74,69,57,50,44,47,13,21
1400000US25017353500,25017353500,"Census Tract 3535, Middlesex County, Massachusetts",2783,302,2743,296,1454,246,844,328,0,12,390,202,0,12,0,12,55,108,0,12,55,108,40,39,40,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017353600,25017353600,"Census Tract 3536, Middlesex County, Massachusetts",4895,457,4503,418,3408,354,314,133,0,12,557,230,0,12,7,11,217,105,6,8,211,106,392,214,60,43,0,12,12,20,0,12,7,14,294,212,19,22,0,12,19,22
1400000US25017353700,25017353700,"Census Tract 3537, Middlesex County, Massachusetts",5612,559,5049,465,3849,406,186,117,6,12,842,159,0,17,11,22,155,66,31,32,124,62,563,257,254,142,129,167,0,17,6,12,0,17,153,91,21,26,17,24,4,8
1400000US25017353800,25017353800,"Census Tract 3538, Middlesex County, Massachusetts",4724,472,4335,480,3290,407,147,115,0,12,731,279,0,12,14,22,153,92,26,42,127,84,389,181,331,167,0,12,0,12,0,12,0,12,58,73,0,12,0,12,0,12
1400000US25017353900,25017353900,"Census Tract 3539, Middlesex County, Massachusetts",6111,818,5492,755,3456,531,358,109,4,6,1382,284,7,15,7,14,278,134,26,30,252,132,619,196,485,177,17,25,0,17,0,17,0,17,84,79,33,30,9,18,24,23
1400000US25017354000,25017354000,"Census Tract 3540, Middlesex County, Massachusetts",4053,431,3788,416,2660,305,179,142,21,34,878,276,0,12,0,12,50,45,15,28,35,34,265,100,179,88,23,33,0,12,0,12,0,12,39,44,24,48,0,12,24,48
1400000US25017354100,25017354100,"Census Tract 3541, Middlesex County, Massachusetts",2656,283,2487,290,2026,253,63,42,0,12,318,156,0,12,0,12,80,42,7,13,73,42,169,95,103,61,0,12,0,12,0,12,0,12,42,71,24,26,7,10,17,24
1400000US25017354200,25017354200,"Census Tract 3542, Middlesex County, Massachusetts",3272,279,3176,269,2960,285,60,56,0,12,110,92,0,12,0,12,46,37,14,30,32,29,96,102,11,19,0,12,0,12,0,12,0,12,59,96,26,32,19,30,7,11
1400000US25017354300,25017354300,"Census Tract 3543, Middlesex County, Massachusetts",3626,309,3368,363,2096,317,358,139,3,6,569,191,0,12,0,12,342,236,24,38,318,217,258,244,62,66,4,10,0,12,0,12,0,12,192,236,0,12,0,12,0,12
1400000US25017354400,25017354400,"Census Tract 3544, Middlesex County, Massachusetts",1734,226,1651,228,1445,201,60,62,22,41,56,56,0,12,9,15,59,55,0,12,59,55,83,69,28,50,6,9,0,12,0,12,0,12,42,44,7,10,0,12,7,10
1400000US25017354500,25017354500,"Census Tract 3545, Middlesex County, Massachusetts",2096,172,1964,201,1636,232,118,84,0,12,116,93,0,12,10,16,84,70,35,56,49,39,132,82,113,80,0,12,0,12,0,12,0,12,19,21,0,12,0,12,0,12
1400000US25017354600,25017354600,"Census Tract 3546, Middlesex County, Massachusetts",5078,402,4960,421,3161,478,1243,436,2,6,431,182,0,12,19,30,104,90,0,12,104,90,118,93,85,85,33,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25017354700,25017354700,"Census Tract 3547, Middlesex County, Massachusetts",2562,236,2430,217,2025,197,223,107,7,10,157,81,0,12,0,12,18,20,0,12,18,20,132,84,58,52,0,12,0,12,0,12,0,12,31,36,43,54,9,14,34,52
1400000US25017354800,25017354800,"Census Tract 3548, Middlesex County, Massachusetts",2058,143,1928,145,1667,159,52,51,0,12,158,69,0,12,0,12,51,36,19,25,32,25,130,65,81,56,25,18,0,12,10,15,0,12,14,20,0,12,0,12,0,12
