GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US25017363101,25017363101,"Census Tract 3631.01, Middlesex County, Massachusetts",9138,304,9053,320,7130,338,214,134,5,11,1463,230,0,127,86,74,155,115,0,127,155,115,85,83,64,69,0,127,0,127,0,127,0,127,21,25,0,127,0,127,0,127
1400000US25017363102,25017363102,"Census Tract 3631.02, Middlesex County, Massachusetts",5055,364,4939,379,3608,477,87,78,9,15,1048,353,0,127,90,98,97,82,13,22,84,81,116,76,71,69,0,127,0,127,0,127,0,127,26,32,19,30,19,30,0,127
1400000US25017363201,25017363201,"Census Tract 3632.01, Middlesex County, Massachusetts",3100,157,3045,170,2670,186,0,127,0,127,375,120,0,127,0,127,0,127,0,127,0,127,55,58,48,53,7,11,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017363202,25017363202,"Census Tract 3632.02, Middlesex County, Massachusetts",3480,248,3393,251,2961,263,0,127,0,127,334,180,0,127,0,127,98,55,21,33,77,44,87,84,45,49,0,127,0,127,11,18,0,127,0,127,31,49,31,49,0,127
1400000US25017364101,25017364101,"Census Tract 3641.01, Middlesex County, Massachusetts",5277,207,4971,274,4859,280,48,58,0,127,19,32,0,127,13,22,32,54,0,127,32,54,306,205,266,206,0,127,0,127,0,127,0,127,40,32,0,127,0,127,0,127
1400000US25017364102,25017364102,"Census Tract 3641.02, Middlesex County, Massachusetts",5108,205,5088,201,4794,260,114,108,0,127,142,120,0,127,0,127,38,36,0,127,38,36,20,25,8,14,12,20,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017365100,25017365100,"Census Tract 3651, Middlesex County, Massachusetts",7711,234,7639,246,7005,263,29,46,0,127,504,140,0,127,21,35,80,77,0,127,80,77,72,73,60,71,0,127,0,127,0,127,0,127,0,127,12,20,12,20,0,127
1400000US25017365201,25017365201,"Census Tract 3652.01, Middlesex County, Massachusetts",5348,311,5324,308,4842,315,12,19,0,127,358,97,0,127,4,8,108,92,9,14,99,93,24,27,24,27,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017365202,25017365202,"Census Tract 3652.02, Middlesex County, Massachusetts",4185,298,4107,304,3730,389,98,93,0,127,124,95,0,127,118,131,37,43,0,127,37,43,78,85,53,69,0,127,0,127,0,127,0,127,25,40,0,127,0,127,0,127
1400000US25017366100,25017366100,"Census Tract 3661, Middlesex County, Massachusetts",4787,151,4725,164,4198,206,7,10,4,7,468,126,0,127,5,12,43,75,0,127,43,75,62,76,62,76,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017366200,25017366200,"Census Tract 3662, Middlesex County, Massachusetts",8432,152,8375,160,7464,242,15,24,21,32,749,184,0,127,0,127,126,87,0,127,126,87,57,58,57,58,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017367100,25017367100,"Census Tract 3671, Middlesex County, Massachusetts",4208,400,4155,395,3530,347,0,127,0,127,492,121,0,127,0,127,133,88,0,127,133,88,53,66,53,66,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017367200,25017367200,"Census Tract 3672, Middlesex County, Massachusetts",7265,393,7195,360,6519,343,160,118,0,127,497,123,0,127,0,127,19,32,0,127,19,32,70,85,25,40,0,127,0,127,0,127,0,127,45,74,0,127,0,127,0,127
1400000US25017368101,25017368101,"Census Tract 3681.01, Middlesex County, Massachusetts",5526,467,5187,428,4112,553,273,234,0,127,726,244,0,127,15,24,61,82,0,127,61,82,339,296,216,269,0,127,0,127,0,127,0,127,123,160,0,127,0,127,0,127
1400000US25017368102,25017368102,"Census Tract 3681.02, Middlesex County, Massachusetts",3745,332,3511,379,2822,401,224,179,8,13,366,233,0,127,63,81,28,38,0,127,28,38,234,174,234,174,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017368200,25017368200,"Census Tract 3682, Middlesex County, Massachusetts",4446,454,3927,395,3287,305,264,352,0,127,254,93,0,127,27,42,95,68,12,20,83,67,519,346,394,326,0,127,0,127,0,127,0,127,98,106,27,31,27,31,0,127
1400000US25017368300,25017368300,"Census Tract 3683, Middlesex County, Massachusetts",4802,1030,4329,1037,2943,422,287,257,0,127,1072,1059,0,127,0,127,27,59,0,127,27,59,473,195,206,155,0,127,0,127,0,127,0,127,267,136,0,127,0,127,0,127
1400000US25017368400,25017368400,"Census Tract 3684, Middlesex County, Massachusetts",8940,994,7720,923,6209,787,315,220,0,127,1091,261,0,127,56,60,49,40,13,21,36,34,1220,304,585,324,267,320,0,127,0,127,0,127,319,297,49,57,18,27,31,36
1400000US25017368500,25017368500,"Census Tract 3685, Middlesex County, Massachusetts",3091,365,2437,268,1823,247,74,59,0,127,451,211,0,127,89,107,0,127,0,127,0,127,654,298,439,286,0,127,0,127,0,127,0,127,215,199,0,127,0,127,0,127
1400000US25017368600,25017368600,"Census Tract 3686, Middlesex County, Massachusetts",4851,590,3940,532,3357,447,196,160,0,127,127,96,0,127,190,309,70,71,0,127,70,71,911,423,563,356,0,127,0,127,0,127,0,127,348,317,0,127,0,127,0,127
1400000US25017368700,25017368700,"Census Tract 3687, Middlesex County, Massachusetts",2315,364,1976,466,1748,439,165,118,0,127,63,52,0,127,0,127,0,127,0,127,0,127,339,224,265,215,0,127,0,127,0,127,0,127,51,58,23,29,23,29,0,127
1400000US25017368800,25017368800,"Census Tract 3688, Middlesex County, Massachusetts",4583,639,3972,559,3225,426,648,435,13,21,86,84,0,127,0,127,0,127,0,127,0,127,611,334,284,248,37,60,0,127,0,127,0,127,268,225,22,35,22,35,0,127
1400000US25017368901,25017368901,"Census Tract 3689.01, Middlesex County, Massachusetts",8690,2001,8363,1999,7068,2078,586,293,17,27,483,163,22,35,69,79,118,81,0,127,118,81,327,156,129,118,0,127,0,127,0,127,0,127,184,182,14,22,14,22,0,127
1400000US25017368902,25017368902,"Census Tract 3689.02, Middlesex County, Massachusetts",3663,621,3245,598,2213,531,468,220,36,44,457,191,0,127,66,86,5,10,0,127,5,10,418,162,120,79,0,127,0,127,0,127,0,127,298,149,0,127,0,127,0,127
1400000US25017369000,25017369000,"Census Tract 3690, Middlesex County, Massachusetts",963,242,895,227,751,216,68,83,8,12,59,69,0,127,9,13,0,127,0,127,0,127,68,47,68,47,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017369100,25017369100,"Census Tract 3691, Middlesex County, Massachusetts",4981,513,4607,485,3846,521,384,298,0,127,251,156,0,127,65,72,61,52,12,19,49,49,374,309,239,251,26,43,11,18,0,127,0,127,98,112,0,127,0,127,0,127
1400000US25017370101,25017370101,"Census Tract 3701.01, Middlesex County, Massachusetts",6288,521,6065,552,5513,570,16,24,0,127,444,252,0,127,0,127,92,146,0,127,92,146,223,141,168,129,21,32,0,127,0,127,0,127,0,127,34,56,0,127,34,56
1400000US25017370102,25017370102,"Census Tract 3701.02, Middlesex County, Massachusetts",6774,519,6392,516,5502,549,203,190,0,127,646,277,41,68,0,127,0,127,0,127,0,127,382,175,276,155,0,127,0,127,0,127,0,127,81,85,25,35,25,35,0,127
1400000US25017370200,25017370200,"Census Tract 3702, Middlesex County, Massachusetts",8289,616,7831,653,6941,588,318,215,0,127,365,231,0,127,40,38,167,152,0,127,167,152,458,475,428,476,0,127,0,127,0,127,0,127,30,35,0,127,0,127,0,127
1400000US25017370300,25017370300,"Census Tract 3703, Middlesex County, Massachusetts",5981,417,5839,408,5374,402,111,87,10,18,183,110,0,127,124,195,37,48,0,127,37,48,142,116,117,113,0,127,0,127,0,127,0,127,16,23,9,16,0,127,9,16
1400000US25017370400,25017370400,"Census Tract 3704, Middlesex County, Massachusetts",5435,841,5200,870,4835,797,113,150,0,127,201,128,0,127,0,127,51,55,0,127,51,55,235,205,92,79,22,33,0,127,0,127,0,127,121,164,0,127,0,127,0,127
1400000US25017373100,25017373100,"Census Tract 3731, Middlesex County, Massachusetts",4709,400,4597,405,3847,437,112,106,0,127,443,306,0,127,101,159,94,79,0,127,94,79,112,98,63,61,0,127,0,127,0,127,0,127,49,80,0,127,0,127,0,127
1400000US25017373200,25017373200,"Census Tract 3732, Middlesex County, Massachusetts",3993,399,3705,383,3301,346,22,38,0,127,257,220,0,127,16,29,109,85,7,13,102,84,288,229,152,166,0,127,0,127,0,127,0,127,136,161,0,127,0,127,0,127
1400000US25017373300,25017373300,"Census Tract 3733, Middlesex County, Massachusetts",2504,298,2427,296,2115,366,112,132,15,24,175,105,0,127,0,127,10,16,10,16,0,127,77,68,77,68,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017373400,25017373400,"Census Tract 3734, Middlesex County, Massachusetts",2817,285,2674,276,2370,314,0,127,0,127,259,180,0,127,21,33,24,37,0,127,24,37,143,112,80,75,0,127,0,127,0,127,0,127,63,83,0,127,0,127,0,127
1400000US25017373500,25017373500,"Census Tract 3735, Middlesex County, Massachusetts",5573,453,5343,416,4775,365,132,124,0,127,333,118,0,127,29,46,74,56,0,127,74,56,230,132,230,132,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017373600,25017373600,"Census Tract 3736, Middlesex County, Massachusetts",10055,1384,9715,1372,8160,1294,377,174,0,127,821,277,169,116,36,42,152,98,0,127,152,98,340,154,249,143,0,127,0,127,0,127,0,127,91,76,0,127,0,127,0,127
1400000US25017373700,25017373700,"Census Tract 3737, Middlesex County, Massachusetts",3491,202,3400,224,3112,270,27,30,26,37,125,75,0,127,0,127,110,90,0,127,110,90,91,68,74,63,0,127,0,127,0,127,0,127,9,14,8,12,8,12,0,127
1400000US25017373800,25017373800,"Census Tract 3738, Middlesex County, Massachusetts",5293,332,5161,323,4064,458,393,248,0,127,525,157,0,127,76,118,103,97,0,127,103,97,132,82,132,82,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017373900,25017373900,"Census Tract 3739, Middlesex County, Massachusetts",6413,437,6361,439,5564,488,39,62,0,127,696,217,0,127,0,127,62,62,0,127,62,62,52,49,30,34,0,127,0,127,0,127,0,127,22,36,0,127,0,127,0,127
1400000US25017374000,25017374000,"Census Tract 3740, Middlesex County, Massachusetts",4878,534,4775,517,3890,503,40,44,5,9,727,209,0,127,29,45,84,65,0,127,84,65,103,74,37,51,0,127,0,127,0,127,0,127,66,57,0,127,0,127,0,127
1400000US25017374100,25017374100,"Census Tract 3741, Middlesex County, Massachusetts",4122,328,3912,360,3091,359,173,152,0,127,624,220,0,127,0,127,24,27,0,127,24,27,210,163,110,133,0,127,0,127,0,127,0,127,100,98,0,127,0,127,0,127
1400000US25017374200,25017374200,"Census Tract 3742, Middlesex County, Massachusetts",4023,252,3802,279,3139,314,78,104,0,127,347,182,0,127,82,116,156,126,33,53,123,112,221,105,121,83,0,127,0,127,0,127,0,127,13,20,87,65,8,16,79,62
1400000US25017374300,25017374300,"Census Tract 3743, Middlesex County, Massachusetts",3223,144,3191,149,3052,182,9,13,0,127,130,103,0,127,0,127,0,127,0,127,0,127,32,29,22,26,0,127,0,127,0,127,0,127,0,127,10,15,0,127,10,15
1400000US25017374400,25017374400,"Census Tract 3744, Middlesex County, Massachusetts",5005,364,4992,364,4553,330,46,38,0,127,370,124,0,127,0,127,23,25,0,127,23,25,13,21,13,21,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017374500,25017374500,"Census Tract 3745, Middlesex County, Massachusetts",4005,300,3882,302,3340,304,114,76,0,127,394,150,0,127,0,127,34,30,0,127,34,30,123,87,112,86,0,127,0,127,0,127,0,127,11,16,0,127,0,127,0,127
1400000US25017374600,25017374600,"Census Tract 3746, Middlesex County, Massachusetts",4738,296,4328,309,3590,283,84,76,6,11,623,142,0,127,18,27,7,10,0,127,7,10,410,259,317,217,0,127,0,127,0,127,0,127,93,142,0,127,0,127,0,127
1400000US25017374700,25017374700,"Census Tract 3747, Middlesex County, Massachusetts",4271,286,4207,289,3611,296,99,82,0,127,437,90,0,127,0,127,60,45,0,127,60,45,64,59,46,39,0,127,0,127,0,127,0,127,18,27,0,127,0,127,0,127
1400000US25017374800,25017374800,"Census Tract 3748, Middlesex County, Massachusetts",4342,569,4229,558,3283,504,168,100,0,127,722,210,0,127,20,30,36,39,0,127,36,39,113,112,71,90,0,127,0,127,0,127,0,127,42,66,0,127,0,127,0,127
1400000US25017382100,25017382100,"Census Tract 3821, Middlesex County, Massachusetts",4893,326,4833,329,4475,377,76,67,0,127,201,109,0,127,32,43,49,51,0,127,49,51,60,56,60,56,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017382200,25017382200,"Census Tract 3822, Middlesex County, Massachusetts",4905,285,4824,285,4206,414,276,309,0,127,295,169,0,127,11,16,36,40,0,127,36,40,81,62,25,30,0,127,0,127,0,127,0,127,56,54,0,127,0,127,0,127
1400000US25017382300,25017382300,"Census Tract 3823, Middlesex County, Massachusetts",5819,421,5774,419,5462,451,0,127,0,127,272,167,0,127,0,127,40,44,0,127,40,44,45,50,29,46,0,127,0,127,0,127,0,127,16,26,0,127,0,127,0,127
1400000US25017382400,25017382400,"Census Tract 3824, Middlesex County, Massachusetts",4196,224,4185,225,4045,237,36,40,0,127,47,44,0,127,20,32,37,29,0,127,37,29,11,18,11,18,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017382500,25017382500,"Census Tract 3825, Middlesex County, Massachusetts",4296,377,4094,364,3252,304,398,299,0,127,232,157,0,127,90,102,122,67,0,127,122,67,202,139,152,121,0,127,0,127,0,127,0,127,20,23,30,49,30,49,0,127
1400000US25017382600,25017382600,"Census Tract 3826, Middlesex County, Massachusetts",8075,428,7676,446,6129,462,188,137,21,32,949,371,0,127,216,194,173,149,116,149,57,55,399,269,251,163,0,127,0,127,0,127,0,127,138,211,10,16,0,127,10,16
1400000US25017383100,25017383100,"Census Tract 3831, Middlesex County, Massachusetts",8844,625,5374,765,3423,620,510,285,33,38,317,211,0,127,1004,515,87,79,0,127,87,79,3470,670,976,433,76,86,0,127,6,10,0,127,2130,544,282,187,105,78,177,176
1400000US25017383200,25017383200,"Census Tract 3832, Middlesex County, Massachusetts",4881,567,3556,496,2244,431,451,197,32,35,114,117,0,127,638,430,77,87,19,30,58,82,1325,385,450,275,145,212,0,127,0,127,0,127,691,387,39,62,39,62,0,127
1400000US25017383300,25017383300,"Census Tract 3833, Middlesex County, Massachusetts",3027,554,2857,555,2358,504,41,39,6,9,156,109,0,127,269,304,27,33,0,127,27,33,170,112,5,13,0,127,0,127,0,127,0,127,165,113,0,127,0,127,0,127
1400000US25017383400,25017383400,"Census Tract 3834, Middlesex County, Massachusetts",4705,474,3877,443,3024,455,286,156,28,43,170,151,0,127,326,240,43,67,43,67,0,127,828,433,505,413,0,127,0,127,0,127,0,127,311,230,12,19,12,19,0,127
1400000US25017383501,25017383501,"Census Tract 3835.01, Middlesex County, Massachusetts",3875,325,3409,318,2118,367,256,205,52,57,575,142,0,127,338,272,70,94,0,127,70,94,466,146,118,101,79,99,0,127,0,127,0,127,269,106,0,127,0,127,0,127
1400000US25017383502,25017383502,"Census Tract 3835.02, Middlesex County, Massachusetts",4377,620,4257,620,3800,602,136,109,35,39,172,93,0,127,73,87,41,43,17,29,24,32,120,72,52,44,20,33,0,127,0,127,0,127,48,53,0,127,0,127,0,127
1400000US25017383600,25017383600,"Census Tract 3836, Middlesex County, Massachusetts",6254,731,5886,662,4644,623,241,224,74,68,495,224,0,127,294,398,138,130,122,127,16,27,368,241,231,178,0,127,0,127,0,127,0,127,137,148,0,127,0,127,0,127
1400000US25017383700,25017383700,"Census Tract 3837, Middlesex County, Massachusetts",5267,374,4530,347,3932,402,18,31,0,127,495,219,0,127,60,62,25,27,0,127,25,27,737,422,264,118,0,127,0,127,0,127,0,127,473,398,0,127,0,127,0,127
1400000US25017383800,25017383800,"Census Tract 3838, Middlesex County, Massachusetts",5343,286,5241,276,4676,381,14,24,0,127,294,151,0,127,177,255,80,63,12,19,68,62,102,73,76,56,0,127,17,28,0,127,0,127,9,14,0,127,0,127,0,127
1400000US25017383901,25017383901,"Census Tract 3839.01, Middlesex County, Massachusetts",8104,346,7734,420,6917,402,82,70,32,63,613,320,0,127,80,122,10,18,0,127,10,18,370,190,358,189,0,127,0,127,0,127,0,127,12,19,0,127,0,127,0,127
1400000US25017383902,25017383902,"Census Tract 3839.02, Middlesex County, Massachusetts",5404,261,5282,287,4688,294,122,125,0,127,433,119,0,127,0,127,39,39,0,127,39,39,122,126,36,44,0,127,0,127,0,127,0,127,86,118,0,127,0,127,0,127
1400000US25017384000,25017384000,"Census Tract 3840, Middlesex County, Massachusetts",6280,541,6135,557,4910,563,247,199,10,19,651,243,0,127,241,238,76,91,0,127,76,91,145,111,41,47,65,68,0,127,0,127,0,127,8,15,31,42,0,127,31,42
1400000US25017385100,25017385100,"Census Tract 3851, Middlesex County, Massachusetts",6129,209,6096,212,5342,310,240,154,0,127,322,141,0,127,78,82,114,92,0,127,114,92,33,50,0,127,0,127,0,127,0,127,0,127,13,19,20,31,20,31,0,127
1400000US25017385200,25017385200,"Census Tract 3852, Middlesex County, Massachusetts",9007,214,8418,387,7195,445,101,55,19,31,773,127,0,127,182,243,148,115,9,15,139,111,589,338,153,116,0,127,0,127,0,127,0,127,424,361,12,20,0,127,12,20
1400000US25017386100,25017386100,"Census Tract 3861, Middlesex County, Massachusetts",4230,17,4129,100,3915,188,0,127,0,127,203,166,0,127,11,19,0,127,0,127,0,127,101,96,73,86,0,127,0,127,12,19,0,127,0,127,16,25,16,25,0,127
1400000US25017387100,25017387100,"Census Tract 3871, Middlesex County, Massachusetts",4179,170,4156,176,4068,182,0,127,0,127,57,73,0,127,0,127,31,30,0,127,31,30,23,42,23,42,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017387201,25017387201,"Census Tract 3872.01, Middlesex County, Massachusetts",5884,217,5793,238,5400,312,102,90,13,20,180,144,0,127,48,63,50,61,0,127,50,61,91,95,75,91,0,127,16,26,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017387202,25017387202,"Census Tract 3872.02, Middlesex County, Massachusetts",3900,167,3858,174,3658,220,37,41,0,127,106,88,0,127,23,37,34,54,0,127,34,54,42,48,19,29,0,127,0,127,0,127,0,127,23,39,0,127,0,127,0,127
1400000US25017388100,25017388100,"Census Tract 3881, Middlesex County, Massachusetts",5101,19,4898,191,4069,223,28,26,20,19,673,139,0,127,0,127,108,76,19,31,89,70,203,191,186,188,0,127,0,127,0,127,0,127,7,10,10,16,10,16,0,127
1400000US25021400100,25021400100,"Census Tract 4001, Norfolk County, Massachusetts",4529,514,4191,508,3462,469,84,111,0,127,469,193,0,127,11,18,165,85,0,127,165,85,338,320,145,96,0,127,0,127,0,127,0,127,193,304,0,127,0,127,0,127
1400000US25021400200,25021400200,"Census Tract 4002, Norfolk County, Massachusetts",6699,864,6328,812,5217,807,204,180,0,127,786,210,0,127,60,77,61,51,0,127,61,51,371,221,124,117,0,127,0,127,0,127,0,127,219,187,28,33,28,33,0,127
1400000US25021400300,25021400300,"Census Tract 4003, Norfolk County, Massachusetts",3987,387,3879,382,3132,379,78,96,0,127,595,147,0,127,8,13,66,54,0,127,66,54,108,60,55,42,28,46,0,127,7,11,0,127,18,17,0,127,0,127,0,127
1400000US25021400400,25021400400,"Census Tract 4004, Norfolk County, Massachusetts",4999,347,4834,368,3951,391,14,21,0,127,793,259,0,127,0,127,76,72,0,127,76,72,165,125,152,124,0,127,0,127,0,127,0,127,13,20,0,127,0,127,0,127
1400000US25021400500,25021400500,"Census Tract 4005, Norfolk County, Massachusetts",5463,488,5229,484,4298,451,181,155,0,127,709,304,0,127,0,127,41,39,0,127,41,39,234,157,149,133,0,127,43,34,0,127,0,127,19,24,23,36,23,36,0,127
1400000US25021400600,25021400600,"Census Tract 4006, Norfolk County, Massachusetts",5066,548,4803,529,3919,471,58,68,0,127,568,148,0,127,29,51,229,166,0,127,229,166,263,151,191,129,0,127,0,127,0,127,0,127,52,40,20,34,20,34,0,127
1400000US25021400700,25021400700,"Census Tract 4007, Norfolk County, Massachusetts",3538,258,3398,270,2756,279,106,105,13,20,416,120,0,127,0,127,107,77,0,127,107,77,140,107,55,42,0,127,11,18,0,127,0,127,74,92,0,127,0,127,0,127
1400000US25021400800,25021400800,"Census Tract 4008, Norfolk County, Massachusetts",5008,388,4508,384,3366,358,84,55,0,127,980,250,0,127,0,127,78,70,0,127,78,70,500,294,195,118,9,15,0,127,15,27,0,127,281,288,0,127,0,127,0,127
1400000US25021400900,25021400900,"Census Tract 4009, Norfolk County, Massachusetts",4056,412,3895,423,2640,427,149,78,0,127,1023,350,0,127,0,127,83,70,13,20,70,60,161,139,63,72,0,127,0,127,0,127,0,127,37,44,61,79,61,79,0,127
1400000US25021401000,25021401000,"Census Tract 4010, Norfolk County, Massachusetts",3137,244,2823,273,2332,248,148,172,0,127,259,116,0,127,0,127,84,69,0,127,84,69,314,184,165,125,20,35,0,127,0,127,0,127,129,147,0,127,0,127,0,127
1400000US25021401100,25021401100,"Census Tract 4011, Norfolk County, Massachusetts",4018,450,3970,454,3442,449,34,39,0,127,465,213,0,127,0,127,29,33,0,127,29,33,48,58,48,58,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25021401200,25021401200,"Census Tract 4012, Norfolk County, Massachusetts",5666,485,5458,460,4341,466,149,164,0,127,795,273,0,127,54,79,119,76,37,36,82,66,208,139,121,97,19,31,0,127,0,127,0,127,68,79,0,127,0,127,0,127
1400000US25021402101,25021402101,"Census Tract 4021.01, Norfolk County, Massachusetts",3804,227,3668,233,3130,298,299,247,0,127,225,213,0,127,0,127,14,22,0,127,14,22,136,96,72,63,0,127,0,127,0,127,0,127,64,92,0,127,0,127,0,127
1400000US25021402102,25021402102,"Census Tract 4021.02, Norfolk County, Massachusetts",3940,321,3663,401,3229,386,314,189,0,127,38,30,0,127,38,45,44,44,0,127,44,44,277,212,218,205,44,72,0,127,0,127,0,127,8,14,7,11,0,127,7,11
1400000US25021402200,25021402200,"Census Tract 4022, Norfolk County, Massachusetts",2173,156,2125,187,2032,185,46,67,0,127,0,127,0,127,0,127,47,59,0,127,47,59,48,66,48,66,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25021402300,25021402300,"Census Tract 4023, Norfolk County, Massachusetts",4938,226,4833,267,4627,287,68,67,0,127,92,89,0,127,0,127,46,69,0,127,46,69,105,113,86,111,19,30,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25021402400,25021402400,"Census Tract 4024, Norfolk County, Massachusetts",5466,287,5185,315,4915,362,89,74,0,127,144,111,0,127,0,127,37,35,0,127,37,35,281,175,270,169,0,127,0,127,0,127,0,127,11,18,0,127,0,127,0,127
1400000US25021402500,25021402500,"Census Tract 4025, Norfolk County, Massachusetts",4040,387,3884,340,3531,353,281,171,0,127,72,60,0,127,0,127,0,127,0,127,0,127,156,117,40,39,0,127,16,28,0,127,0,127,85,118,15,24,15,24,0,127
1400000US25021403100,25021403100,"Census Tract 4031, Norfolk County, Massachusetts",6909,285,6831,286,6363,375,188,215,0,127,216,86,0,127,0,127,64,70,0,127,64,70,78,68,11,18,0,127,0,127,0,127,0,127,67,69,0,127,0,127,0,127
1400000US25021403200,25021403200,"Census Tract 4032, Norfolk County, Massachusetts",4231,246,4191,243,3917,286,13,21,0,127,189,127,9,12,0,127,63,51,0,127,63,51,40,36,25,27,0,127,0,127,0,127,0,127,15,27,0,127,0,127,0,127
1400000US25021403300,25021403300,"Census Tract 4033, Norfolk County, Massachusetts",4091,353,4047,351,3740,436,0,127,0,127,307,265,0,127,0,127,0,127,0,127,0,127,44,71,44,71,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25021403400,25021403400,"Census Tract 4034, Norfolk County, Massachusetts",7778,347,7703,361,6748,405,0,127,0,127,723,381,0,127,147,215,85,63,0,127,85,63,75,84,75,84,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25021403500,25021403500,"Census Tract 4035, Norfolk County, Massachusetts",5772,363,5706,373,4986,463,95,118,0,127,587,193,0,127,0,127,38,37,0,127,38,37,66,70,28,37,0,127,0,127,0,127,0,127,38,63,0,127,0,127,0,127
1400000US25021404100,25021404100,"Census Tract 4041, Norfolk County, Massachusetts",3449,242,3260,273,2738,247,137,178,53,77,299,109,0,127,0,127,33,33,0,127,33,33,189,182,79,58,0,127,0,127,0,127,0,127,110,175,0,127,0,127,0,127
1400000US25021404201,25021404201,"Census Tract 4042.01, Norfolk County, Massachusetts",3248,212,3223,216,3136,226,0,127,0,127,59,50,0,127,18,34,10,16,0,127,10,16,25,27,17,18,8,12,0,127,0,127,0,127,0,127,0,127,0,127,0,127
