Var1,GEOid2,areaLand,Perc_Water,Pop_2009,PopDen_2009,Pop_Black_2009,Pop_Hispanic_2009,Pop_WhiteNH_2009,Pop_NonWhite_2009,Perc_NonWhite_2009,Perc_Black_2009,Perc_Hispanic_2009,Pop_2014,PopDen_2014,Pop_Black_2014,Pop_Hispanic_2014,Pop_WhiteNH_2014,Pop_NonWhite_2014,Perc_NonWhite_2014,Perc_Black_2014,Perc_Hispanic_2014,PopDen_Change,IncMedian_2009,MedianRent_2009,IncMedian_2014,MedianRent_2014,Perc_RentBurdened_2009,Perc_RentBurdened_2014,Perc_RentBurdened_Change,HousingUnits_2009,OwnedUnits_2009,RentedUnits_2009,Perc_UnitsOwned_2009,HousingUnits_2014,OwnedUnits_2014,RentedUnits_2014,Perc_UnitsOwned_2014,NewArrivalOwner_2014,DisplacedOwner_2014,NewArrivalRenter_2014,DisplacedRenter_2014,Displaced_2014,NewArrival_2014,Displaced_Density_2014,NewArrival_Density_2014,Perc_OwnerDisplaced,Perc_RenterDisplaced,Perc_OwnerNewArrival,Perc_RenterNewArrival,Perc_Displaced,Perc_NewArrival,IncMedianAbsChange,RentMedianAbsChange,IncMedianPercChange,RentMedianPercChange,Pop_NonWhite_Change,Perc_NonWhite_Change
1400000US25017333200,25017333200,2.99837384282981,0.0216233486608748,4995.6775,1666.12896251962,19.43,83.575,4777.26,218.4175,0.0437212970613094,0.00388936235375482,0.0167294626204354,5014,1672.23977490008,147,300,4454,560,0.111687275628241,0.0293179098524132,0.0598324690865576,6.11081238045631,82742.09951041,1177.9608493,67639,1025,0.418774998466874,0.384615384615385,-0.0341596138514897,2158.8975,1425.1025,733.795,0.660106605339068,2019,1330,689,0.658741951461119,163,258.1025,206,250.795,508.8975,369,169.724499570645,123.066708603536,0.181111534082636,0.341778017021103,0.122556390977444,0.298984034833091,0.235721010376824,0.182763744427935,-15103.09951041,-152.9608493,-0.182532224826007,-0.129852235234216,341.5825,0.0679659785669315
1400000US25017333300,25017333300,1.88688599521218,0.211500790195286,3955.3924,2096.25404504379,151.2208,61.7268,3453.9064,501.486,0.126785398080858,0.0382315544723199,0.0156057335803143,4034,2137.91400764856,251,121,3238,796,0.197322756569162,0.0622211204759544,0.0299950421417947,41.6599626047682,65534.24349566,1213.41838197,77148,1160,0.506810997679371,0.439197166469894,-0.0676138312094774,1636.0392,798.3352,837.704,0.487968258951253,1691,844,847,0.499112950916617,146,100.3352,397,387.704,488.0392,543,258.647952890827,287.775732809411,0.12568054120625,0.462817415220651,0.172985781990521,0.468713105076741,0.298305321779576,0.321111768184506,11613.75650434,-53.4183819699999,0.177216610505455,-0.04402305318902,294.514,0.0705373584883041
1400000US25017333400,25017333400,9.4065358869565,0.0141743298108262,6239.064,663.26903707999,571.0912,126.0448,4816.7456,1422.3184,0.227969836501116,0.0915347558544038,0.0202025175571207,6192,658.265707420103,117,71,5402,790,0.127583979328165,0.0188953488372093,0.0114664082687339,-5.00332965988696,74173.44548095,1290.49176169,80180,1267,0.534803969503745,0.452729693741678,-0.0820742757620668,2471.3392,1522.344,948.9952,0.615999616726025,2399,1648,751,0.686952897040433,132,6.34400000000005,310,507.9952,514.3392,442,54.6789175293749,46.9886050839285,0.00416725786024713,0.535297965679911,0.0800970873786408,0.412782956058589,0.208121653231576,0.184243434764485,6006.55451905,-23.4917616900002,0.0809798504047202,-0.0182037285222464,-632.3184,-0.100385857172951
1400000US25017333501,25017333501,5.71619442398656,0.00345232157317302,5086.8884,889.908219121127,114.862,31.9616,4527.5604,559.328,0.109954839976438,0.0225800117808757,0.00628313371293933,5098,891.852099817937,49,35,4616,482,0.0945468811298548,0.00961161239701844,0.00686543742644174,1.94388069680997,89323.0008,1329.1326,84449,1193,0.486631016042781,0.502347417840376,0.0157164017975948,1959.6456,1586.0944,373.5512,0.809378185524975,1928,1502,426,0.779045643153527,113,197.0944,162,109.5512,306.6456,275,53.6450612514577,48.1089304531057,0.124263978234839,0.293269570543476,0.0752330226364847,0.380281690140845,0.156480130897138,0.142634854771784,-4874.00080000001,-136.1326,-0.0545660217004264,-0.102422136060766,-77.3280000000004,-0.0154079588465835
1400000US25017333502,25017333502,0.557321158966838,0,4107,7369.18011082436,197,118,3441,666,0.162162162162162,0.0479668858047236,0.0287314341368395,3329,5973.21660310063,94,150,2928,401,0.120456593571643,0.028236707720036,0.0450585761489937,-1395.96350772373,75316.4119,1206.7995,56250,994,0.519461077844311,0.537993920972644,0.018532843128333,1459,791,668,0.542152159013023,1307,649,658,0.496557000765111,36,178,284,294,472,320,846.908451986632,574.175221685852,0.225031605562579,0.440119760479042,0.0554699537750385,0.43161094224924,0.323509252912954,0.244835501147666,-19066.4119,-212.7995,-0.253150826214545,-0.176333765468083,-265,-0.041705568590519
1400000US25017333600,25017333600,17.1468531395868,0.0167099804326948,7098.1181,413.960395077545,225.2262,156.3894,5868.1436,1229.9745,0.173281774503019,0.0317304103463705,0.0220325159143238,7142,416.519576032952,549,202,5144,1998,0.279753570428451,0.0768692243069168,0.0282833940072809,2.5591809554075,68759.08474983,1409.25449853,81694,1490,0.370924697241718,0.410574412532637,0.039649715290919,2792.9611,1464.4095,1328.5516,0.524321480882781,2626,1094,1532,0.416603198781417,34,404.4095,833,629.5516,1033.9611,867,60.3003415018993,50.5632137245267,0.276158752043059,0.473863115290366,0.0310786106032907,0.543733681462141,0.370202470775551,0.33015993907083,12934.91525017,80.7455014699999,0.188119363386406,0.0572966072162451,768.025500000001,0.106471795925432
1400000US25017334100,25017334100,8.51041534954822,0.000629997016638813,5387.251,633.018575325585,38.135,8.0936,5048.5148,338.7362,0.0628773747501277,0.00707874944011333,0.00150236177969061,7078,831.68678722311,106,320,6205,873,0.123339926532919,0.0149759819157954,0.0452105114439107,198.668211897526,120767.7124272,1130.92123752,105427,1757,0.392189101736674,0.35233918128655,-0.0398499204501245,1797.6728,1717.8766,79.7962,0.955611388234833,2500,1816,684,0.7264,106,7.87660000000005,447,-157.2038,-149.3272,553,-17.5464056531538,64.979202222998,0.00458507904467646,0,0.0583700440528634,0.653508771929825,0,0.2212,-15340.7124272,626.07876248,-0.127026604370332,0.553600676783583,534.2638,0.0604625517827912
1400000US25017334200,25017334200,1.88536320072913,0,4141,2196.39377622229,0,12,3962,179,0.0432262738468969,0,0.00289785076068582,3883,2059.55011665568,0,61,3521,362,0.0932268864280196,0,0.0157095029616276,-136.843659566614,112658.8662,1151.6945,102692,1179,0.334302325581395,0.225181598062954,-0.109120727518441,1578,1234,344,0.782002534854246,1532,1119,413,0.730417754569191,132,247,203,134,381,335,202.083078662326,177.684596724093,0.200162074554295,0.38953488372093,0.117962466487936,0.491525423728814,0.241444866920152,0.218668407310705,-9966.8662,27.3054999999999,-0.0884694346409107,0.023708978379249,183,0.0500006125811227
1400000US25017334300,25017334300,11.3317013987591,0.00376449516996542,7732,682.333546209283,0,49,7568,164,0.0212105535437144,0,0.00633729953440248,7779,686.481202271341,107,72,7366,413,0.0530916570253246,0.013754981360072,0.00925568839182414,4.14765606205845,128620.5805,NaN,114375,999,0.092436974789916,0.163179916317992,0.0707429415280757,2505,2386,119,0.95249500998004,2600,2361,239,0.908076923076923,127,152,150,30,182,277,16.0611362403116,24.444696365749,0.0637049455155071,0.252100840336134,0.0537907666243117,0.627615062761506,0.0726546906187625,0.106538461538462,-14245.5805,NaN,-0.110756617989296,NaN,249,0.0318811034816102
1400000US25017334400,25017334400,14.1273937669615,0.000889843064537815,6053.004,428.458645653075,0,55.8432,5654.124,398.88,0.0658978583196046,0,0.00922570016474464,6436,455.568812348908,66,94,5813,623,0.0967992541951523,0.0102548166563083,0.0146053449347421,27.1101666958332,82421.6506,991.89,85909,1052,0.532142857142857,0.594936708860759,0.0627938517179022,2648.5632,2090.1312,558.432,0.789156626506024,2662,2109,553,0.792261457550714,199,180.1312,305,310.432,490.5632,504,34.7242533259912,35.6753700161357,0.0861817669627628,0.55589937539396,0.094357515410147,0.551537070524412,0.185218612113919,0.189331329827198,3487.34939999999,60.1099999999999,0.0423110842189321,0.0606014779864702,224.12,0.0309013958755476
1400000US25017335100,25017335100,4.77556496679578,0.200489573154497,5711.677,1196.02121208966,0,0.0616,5524.237,187.44,0.0328169817726037,0,1.07849235872407e-05,5595,1171.58912901441,41,55,5315,280,0.0500446827524576,0.00732797140303843,0.00983020554066131,-24.4320830752481,89807.8674908,1194.43305632,86316,1188,0.452901034778775,0.384707287933094,-0.0681937468456811,2443.9216,1754.3056,689.616,0.717824008757073,2396,1559,837,0.650667779632721,89,284.3056,322,174.616,458.9216,411,96.0978655281322,86.0631156434179,0.162061615718493,0.253207582190668,0.0570878768441309,0.384707287933094,0.187780819155574,0.171535893155259,-3491.8674908,-6.43305631999988,-0.0388815321904588,-0.00538586594364683,92.5600000000004,0.0172277009798539
1400000US25017335200,25017335200,5.11450141218485,0.0905281520623589,5615.345,1097.92618037448,53.9784,15.3622,5251.0017,364.3433,0.0648835111644966,0.00961265959616016,0.00273575354675447,6046,1182.12891399266,0,63,5641,405,0.0669864373139266,0,0.0104201124710552,84.2027336181786,98074.280955,1076.9192192,86205,957,0.635820514581962,0.579676674364896,-0.0561438402170655,2136.746,1737.8902,398.8558,0.813334949497975,2285,1852,433,0.810503282275711,134,19.8902,97,62.8557999999999,82.746,231,16.1787031288846,45.1656928766629,0.0114450268492221,0.157590287016009,0.072354211663067,0.224018475750577,0.038725239218887,0.10109409190372,-11869.280955,-119.9192192,-0.121023379824177,-0.111353959574687,40.6566999999995,0.00210292614942992
1400000US25017335301,25017335301,1.09288805587528,0.00470370227115295,3523.15,3223.70619850755,25.4576,41.8232,3345.856,177.294,0.0503225806451612,0.0072258064516129,0.0118709677419355,4166,3811.91831826134,61,60,3647,519,0.124579932789246,0.014642342774844,0.014402304368699,588.212119753794,89618.3636,1232.1478,73643,1154,0.376543209876543,0.470684039087948,0.0941408292114048,1439.2636,997.3924,441.8712,0.692987997473152,1670,1056,614,0.632335329341317,126,67.3924,381,208.8712,276.2636,507,252.783071893621,463.908446317451,0.0675685918601344,0.472697021213421,0.119318181818182,0.620521172638437,0.191947882236444,0.303592814371257,-15975.3636,-78.1478000000002,-0.178259934217322,-0.0634240470177362,341.706,0.074257352144085
1400000US25017335302,25017335302,3.97767895939491,0.0322908805625176,4226.85,1062.64232059668,30.5424,50.1768,4014.144,212.706000000001,0.0503225806451614,0.0072258064516129,0.0118709677419355,5149,1294.47349888269,14,69,4893,256,0.0497183919207613,0.00271897455816663,0.0134006603223927,231.831178286012,89618.3636,1232.1478,78200,1221,0.376543209876543,0.505197505197505,0.128654295320962,1726.7364,1196.6076,530.1288,0.692987997473152,1852,1371,481,0.740280777537797,60,-114.3924,196,245.1288,130.7364,256,32.8675092521513,64.3591407484889,0,0.462394799150697,0.0437636761487965,0.407484407484408,0.0757130040230808,0.138228941684665,-11418.3636,-11.1478000000002,-0.127410980755734,-0.00904745356036036,43.2939999999994,-0.000604188724400108
1400000US25017335400,25017335400,7.01744354547449,0.00166791446699518,5354.1845,762.982197904945,0,85.097,5103.841,250.3435,0.0467566069118462,0,0.0158935501755683,4879,695.267438688044,39,113,4539,340,0.0696864111498258,0.0079934412789506,0.0231604837056774,-67.7147592169008,101512.2268,1070.1391,93269,1435,0.53968253968254,0.345991561181435,-0.193690978501105,1852.344,1602.99,249.354,0.865384615384615,1748,1511,237,0.86441647597254,102,193.99,126,138.354,332.344,228,47.3596969959704,32.4904644437127,0.121017598363059,0.55484973170673,0.0675049636002647,0.531645569620253,0.17941807785163,0.130434782608696,-8243.2268,364.8609,-0.0812042751878634,0.340947172194717,89.6565000000001,0.0229298042379796
1400000US25017336100,25017336100,2.37236940166209,0.0439829477215006,5107.8978,2153.07860420953,56.9772,60.1806,4615.8561,492.041700000001,0.0963295898363512,0.0111547259226682,0.0117818723781044,5578,2351.23585563531,406,206,4720,858,0.153818572965221,0.0727859447830764,0.0369307995697383,198.157251425788,88816.7335314,759.22622005,80478,903,0.463185117452363,0.506276150627615,0.0430910331752517,2273.3415,1570.2522,703.0893,0.690724292852614,2341,1624,717,0.693720632208458,105,51.2521999999999,275,261.0893,312.3415,380,131.658037648425,160.177415765762,0.0326394702710812,0.371345858911521,0.0646551724137931,0.383542538354254,0.137393128133191,0.162323793250748,-8338.73353139999,143.77377995,-0.0938869647626924,0.18936882862203,365.958299999999,0.0574889831288693
1400000US25017336200,25017336200,1.89991700783967,0,6115.5689,3218.86107380753,14,44.8514,5903.0642,212.5047,0.0347481491051471,0.00228923919081347,0.00733397018877508,6068,3193.82371701578,17,67,5863,205,0.0337837837837838,0.00280158206987475,0.0110415293342123,-25.0373567917522,110242.73192916,1606.77881187,123469,1500,0.420957055309338,0.657342657342657,0.236385602033319,2013.5328,1806.038,207.4948,0.896949878343179,2173,1887,286,0.868384721583065,231,150.038,100,21.4948,171.5328,331,90.2843646812994,174.218136178679,0.0830757713846553,0.103591993630684,0.12241653418124,0.34965034965035,0.0851899705830469,0.152323976069949,13226.26807084,-106.77881187,0.119974059417712,-0.0664552028450817,-7.50470000000041,-0.000964365321363313
1400000US25017336300,25017336300,3.08759400093161,0.0255629144237499,6566,2126.5749311661,18,167,6249,317,0.0482790130977764,0.00274139506548888,0.0254340542187024,6671,2160.58199296513,49,314,5803,868,0.130115424973767,0.00734522560335782,0.0470694048868236,34.0070617990318,93436.038,1125.2441,94912,1324,0.557142857142857,0.271367521367521,-0.285775335775336,2376,1886,490,0.793771043771044,2546,2078,468,0.81618224666143,186,-6,204,226,220,390,71.2528913884468,126.311943824974,0,0.461224489795918,0.0895091434071222,0.435897435897436,0.0925925925925926,0.153181461115475,1475.962,198.7559,0.0157964959944042,0.176633585548238,551,0.0818364118759906
1400000US25017336401,25017336401,4.79867908741637,0.0081385809277248,3969.0084,827.104360949657,344.2188,120.07,3183.0488,785.9596,0.198024171478196,0.08672664940694,0.0302518886077439,4282,892.328893430015,100,298,3459,823,0.192199906585708,0.0233535730966838,0.0695936478281177,65.2245324803572,72412.499631,1278.33725184,66917,1354,0.41206355931712,0.430441898527005,0.0183783392098852,1826.3232,791.6236,1034.6996,0.433452085589232,2092,870,1222,0.415869980879541,126,47.6236,581,393.6996,441.3232,707,91.9676419198956,147.332211035736,0.0601593989870944,0.380496522855522,0.144827586206897,0.475450081833061,0.241645728423096,0.337954110898662,-5495.499631,75.6627481599996,-0.0758915885931848,0.0591884090454948,37.0403999999999,-0.00582426489248833
1400000US25017336402,25017336402,0.868919505123627,0.000236338144798873,4797.386,5521.09369361831,111.776,136.726,4061.86,735.526,0.153318077803204,0.0232993551071354,0.0285001040149782,4910,5650.69603231133,151,127,4449,461,0.0938900203665988,0.0307535641547861,0.0258655804480652,129.602338693016,76552.9681,1061.3223,76370,920,0.385093167701863,0.361138370951914,-0.0239547967499498,1925.142,961.074,964.068,0.499222395023328,2152,1133,1019,0.526486988847584,54,-117.926,424,369.068,251.142,478,289.027923207074,550.108493573282,0,0.382823618250995,0.0476610767872904,0.416094210009814,0.130453753541297,0.222118959107807,-182.968100000013,-141.3223,-0.00239008499005557,-0.133156817679229,-274.526,-0.0594280574366049
1400000US25017337101,25017337101,1.16246439680823,0.010998490261596,3178,2733.84716876131,211,31,2755,423,0.133102580239144,0.066393958464443,0.00975456261799874,3317,2853.42072334213,76,29,3017,300,0.0904431715405487,0.0229122701236057,0.00874283991558637,119.573554580812,84363.5508,836.4939,84196,678,0.637362637362637,0.253164556962025,-0.384198080400612,1186,822,364,0.693086003372681,1275,880,395,0.690196078431373,84,26,145,114,140,229,120.433795980675,196.995280568389,0.0316301703163017,0.313186813186813,0.0954545454545455,0.367088607594937,0.118043844856661,0.179607843137255,-167.550800000012,-158.4939,-0.00198605675568615,-0.189474065501255,-123,-0.0426594086985954
1400000US25017337102,25017337102,8.49374298936251,0.189593295530585,5606.9628,660.128615502272,0.2468,30.145,5393.3787,213.5841,0.0380926550823558,4.4016700092963e-05,0.00537635098987994,4889,575.600180759289,85,93,4548,341,0.0697484148087543,0.0173859685007159,0.0190222949478421,-84.5284347429832,97853.06281418,1351.51448764,94398,1112,0.579869321678593,0.648760330578512,0.0688910088999197,1979.6397,1739.6458,239.9939,0.878768899209285,1941,1699,242,0.875321998969603,92,132.6458,177,174.9939,307.6397,269,36.2195677907002,31.6703719828694,0.0762487398296826,0.729159782811146,0.0541494997057092,0.731404958677686,0.155401864288739,0.138588356517259,-3455.06281418001,-239.51448764,-0.0353086833954403,-0.177219326785196,127.4159,0.0316557597263985
1400000US25017337201,25017337201,1.86541667796324,0,3041.974,1630.72091931836,0.0216,25.733,2965.6373,76.3366999999998,0.0250944616883641,7.10065240531313e-06,0.00845930964564457,3059,1639.84810264481,13,0,2821,238,0.0778032036613272,0.0042497548218372,0,9.12718332645659,70792.25701448,1132.92507574,56528,1187,0.433677526670722,0.651515151515151,0.21783762484443,1421.7692,944.673,477.0962,0.664434846387163,1499,773,726,0.515677118078719,91,262.673,210,-38.9038,223.7692,301,119.956684553889,161.358051289993,0.278057063131899,0,0.117723156532988,0.289256198347107,0.157387851699137,0.200800533689126,-14264.25701448,54.07492426,-0.201494592997118,0.0477303622436634,161.6633,0.0527087419729631
1400000US25017337202,25017337202,4.54378398613288,0.000534711035226383,5031.936,1107.4329271279,56.9088,27.9552,4833.2544,198.6816,0.039484126984127,0.0113095238095238,0.00555555555555555,4912,1081.03730612874,30,162,4688,224,0.0456026058631922,0.00610749185667752,0.0329804560260586,-26.3956209991566,77491.9573,1238.7604,69670,1297,0.528938906752412,0.572425828970332,0.0434869222179199,2083.6608,1462.656,621.0048,0.701964542405367,2023,1450,573,0.716757291151755,99,111.656,174,222.0048,333.6608,273,73.4323640864742,60.0820815499077,0.076337840203028,0.357492888943854,0.0682758620689655,0.303664921465969,0.160132013809541,0.134948096885813,-7821.95730000001,58.2395999999999,-0.100938956409609,0.0470144186075046,25.3184000000001,0.00611847887906523
1400000US25017337300,25017337300,6.22713907774632,0.0750068593902988,4846,778.206482864331,77,74,4365,481,0.0992571192736277,0.0158893933140735,0.0152703260420966,5434,872.631867083115,111,64,4740,694,0.127714390872286,0.0204269414795731,0.0117776959882223,94.4253842187838,76955.2346,1429.4237,85028,1419,0.508083140877598,0.539130434782609,0.0310472939050105,2104,1238,866,0.588403041825095,2294,1259,1035,0.548823016564952,129,108,403,234,342,532,54.9208867394967,85.4324904836616,0.0872374798061389,0.270207852193995,0.102462271644162,0.389371980676328,0.16254752851711,0.231909328683522,8072.76539999999,-10.4237000000001,0.104902095899789,-0.00729223952282312,213,0.0284572715986579
1400000US25017338100,25017338100,1.95764728956005,0.00374137970671403,2956,1509.97578356636,0,8,2474,482,0.163058186738836,0,0.0027063599458728,3032,1548.79789437524,36,0,2246,786,0.259234828496042,0.0118733509234828,0,38.8221108088778,128945.7,1992.5968,160370,1810,0.511904761904762,0.142857142857143,-0.369047619047619,1064,980,84,0.921052631578947,974,855,119,0.87782340862423,65,190,86,51,241,151,123.106956643942,77.1334043702707,0.193877551020408,0.607142857142857,0.0760233918128655,0.722689075630252,0.226503759398496,0.155030800821355,31424.3,-182.5968,0.243701806264187,-0.0916376057614868,304,0.096176641757206
1400000US25017338200,25017338200,1.96009132837285,0.0331187052147833,3811.6076,1944.60714397638,23.7792,78.2732,3113.0936,698.514,0.183259682869769,0.00623862750194957,0.0205354821939173,3982,2031.53799129636,44,44,3011,971,0.243847312908086,0.0110497237569061,0.0110497237569061,86.9308473199812,81496.9887,1336.8473,89595,1292,0.448387096774194,0.658666666666667,0.210279569892473,1511.9608,897.6648,614.296,0.593709043250328,1558,1183,375,0.759306803594352,140,-145.3352,209,448.296,302.9608,349,154.564634624193,178.05292791623,0,0.729771966608931,0.118343195266272,0.557333333333333,0.20037609440668,0.22400513478819,8098.0113,-44.8473000000001,0.099365773253411,-0.0335470625553121,272.486,0.0605876300383177
1400000US25017338300,25017338300,1.62336455662132,0.075007876066789,3197,1969.36663854104,0,60,3012,185,0.0578667500781983,0,0.0187675946199562,3127,1926.24631802247,26,56,2842,285,0.0911416693316278,0.00831467860569236,0.0179085385353374,-43.1203205185714,149780.9005,1625.5975,123083,1695,0.764119601328904,0.634069400630915,-0.130050200697989,1201,900,301,0.749375520399667,1107,790,317,0.713640469738031,73,183,114,98,281,187,173.097286653122,115.192856242469,0.203333333333333,0.325581395348837,0.0924050632911392,0.359621451104101,0.233971690258118,0.168925022583559,-26697.9005,69.4024999999999,-0.178246361257522,0.042693532685674,100,0.0332749192534295
1400000US25017338400,25017338400,9.42163448692089,0.0662626075861638,5864,622.397314196428,0,0,5388,476,0.0811732605729877,0,0,5734,608.59928369753,41,35,5030,704,0.122776421346355,0.00715033135681897,0.00610394140216254,-13.7980304988977,NaN,NaN,174464,NaN,0.758064516129032,0.477272727272727,-0.280791788856305,1890,1828,62,0.967195767195767,1932,1844,88,0.954451345755694,291,275,38,12,287,329,30.4618057937201,34.9196310318255,0.150437636761488,0.193548387096774,0.157809110629067,0.431818181818182,0.151851851851852,0.170289855072464,NaN,NaN,NaN,NaN,228,0.0416031607733674
1400000US25017338500,25017338500,6.22160543410255,0.0361141564813587,5302,852.191617767673,0,0,4875,427,0.0805356469256884,0,0,5988,962.452547565603,24,142,5397,591,0.0986973947895792,0.00400801603206413,0.0237140948563794,110.26092979793,150712.175,878.3737,168466,1432,0.574585635359116,0.47766323024055,-0.0969224051185661,1899,1718,181,0.904686677198526,1993,1702,291,0.853988961364777,190,206,170,60,266,360,42.7542380849115,57.8628786111585,0.119906868451688,0.331491712707182,0.111633372502938,0.584192439862543,0.140073723012112,0.180632212744606,17753.825,553.6263,0.117799540747123,0.630285606228875,164,0.0181617478638907
1400000US25017339100,25017339100,8.20050891146058,0.0667063816346528,6540,797.511480154611,300,163,5664,876,0.13394495412844,0.0458715596330275,0.0249235474006116,6067,739.832133042511,163,40,5476,591,0.0974122300972474,0.0268666556782594,0.00659304433822317,-57.6793471120995,72099.382,696.5272,59775,826,0.495268138801262,0.49721706864564,0.00194892984437828,3015,2064,951,0.684577114427861,2761,1683,1078,0.609561752988048,275,656,355,228,884,630,107.798187837412,76.8245003818662,0.317829457364341,0.239747634069401,0.163398692810458,0.329313543599258,0.293200663349917,0.228178196305686,-12324.382,129.4728,-0.170936028272753,0.185883336645001,-285,-0.036532724031193
1400000US25017339200,25017339200,2.01655364430157,0.110248416519307,5772,2862.30917600961,223,363,5151,621,0.107588357588358,0.0386347886347886,0.0628898128898129,5532,2743.29424145619,5,105,5140,392,0.0708604483007954,0.000903832248734635,0.0189804772234273,-119.014934553414,87679.7697,1621.1891,99196,1518,0.49636803874092,0.240853658536585,-0.255514380204335,2305,1892,413,0.820824295010846,2052,1724,328,0.840155945419103,124,292,105,190,482,229,239.021660228106,113.560083386383,0.154334038054968,0.460048426150121,0.0719257540603248,0.320121951219512,0.209110629067245,0.111598440545809,11516.2303,-103.1891,0.131344212460905,-0.0636502552354935,-229,-0.0367279092875622
1400000US25017339300,25017339300,0.261299023518741,0.0402283853620072,2582,9881.39934558468,910,79,1192,1390,0.538342370255616,0.352439969016266,0.0305964368706429,2951,11293.5745425331,912,34,1742,1209,0.409691629955947,0.309047780413419,0.0115215181294476,1412.17519694839,78880.6033,1398.5649,74250,1451,0.375224416517056,0.398009950248756,0.0227855337317006,1171,614,557,0.524338172502135,1159,757,402,0.653149266609146,51,-92,218,373,281,269,1075.39628819105,1029.47189154232,0,0.669658886894075,0.0673712021136063,0.54228855721393,0.239965841161401,0.232096635030198,-4630.6033,52.4350999999999,-0.058703953903456,0.0374920749119329,-181,-0.128650740299669
1400000US25017339400,25017339400,0.243065258442195,0.0393106595065108,3147,12947.140287218,557,215,2191,956,0.303781379091198,0.176993962503972,0.0683190340006355,3228,13280.3841268318,101,267,2536,692,0.214374225526642,0.0312887236679058,0.0827137546468402,333.24383961381,50187.4298,1074.5475,63227,1501,0.624466571834993,0.510911424903723,-0.11355514693127,1353,650,703,0.480413895048041,1429,650,779,0.454863540937719,56,56,406,330,386,462,1588.05089001148,1900.72412224173,0.0861538461538462,0.469416785206259,0.0861538461538462,0.521181001283697,0.285291943828529,0.323303009097271,13039.5702,426.4525,0.259817453333703,0.396867053341057,-264,-0.0894071535645561
1400000US25017339500,25017339500,1.39004765393673,0.0155275961840571,5790,4165.32482437005,257,183,4419,1371,0.236787564766839,0.0443868739205527,0.0316062176165803,5800,4172.5188223396,556,103,4309,1491,0.257068965517241,0.0958620689655172,0.0177586206896552,7.19399796955167,86467.4597,1363.2977,75962,1480,0.38955223880597,0.488078541374474,0.0985263025685039,1633,963,670,0.589712186160441,1512,799,713,0.528439153439153,21,185,433,390,575,454,413.654883249185,326.607507817617,0.192107995846314,0.582089552238806,0.0262828535669587,0.607293127629734,0.352112676056338,0.30026455026455,-10505.4597,116.7023,-0.121496106586788,0.0856029464437591,120,0.020281400750402
1400000US25017339600,25017339600,1.27476894551663,0.00146500914572183,5067.3359,3975.10146275672,210.8444,131.0044,4109.5051,957.830799999999,0.189020585748026,0.0416085304311482,0.0258527168092409,5580,4377.26383249677,880,46,4247,1333,0.238888888888889,0.157706093189964,0.00824372759856631,402.162369740055,72274.45245857,1532.04816612,81250,1580,0.360775361845149,0.442748091603053,0.0819727297579043,2011.3434,1069.0066,942.3368,0.531488854663008,2089,910,1179,0.435615126854955,71,230.0066,680,443.3368,673.3434,751,528.208192055629,589.126368853956,0.215159195462404,0.470465336809514,0.078021978021978,0.576759966072943,0.334772968156507,0.359502154140737,8975.54754143,47.9518338800001,0.124187001576734,0.0312991686165069,375.169200000001,0.0498683031408632
1400000US25017339700,25017339700,1.96045889945497,0.0524007524746562,3922.9638,2001.04363375872,609.435,142.3516,2688.6658,1234.298,0.314634052957613,0.155350656052447,0.0362867482998441,4217,2151.02698718773,526,148,3011,1206,0.285985297604932,0.124733222670145,0.0350960398387479,149.983353429009,69444.4208958,1379.84066184,62793,1453,0.352270098025751,0.430096051227321,0.0778259532015703,1573.8336,765.6174,808.2162,0.486466548941387,1625,688,937,0.423384615384615,43,120.6174,377,248.2162,368.8336,420,188.13635935063,214.235554806461,0.157542657729566,0.307116090966749,0.0625,0.402347918890075,0.234353619086541,0.258461538461538,-6651.42089580001,73.1593381600001,-0.0957804933787314,0.0530201349932992,-28.2979999999998,-0.0286487553526809
1400000US25017339801,25017339801,0.898799327500412,0.14421211214398,4248.6602,4727.03980744584,357.5386,150.9826,2855.3908,1393.2694,0.327931473550179,0.0841532584789906,0.0355365204306054,4763,5299.29190450782,335,312,2975,1788,0.375393659458325,0.0703338232206592,0.065504933865211,572.252097061971,63971.3945,1574.9009,83886,1944,0.624014554275318,0.43970189701897,-0.184312657256348,1750.808,939.8298,810.9782,0.536797752808989,2323,847,1476,0.364614722341799,41,133.8298,763,97.9782,231.808,804,257.90851517954,894.526704015176,0.142397910770652,0.120814838179374,0.0484061393152302,0.516937669376694,0.132400583045085,0.346104175634955,19914.6055,369.0991,0.311304852046019,0.234363381213383,394.7306,0.0474621859081452
1400000US25017339802,25017339802,1.49717184423259,0.121715980191238,4390.3398,2932.42209764528,369.4614,156.0174,2950.6092,1439.7306,0.327931473550179,0.0841532584789906,0.0355365204306054,4201,2805.95712254615,540,140,2734,1467,0.349202570816472,0.128540823613425,0.0333253987145918,-126.464975099134,63971.3945,1574.9009,61705,1389,0.624014554275318,0.559341950646298,-0.0646726036290199,1809.192,971.1702,838.0218,0.536797752808989,1707,856,851,0.501464557703574,64,179.1702,410,397.0218,576.192,474,384.853617318284,316.596923610301,0.184488980407348,0.473760706463722,0.0747663551401869,0.481786133960047,0.318480293965483,0.27768014059754,-2266.3945,-185.9009,-0.0354282491059344,-0.118039744595993,27.2694000000001,0.0212710972662928
