GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24
1400000US25017354100,25017354100,"Census Tract 3541, Middlesex County, Massachusetts",866,135,855,135,0,127,13,21,0,127,0,127,0,127,0,127,0,127,0,127,32,50,0,127,0,127,43,63,12,19,0,127,0,127,0,127,10,15,160,93,159,77,371,120,55,38,11,18
1400000US25017354200,25017354200,"Census Tract 3542, Middlesex County, Massachusetts",337,78,302,79,0,127,0,127,13,20,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,17,0,127,0,127,11,18,10,16,15,18,48,37,103,70,91,53,35,26
1400000US25017354300,25017354300,"Census Tract 3543, Middlesex County, Massachusetts",955,132,887,128,0,127,0,127,10,15,0,127,0,127,20,22,19,30,12,18,22,34,0,127,20,23,10,17,8,15,23,27,0,127,19,22,21,25,120,67,83,55,240,70,260,103,68,63
1400000US25017354400,25017354400,"Census Tract 3544, Middlesex County, Massachusetts",331,101,306,100,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,19,28,16,23,81,51,13,20,112,61,65,52,25,30
1400000US25017354500,25017354500,"Census Tract 3545, Middlesex County, Massachusetts",810,112,780,112,0,127,0,127,12,21,0,127,0,127,40,62,10,16,29,44,0,127,0,127,0,127,0,127,0,127,32,44,0,127,10,17,12,19,69,53,180,75,250,77,136,78,30,27
1400000US25017354600,25017354600,"Census Tract 3546, Middlesex County, Massachusetts",1475,131,1444,141,12,20,26,42,0,127,20,22,23,30,76,86,22,36,0,127,26,42,42,53,0,127,34,55,0,127,33,50,30,35,107,97,112,77,123,67,189,76,429,123,140,85,31,24
1400000US25017354700,25017354700,"Census Tract 3547, Middlesex County, Massachusetts",654,129,654,129,0,127,0,127,0,127,28,30,0,127,0,127,14,21,0,127,0,127,0,127,0,127,0,127,8,15,0,127,14,21,15,18,12,20,73,72,96,56,147,64,247,98,0,127
1400000US25017354800,25017354800,"Census Tract 3548, Middlesex County, Massachusetts",433,87,420,83,0,127,0,127,0,127,9,14,12,18,0,127,0,127,0,127,12,18,0,127,0,127,12,19,0,127,13,20,0,127,0,127,0,127,79,57,70,56,132,77,81,52,13,21
1400000US25017354900,25017354900,"Census Tract 3549, Middlesex County, Massachusetts",1777,165,1713,164,65,67,64,82,10,17,86,77,30,36,0,127,0,127,14,21,42,35,14,23,89,87,69,52,67,58,72,67,51,45,116,79,187,100,105,73,103,70,252,114,277,122,64,69
1400000US25017355000,25017355000,"Census Tract 3550, Middlesex County, Massachusetts",806,120,796,121,32,53,14,23,30,47,27,31,71,64,31,38,32,34,12,18,0,127,42,52,0,127,0,127,20,24,0,127,0,127,0,127,70,58,100,63,67,37,166,83,82,48,10,17
1400000US25017356100,25017356100,"Census Tract 3561, Middlesex County, Massachusetts",720,99,682,102,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,10,17,0,127,9,15,0,127,36,44,115,90,127,58,321,102,64,41,38,44
1400000US25017356200,25017356200,"Census Tract 3562, Middlesex County, Massachusetts",1569,191,1532,190,0,127,0,127,0,127,19,30,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,84,72,141,74,340,125,300,128,502,160,146,75,37,48
1400000US25017356300,25017356300,"Census Tract 3563, Middlesex County, Massachusetts",1276,188,1255,186,0,127,0,127,12,18,0,127,0,127,30,48,12,20,11,18,55,67,0,127,0,127,0,127,0,127,0,127,0,127,64,71,130,86,433,153,163,106,315,117,30,41,21,24
1400000US25017356400,25017356400,"Census Tract 3564, Middlesex County, Massachusetts",514,128,474,115,0,127,27,22,0,127,0,127,0,127,0,127,0,127,21,33,0,127,0,127,0,127,15,23,0,127,0,127,11,18,0,127,16,25,138,82,113,66,59,76,74,52,40,64
1400000US25017356500,25017356500,"Census Tract 3565, Middlesex County, Massachusetts",697,134,681,134,0,127,16,23,0,127,44,43,61,58,16,25,0,127,0,127,61,61,27,41,0,127,16,24,16,25,30,34,0,127,0,127,16,25,226,84,41,38,95,87,16,25,16,25
1400000US25017356601,25017356601,"Census Tract 3566.01, Middlesex County, Massachusetts",550,138,534,138,0,127,0,127,0,127,0,127,0,127,0,127,41,62,0,127,0,127,0,127,0,127,0,127,13,21,0,127,0,127,29,35,88,77,141,98,118,73,96,75,8,14,16,25
1400000US25017356602,25017356602,"Census Tract 3566.02, Middlesex County, Massachusetts",398,85,339,85,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,47,34,139,72,99,50,54,38,0,127,59,62
1400000US25017356700,25017356700,"Census Tract 3567, Middlesex County, Massachusetts",1149,166,1104,169,48,75,42,66,16,26,28,32,34,54,15,22,99,92,35,41,0,127,15,23,9,15,17,29,25,29,0,127,27,30,28,32,79,52,130,100,138,82,260,115,59,59,45,42
1400000US25017357100,25017357100,"Census Tract 3571, Middlesex County, Massachusetts",414,77,414,77,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,15,17,0,127,0,127,11,19,0,127,38,35,50,35,257,64,43,48,0,127
1400000US25017357200,25017357200,"Census Tract 3572, Middlesex County, Massachusetts",187,71,177,69,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,39,57,0,127,74,40,49,34,15,21,10,15
1400000US25017357300,25017357300,"Census Tract 3573, Middlesex County, Massachusetts",620,89,593,82,0,127,0,127,0,127,0,127,0,127,13,21,0,127,0,127,0,127,0,127,0,127,21,23,0,127,10,15,0,127,0,127,0,127,122,65,86,54,300,80,41,35,27,27
1400000US25017357400,25017357400,"Census Tract 3574, Middlesex County, Massachusetts",280,67,259,67,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,9,16,0,127,0,127,0,127,0,127,22,31,9,14,0,127,8,12,18,20,99,43,94,49,21,23
1400000US25017357500,25017357500,"Census Tract 3575, Middlesex County, Massachusetts",459,70,445,71,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,13,19,0,127,0,127,130,96,275,96,27,31,14,17
1400000US25017357600,25017357600,"Census Tract 3576, Middlesex County, Massachusetts",460,95,460,95,0,127,0,127,0,127,0,127,0,127,0,127,0,127,8,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,7,11,18,20,155,93,89,55,135,63,48,28,0,127
1400000US25017357700,25017357700,"Census Tract 3577, Middlesex County, Massachusetts",672,114,653,115,0,127,0,127,0,127,32,41,11,16,16,13,8,14,0,127,8,12,0,127,8,13,0,127,18,24,8,12,14,19,0,127,0,127,145,79,143,51,231,87,11,19,19,23
1400000US25017357800,25017357800,"Census Tract 3578, Middlesex County, Massachusetts",256,76,188,65,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,8,13,0,127,0,127,21,23,0,127,0,127,51,48,9,15,18,24,26,24,44,37,11,15,68,52
1400000US25017358100,25017358100,"Census Tract 3581, Middlesex County, Massachusetts",201,75,179,71,0,127,0,127,0,127,0,127,0,127,9,15,0,127,0,127,0,127,9,16,0,127,0,127,0,127,0,127,0,127,9,14,12,19,41,33,10,15,58,51,31,26,22,25
1400000US25017358300,25017358300,"Census Tract 3583, Middlesex County, Massachusetts",685,99,667,98,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,28,43,0,127,0,127,0,127,0,127,0,127,0,127,20,23,9,14,14,16,67,44,143,75,386,105,18,22
1400000US25017358400,25017358400,"Census Tract 3584, Middlesex County, Massachusetts",337,83,325,82,0,127,0,127,0,127,35,24,0,127,26,21,0,127,0,127,0,127,10,15,0,127,0,127,0,127,0,127,0,127,0,127,8,12,8,13,10,16,151,73,77,41,12,19
1400000US25017358500,25017358500,"Census Tract 3585, Middlesex County, Massachusetts",166,79,124,59,0,127,0,127,0,127,18,22,10,16,0,127,36,40,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,17,22,23,27,26,42,51
1400000US25017358600,25017358600,"Census Tract 3586, Middlesex County, Massachusetts",418,100,401,97,0,127,0,127,0,127,13,22,0,127,50,64,0,127,0,127,31,25,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,18,26,39,44,118,60,132,75,17,27
1400000US25017358700,25017358700,"Census Tract 3587, Middlesex County, Massachusetts",146,63,114,55,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,10,15,104,55,32,31
1400000US25017359100,25017359100,"Census Tract 3591, Middlesex County, Massachusetts",434,106,425,101,0,127,0,127,25,40,0,127,6,11,10,17,0,127,14,12,0,127,0,127,10,16,7,13,0,127,35,34,15,18,0,127,45,44,75,81,21,25,52,34,110,74,9,16
1400000US25017359300,25017359300,"Census Tract 3593, Middlesex County, Massachusetts",532,132,488,132,0,127,0,127,0,127,0,127,14,21,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,14,22,17,28,0,127,123,87,186,103,92,55,42,37,44,41
1400000US25017360100,25017360100,"Census Tract 3601, Middlesex County, Massachusetts",671,70,588,78,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,23,35,12,20,175,81,378,103,83,52
1400000US25017360200,25017360200,"Census Tract 3602, Middlesex County, Massachusetts",271,95,236,98,0,127,0,127,0,127,0,127,0,127,0,127,16,25,0,127,0,127,0,127,15,24,0,127,0,127,0,127,0,127,17,27,14,23,31,39,39,30,44,45,60,70,35,35
1400000US25017361100,25017361100,"Census Tract 3611, Middlesex County, Massachusetts",269,82,257,84,0,127,0,127,0,127,0,127,0,127,0,127,9,15,0,127,12,21,0,127,0,127,0,127,0,127,0,127,0,127,14,23,0,127,44,33,13,22,67,71,98,57,12,19
1400000US25017361200,25017361200,"Census Tract 3612, Middlesex County, Massachusetts",489,102,489,102,0,127,0,127,0,127,0,127,0,127,0,127,9,15,0,127,0,127,9,15,30,47,42,55,31,30,0,127,0,127,10,16,54,55,19,16,29,29,203,85,53,34,0,127
1400000US25017361300,25017361300,"Census Tract 3613, Middlesex County, Massachusetts",322,91,274,82,0,127,0,127,22,34,15,23,17,27,0,127,28,39,0,127,10,17,25,27,17,26,17,28,13,21,17,27,0,127,17,28,15,24,12,20,0,127,0,127,49,42,48,39
1400000US25017362100,25017362100,"Census Tract 3621, Middlesex County, Massachusetts",139,68,139,68,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,17,0,127,0,127,48,59,80,39,0,127
1400000US25017363101,25017363101,"Census Tract 3631.01, Middlesex County, Massachusetts",387,99,387,99,0,127,0,127,0,127,0,127,0,127,17,27,14,22,0,127,11,18,0,127,0,127,0,127,62,76,0,127,30,25,20,33,65,43,51,46,38,29,27,31,52,50,0,127
1400000US25017363102,25017363102,"Census Tract 3631.02, Middlesex County, Massachusetts",764,115,764,115,0,127,0,127,0,127,7,12,8,14,7,11,0,127,38,34,0,127,0,127,0,127,13,21,0,127,9,14,9,15,32,30,182,84,265,142,119,88,53,35,22,24,0,127
1400000US25017363201,25017363201,"Census Tract 3632.01, Middlesex County, Massachusetts",165,67,165,67,0,127,0,127,0,127,37,21,0,127,0,127,0,127,0,127,0,127,9,15,0,127,0,127,40,46,0,127,0,127,11,17,0,127,11,18,6,10,40,43,11,18,0,127
1400000US25017363202,25017363202,"Census Tract 3632.02, Middlesex County, Massachusetts",78,47,78,47,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,18,26,9,16,32,33,10,17,9,14,0,127
1400000US25017364101,25017364101,"Census Tract 3641.01, Middlesex County, Massachusetts",723,132,711,134,0,127,36,58,0,127,13,21,12,19,0,127,24,28,0,127,11,19,13,22,0,127,66,65,15,25,0,127,14,23,35,37,152,85,121,64,114,86,85,74,0,127,12,21
1400000US25017364102,25017364102,"Census Tract 3641.02, Middlesex County, Massachusetts",473,107,404,113,0,127,0,127,0,127,0,127,0,127,16,25,0,127,0,127,21,23,0,127,0,127,15,24,0,127,0,127,21,36,35,31,119,70,56,59,80,92,33,41,8,14,69,70
1400000US25017365100,25017365100,"Census Tract 3651, Middlesex County, Massachusetts",24,19,11,17,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,17,13,20
1400000US25017365201,25017365201,"Census Tract 3652.01, Middlesex County, Massachusetts",33,23,33,23,0,127,0,127,0,127,11,18,0,127,0,127,0,127,0,127,0,127,7,12,11,16,0,127,0,127,0,127,0,127,0,127,0,127,0,127,4,7,0,127,0,127,0,127
1400000US25017365202,25017365202,"Census Tract 3652.02, Middlesex County, Massachusetts",251,93,232,91,0,127,60,45,0,127,14,24,54,57,21,20,0,127,0,127,0,127,0,127,0,127,0,127,0,127,33,43,0,127,0,127,9,15,0,127,0,127,30,43,11,17,19,22
1400000US25017366100,25017366100,"Census Tract 3661, Middlesex County, Massachusetts",386,100,386,100,0,127,9,14,15,17,0,127,0,127,19,21,0,127,0,127,19,21,0,127,0,127,0,127,8,12,9,14,0,127,37,39,4,7,93,68,11,19,64,38,98,74,0,127
1400000US25017366200,25017366200,"Census Tract 3662, Middlesex County, Massachusetts",132,68,98,58,0,127,0,127,0,127,10,17,0,127,9,16,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,27,44,52,41,34,33
1400000US25017367100,25017367100,"Census Tract 3671, Middlesex County, Massachusetts",106,53,69,38,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,18,0,127,23,26,0,127,0,127,0,127,35,32,37,35
1400000US25017367200,25017367200,"Census Tract 3672, Middlesex County, Massachusetts",267,86,251,81,0,127,0,127,0,127,0,127,0,127,0,127,27,30,27,33,15,23,14,22,0,127,0,127,12,20,0,127,0,127,0,127,0,127,0,127,0,127,34,40,122,76,16,25
1400000US25017368101,25017368101,"Census Tract 3681.01, Middlesex County, Massachusetts",1002,179,966,179,0,127,0,127,0,127,10,16,14,23,0,127,0,127,0,127,0,127,0,127,0,127,13,21,0,127,0,127,0,127,15,25,27,33,92,77,14,23,534,181,247,112,36,42
1400000US25017368102,25017368102,"Census Tract 3681.02, Middlesex County, Massachusetts",186,66,170,63,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,10,16,0,127,6,10,0,127,0,127,9,14,13,20,46,45,13,19,73,55,16,18
1400000US25017368200,25017368200,"Census Tract 3682, Middlesex County, Massachusetts",719,129,705,128,0,127,0,127,0,127,0,127,0,127,11,16,0,127,28,44,0,127,12,20,0,127,0,127,0,127,0,127,0,127,9,14,65,59,59,52,83,59,117,67,321,89,14,23
1400000US25017368300,25017368300,"Census Tract 3683, Middlesex County, Massachusetts",1208,213,1145,223,0,127,0,127,0,127,0,127,16,27,15,26,52,47,29,34,70,92,0,127,18,30,0,127,13,21,13,20,0,127,34,41,236,110,161,86,160,105,221,128,107,73,63,68
1400000US25017368400,25017368400,"Census Tract 3684, Middlesex County, Massachusetts",1687,201,1663,193,0,127,0,127,0,127,0,127,17,29,47,37,62,76,0,127,0,127,0,127,0,127,0,127,14,23,0,127,72,77,158,103,78,77,326,151,409,152,384,127,96,50,24,28
1400000US25017368500,25017368500,"Census Tract 3685, Middlesex County, Massachusetts",1627,146,1627,146,12,19,32,39,10,15,95,52,32,42,17,20,21,34,20,23,14,21,14,22,21,22,9,16,32,39,43,47,9,15,159,190,167,73,399,121,109,65,169,80,243,78,0,127
1400000US25017368600,25017368600,"Census Tract 3686, Middlesex County, Massachusetts",1397,196,1385,194,0,127,0,127,0,127,0,127,0,127,40,32,0,127,0,127,25,27,15,25,0,127,44,59,10,15,52,64,36,34,137,75,160,72,322,152,250,126,206,109,88,65,12,20
1400000US25017368700,25017368700,"Census Tract 3687, Middlesex County, Massachusetts",515,128,501,127,0,127,0,127,0,127,0,127,7,11,9,14,0,127,23,35,0,127,12,20,0,127,32,39,17,21,0,127,0,127,7,12,19,22,124,63,125,68,121,110,5,8,14,17
1400000US25017368800,25017368800,"Census Tract 3688, Middlesex County, Massachusetts",1112,179,1101,179,0,127,7,12,0,127,0,127,0,127,19,21,14,23,28,30,9,15,0,127,19,30,0,127,0,127,8,13,0,127,109,81,163,100,366,147,178,78,181,115,0,127,11,18
1400000US25017368901,25017368901,"Census Tract 3689.01, Middlesex County, Massachusetts",689,134,648,128,0,127,0,127,0,127,0,127,0,127,50,58,0,127,18,29,101,76,0,127,0,127,0,127,0,127,0,127,0,127,16,25,17,27,66,60,155,95,141,65,84,65,41,39
1400000US25017368902,25017368902,"Census Tract 3689.02, Middlesex County, Massachusetts",1144,118,1144,118,0,127,0,127,9,14,17,16,30,27,0,127,0,127,9,15,0,127,0,127,0,127,10,15,10,18,16,21,0,127,82,68,108,59,114,66,346,116,377,101,16,19,0,127
1400000US25017369000,25017369000,"Census Tract 3690, Middlesex County, Massachusetts",42,37,32,35,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,22,33,10,16,0,127,0,127,0,127,0,127,0,127,10,16
1400000US25017369100,25017369100,"Census Tract 3691, Middlesex County, Massachusetts",299,81,291,79,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,31,50,0,127,42,42,11,17,150,77,27,21,12,19,18,20,8,13
1400000US25017370101,25017370101,"Census Tract 3701.01, Middlesex County, Massachusetts",993,147,949,145,0,127,0,127,35,39,24,28,11,19,68,47,17,28,0,127,0,127,0,127,0,127,0,127,35,57,0,127,48,56,54,45,156,113,116,74,193,83,152,90,40,37,44,36
1400000US25017370102,25017370102,"Census Tract 3701.02, Middlesex County, Massachusetts",1820,218,1788,213,0,127,14,23,29,32,76,65,0,127,7,12,24,40,15,24,14,23,14,23,35,41,13,20,110,113,48,65,65,51,17,27,94,69,343,148,359,132,288,91,223,125,32,35
1400000US25017370200,25017370200,"Census Tract 3702, Middlesex County, Massachusetts",1318,201,1289,202,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,18,28,46,71,0,127,0,127,0,127,0,127,0,127,0,127,65,50,253,117,117,71,638,154,152,104,29,34
1400000US25017370300,25017370300,"Census Tract 3703, Middlesex County, Massachusetts",1653,197,1621,199,0,127,14,22,0,127,64,78,14,21,15,26,29,31,0,127,0,127,0,127,44,69,14,21,45,43,24,29,0,127,28,32,134,94,238,140,382,156,469,127,107,80,32,38
1400000US25017370400,25017370400,"Census Tract 3704, Middlesex County, Massachusetts",907,179,890,178,0,127,0,127,0,127,0,127,0,127,0,127,0,127,15,24,0,127,9,15,0,127,8,14,30,31,0,127,9,16,64,58,52,40,69,58,315,131,217,95,102,72,17,21
1400000US25017373100,25017373100,"Census Tract 3731, Middlesex County, Massachusetts",930,165,889,172,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,12,20,0,127,0,127,0,127,14,24,28,33,168,72,232,131,327,132,108,97,41,36
1400000US25017373200,25017373200,"Census Tract 3732, Middlesex County, Massachusetts",982,131,953,140,0,127,0,127,0,127,52,63,26,31,0,127,0,127,0,127,0,127,13,20,0,127,29,46,0,127,0,127,0,127,42,37,13,22,209,99,121,76,307,123,141,59,29,32
1400000US25017373300,25017373300,"Census Tract 3733, Middlesex County, Massachusetts",456,124,456,124,0,127,0,127,8,13,122,135,0,127,7,11,8,12,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,16,19,9,15,38,31,123,70,72,50,53,44,0,127
1400000US25017373400,25017373400,"Census Tract 3734, Middlesex County, Massachusetts",443,82,432,77,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,37,43,18,20,53,33,226,55,98,68,11,18
1400000US25017373500,25017373500,"Census Tract 3735, Middlesex County, Massachusetts",367,89,336,94,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,8,13,0,127,0,127,0,127,0,127,0,127,0,127,0,127,9,15,95,115,48,41,83,64,93,48,31,35
1400000US25017373600,25017373600,"Census Tract 3736, Middlesex County, Massachusetts",351,73,313,71,0,127,0,127,0,127,8,14,17,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,32,30,28,43,21,31,0,127,57,51,150,59,38,25
1400000US25017373700,25017373700,"Census Tract 3737, Middlesex County, Massachusetts",48,36,38,30,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,8,13,10,16,9,13,11,18,10,17
1400000US25017373800,25017373800,"Census Tract 3738, Middlesex County, Massachusetts",923,164,915,164,0,127,12,19,0,127,11,17,37,59,10,16,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,41,46,88,57,27,32,193,101,273,117,223,110,8,12
1400000US25017373900,25017373900,"Census Tract 3739, Middlesex County, Massachusetts",422,147,422,147,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,14,22,52,65,0,127,0,127,7,12,14,23,12,19,58,71,52,39,67,69,146,72,0,127
1400000US25017374000,25017374000,"Census Tract 3740, Middlesex County, Massachusetts",255,79,246,80,0,127,0,127,8,14,10,15,0,127,31,25,56,58,6,10,11,16,0,127,9,13,9,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,38,49,68,68,9,14
1400000US25017374100,25017374100,"Census Tract 3741, Middlesex County, Massachusetts",718,143,702,141,0,127,35,52,0,127,0,127,11,19,29,46,0,127,0,127,0,127,31,41,0,127,0,127,0,127,0,127,0,127,19,34,27,33,114,110,136,82,180,102,120,66,16,25
1400000US25017374200,25017374200,"Census Tract 3742, Middlesex County, Massachusetts",314,89,309,90,0,127,0,127,0,127,0,127,0,127,10,16,0,127,0,127,0,127,0,127,8,13,8,13,0,127,0,127,15,19,7,11,16,19,18,20,90,45,51,36,86,61,5,10
1400000US25017374300,25017374300,"Census Tract 3743, Middlesex County, Massachusetts",85,39,85,39,0,127,0,127,12,19,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,18,0,127,0,127,0,127,0,127,0,127,0,127,11,18,35,32,6,11,10,17,0,127
1400000US25017374400,25017374400,"Census Tract 3744, Middlesex County, Massachusetts",307,94,307,94,0,127,0,127,0,127,119,77,10,17,0,127,23,26,0,127,0,127,13,20,0,127,0,127,24,27,0,127,0,127,0,127,0,127,0,127,33,48,22,27,63,46,0,127
1400000US25017374500,25017374500,"Census Tract 3745, Middlesex County, Massachusetts",553,94,539,97,0,127,0,127,0,127,6,11,27,29,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,18,0,127,157,65,194,82,103,62,41,32,14,21
1400000US25017374600,25017374600,"Census Tract 3746, Middlesex County, Massachusetts",511,101,460,93,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,18,29,15,23,0,127,10,15,0,127,0,127,0,127,14,15,0,127,72,56,58,40,232,79,41,30,51,39
1400000US25017374700,25017374700,"Census Tract 3747, Middlesex County, Massachusetts",591,125,555,107,0,127,0,127,36,55,13,19,0,127,12,19,35,31,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,12,20,11,16,46,42,180,80,174,81,36,41,36,56
1400000US25017374800,25017374800,"Census Tract 3748, Middlesex County, Massachusetts",416,86,407,83,9,14,0,127,9,14,0,127,17,20,7,11,9,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,30,25,27,24,145,74,154,71,9,14
1400000US25017382100,25017382100,"Census Tract 3821, Middlesex County, Massachusetts",47,34,36,29,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,19,21,0,127,0,127,17,20,11,17
1400000US25017382200,25017382200,"Census Tract 3822, Middlesex County, Massachusetts",411,88,388,86,0,127,18,26,11,17,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,32,52,0,127,20,31,0,127,8,14,98,64,25,28,152,64,24,27,23,25
1400000US25017382300,25017382300,"Census Tract 3823, Middlesex County, Massachusetts",297,114,287,118,0,127,0,127,0,127,56,71,0,127,0,127,0,127,0,127,0,127,0,127,0,127,13,22,0,127,0,127,16,24,33,37,0,127,43,41,81,79,45,40,0,127,10,16
1400000US25017382400,25017382400,"Census Tract 3824, Middlesex County, Massachusetts",600,116,589,117,0,127,0,127,9,14,74,72,69,56,10,16,20,21,12,19,20,23,19,22,0,127,0,127,0,127,0,127,0,127,29,33,9,15,67,39,117,69,92,55,42,48,11,16
1400000US25017382500,25017382500,"Census Tract 3825, Middlesex County, Massachusetts",510,100,497,97,0,127,0,127,10,17,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,25,40,0,127,0,127,10,15,16,21,190,89,158,77,79,54,9,16,13,19
1400000US25017382600,25017382600,"Census Tract 3826, Middlesex County, Massachusetts",1076,179,1063,179,0,127,40,63,48,59,22,26,13,21,26,30,0,127,0,127,37,29,13,21,0,127,11,19,0,127,0,127,0,127,12,20,0,127,360,120,395,138,86,49,0,127,13,21
1400000US25017383100,25017383100,"Census Tract 3831, Middlesex County, Massachusetts",2418,175,2386,170,0,127,59,55,101,71,100,60,55,50,76,63,106,89,63,54,61,56,0,127,33,51,0,127,133,96,93,77,115,72,166,100,79,77,601,189,255,140,280,149,10,18,32,35
1400000US25017383200,25017383200,"Census Tract 3832, Middlesex County, Massachusetts",958,195,944,193,0,127,0,127,0,127,30,23,37,43,28,44,0,127,75,57,0,127,0,127,0,127,0,127,0,127,11,18,13,21,91,72,52,69,252,117,187,104,111,90,57,66,14,23
1400000US25017383300,25017383300,"Census Tract 3833, Middlesex County, Massachusetts",552,125,552,125,0,127,10,17,0,127,0,127,24,27,0,127,0,127,0,127,0,127,0,127,43,40,19,23,22,24,0,127,0,127,17,23,20,25,314,160,27,24,0,127,56,50,0,127
1400000US25017383400,25017383400,"Census Tract 3834, Middlesex County, Massachusetts",1003,179,1003,179,0,127,0,127,0,127,37,44,34,51,0,127,0,127,23,28,0,127,10,17,16,26,0,127,23,27,17,28,62,81,110,97,171,102,254,130,151,109,95,88,0,127,0,127
1400000US25017383501,25017383501,"Census Tract 3835.01, Middlesex County, Massachusetts",1634,182,1607,186,0,127,0,127,53,84,185,83,10,18,94,75,0,127,115,98,0,127,45,43,25,28,30,34,32,40,36,60,60,78,172,100,122,79,92,67,157,87,358,117,21,30,27,33
